code,name,category,pe,2018-06,2018-03,2017-12,2017-09
KALV,"KalVista Pharmaceuticals, Inc.",,-2.18592976,0,0,0,0
GRVY,"Gravity Co., Ltd.",媒体内容,-16.7607846,6600000000.0_86.28%,3524000000.0_63.60%,4910000000.0_464.58%,2707000000.0_-11.51%
MLNK,麦迪实软件,互联网,-2.84337342,0,0,0,0
BRQS,"Borqs Technologies, Inc.",,,2008000.0_308.08%,"1387000.0_7,605.56%",153000.0_-95.26%,-11565000.0_-464.15%
IAF,"Aberdeen Australia Equity Fund, Inc.",债务\r,11.46296261,0,0,0,0
MTEM,"Molecular Templates, Inc.",,,-9695000.0_-138.56%,-8714000.0_-629.21%,-6915000.0_-169.70%,-10967000.0_-243.58%
TUES,Tuesday Morning Corp.,,-13.86363622,-10296000.0_40.56%,-8080000.0_45.39%,8692000.0_3.11%,-12254000.0_-38.39%
CYBE,数码光学科技,电子,12.13414621,740000.0_-32.42%,-173000.0_19.16%,503000.0_-91.74%,-72000.0_-106.14%
PSTI,"Pluristem Therapeutics, Inc.",制药,-3.81818164,0,-1531000.0_80.53%,-8229000.0_-24.49%,-7385000.0_-16.78%
XRA,Exeter Resource Corp,采矿,-30.99999858,0,0,0,0
CPTA,Capitala Finance Corp.,,15.0000001,4948000.0_189.56%,141000.0_-97.11%,-589000.0_-107.27%,-5753000.0_-185.79%
CALL,magicJack VocalTec Ltd.,互联网,24.49999987,0,0,-2752000.0_-94.49%,2451000.0_-23.93%
PANL,Pangaea Logistics Solutions Ltd.,,15.00000092,6872700.0_264.59%,"5535200.0_150,390.82%","4522700.0_1,235.68%",8757500.0_33.05%
PLBC,Plumas Bancorp,银行,18.43537405,3445000.0_35.58%,3280000.0_58.91%,1136000.0_-46.08%,2448000.0_25.09%
MXWL,"Maxwell Technologies, Inc.",计算机,-4.9054055,-11302000.0_-11.70%,-9205000.0_11.48%,-8752000.0_28.08%,-13860000.0_-102.19%
APB,亚太基金,股权,14.67032967,0,7183500.0_60.49%,7183500.0_60.49%,8455300.0_53.09%
HWCC,休斯顿电线电缆,,-22.56756831,"2606000.0_4,925.93%",1947000.0_529.80%,1996000.0_209.31%,-1711000.0_-18.90%
EGAS,Gas Natural,天然气\r,262.00000373,0,0,0,0
MNP,"Western Asset Municipal Partners Fund, Inc.",股权,-706.00001006,0,0,0,0
SESN,"Sesen Bio, Inc.",,,-8958000.0_-22.44%,-3963000.0_34.61%,-6547000.0_-85.41%,-9105000.0_-146.72%
MEIP,"MEI Pharma, Inc.",生物技术,-36.70000022,0,-5948000.0_-888.04%,-6079000.0_-151.15%,-8788000.0_-105.81%
CFNB,加州第一国民银行,多元化金融服务,11.87500012,0,0,0,2295000.0_17.21%
PROV,"Provident Financial Holdings, Inc.",银行,21.18390828,1400000.0_45.23%,1733000.0_51.35%,-777000.0_-151.66%,-225000.0_-114.12%
CSS,CSS工业,家庭产品\/用品\r,4.11263732,-18476000.0_-161.55%,-38421000.0_-643.01%,5952000.0_-80.14%,3013000.0_-56.91%
SAMG,"Silvercrest Asset Management Group, Inc.",,26.45161208,4193000.0_16.47%,4050000.0_22.73%,1917000.0_-22.92%,3714000.0_28.38%
FSAC,Federal Street Acquisition Corp.,,,"-879900.0_-52,086.00%","234800.0_14,026.81%",912099.9999999999_0,610400.0_0
ASPU,"Aspen Group, Inc.",,,0,0,0,0
GARS,"Garrison Capital, Inc.",,-28.06666581,0,2025000.0_150.78%,3718000.0_30.27%,4422000.0_506.43%
PHII,"PHI, Inc.",运输,-5.02352925,-7093000.0_-116.71%,-16983000.0_-11.38%,29330000.0_271.94%,-3277000.0_34.02%
PCM,"PCM Fund, Inc.",股权,9.17952769,0,0,3747500.0_-27.93%,3747500.0_-27.93%
JMU,众美联,,-1.63999999,"-76632000.0_-1,404.95%",-2729000.0_46.28%,"-147000000.0_-1,635.74%",-4464000.0_39.77%
SRRA,"Sierra Oncology, Inc.",,-1.13924045,-11960000.0_-15.79%,-11525000.0_-3.90%,-10599000.0_-14.61%,-9995000.0_34.28%
KCE,SPDR S&P Capital Markets ETF,股权,12.26582325,0,0,10010600.0_13.19%,10010600.0_13.19%
STRT,STRATTEC Security Corp.,汽车制造,30.37189987,0,0,3835000.0_134.27%,0
GLV,Clough Global Dividend & Income Fund,环球,-27.36170147,0,0,0,0
DWSN,道森地探,油气服务,-3.16304351,-5711000.0_61.74%,-1709000.0_81.33%,-4544000.0_36.77%,-2759000.0_77.78%
UTSI,UT斯达康,计算机硬件,123.74000031,-87000.0_-103.56%,4031000.0_-31.67%,-3553000.0_-99.05%,2190000.0_219.35%
TPNL,3PEA INTERNATIONAL,,,731400.0_97.20%,410700.0_15.71%,572900.0_14.89%,487000.0_4.79%
IDT,万威,,3.21686763,0,0,0,0
XOMA,标记临床研究,生物技术和制药,-1.77952746,-1947000.0_-783.16%,-3806000.0_64.48%,-1319000.0_92.45%,26344000.0_310.33%
CERC,"Cerecor, Inc.",,-2.09090913,-6007500.0_-234.02%,-3882799.9999999995_-98.04%,-3091600.0000000005_-88.66%,18720600.0_403.48%
VCNX,"Vaccinex, Inc.",,,-6608000.0_-35.44%,0,0,0
LYTS,LSI设备,,28.6111105,-2664000.0_-482.76%,220000.0_141.43%,-1468000.0_-173.18%,"-15629000.0_-1,985.28%"
STCN,"Steel Connect, Inc.",,,0,0,0,0
FCAP,第一资本,储蓄及贷款\r,19.14146468,2104000.0_-4.10%,2136000.0_37.28%,1590000.0_-8.83%,2112000.0_19.93%
RDHL,RedHill Biopharma Ltd.,制药,-2.59915618,0,-9935000.0_-15.58%,-10413000.0_-24.71%,-15512000.0_-73.43%
OUNZ,VanEck Merk Gold Trust,,,0,0,0,0
NESR,National Energy Services Reunited Corp.,,,"-3965000.0_-1,425.34%","-1851699.9999999998_-32,137.24%",-3386800.0_0,-31100.0_0
ONVO,"Organovo Holdings, Inc.",生物技术和制药,-3.00000007,-7416000.0_26.59%,-7449000.0_30.10%,-7791000.0_18.68%,-9461000.0_-0.20%
PAI,Western Asset Income Fund,股权,9.45205468,0,0,2948800.0_70.18%,2948800.0_70.18%
CATS,"Catasys, Inc.",,,-4200000.0_-130.16%,-4218000.0_80.62%,-2681000.0_-77.43%,-3080000.0_58.45%
BKJ,"Bancorp of New Jersey, Inc.",银行,26.6406244,1190000.0_-7.68%,1343000.0_26.46%,-126000.0_-112.63%,1349000.0_98.38%
INNT,"Innovate Biopharmaceuticals, Inc.",,,-4215600.0_-51.08%,-16155700.0_-305.12%,-2376300.0_-26.49%,-2451300.0_-20.77%
TTF,泰国基金,股权,8.10791408,0,0,0,0
DXF,Dunxin Financial Holdings Ltd.,,,6774000.0_492.91%,6774000.0_492.91%,0,0
PHIIK,"PHI, Inc.",,-4.84117607,0,0,0,0
AGD,Aberdeen Global Dynamic Dividend Fund,环球,-207.00000454,0,0,0,0
PFIE,"Profire Energy, Inc.",,-135.0000054,1714300.0_30.60%,1876200.0_212.67%,1318899.9999999998_116.60%,"1217900.0_1,535.84%"
SBFG,"SB Financial Group, Inc.",银行,14.45652234,3107000.0_34.10%,2453000.0_23.08%,4032000.0_74.02%,2723000.0_6.91%
DLA,"Delta Apparel, Inc.",服饰,18.81443243,4550000.0_1.84%,3632000.0_-20.12%,"-9952000.0_-1,539.54%",2099000.0_-8.86%
EVER,"EverQuote, Inc.",储蓄及贷款\r,13.42452859,-1730000.0_-3.90%,-1328000.0_17.92%,0,0
YUME,"YuMe, Inc.",媒体内容,-16.81818213,0,0,0,-4000.0_99.91%
VOXX,奥迪富斯,计算机硬件,-133.75000061,0,0,0,0
EMKR,埃姆科,半导体,13.82352871,-8414000.0_-446.97%,-3071000.0_-266.18%,-82000.0_-104.67%,2205000.0_10.47%
JFC,JF中国基金,股权,-60.57575448,0,0,0,0
HWBK,"Hawthorn Bancshares, Inc.",银行,17.24806253,2907000.0_51.49%,2090000.0_-0.48%,-2372000.0_-219.32%,1766000.0_-6.26%
SPE,"Special Opportunities Fund, Inc.",股权,12.30081291,0,0,4988900.0_95.43%,4988900.0_95.43%
AMSC,美国超导,电力组件与设备,-3.48275857,-4737000.0_68.94%,-5994000.0_13.44%,-4248000.0_-53.47%,-7281000.0_0.60%
PER,SandRidge Permian Trust,,5.0,6568000.0_-3.85%,5935000.0_-6.18%,4976000.0_-29.23%,6208000.0_-1.69%
BRID,Bridgford Foods Corp.,食品,15.36456474,0,0,0,0
CMU,MFS High Yield Municipal Trust,股权,37.75000259,0,0,0,0
NTX,德克萨斯纽文基金,债务\r,7.61309545,0,0,0,0
AFH,"Atlas Financial Holdings, Inc.",,56.31578918,5576000.0_1.20%,5529000.0_13.95%,-54297000.0_-300.39%,5125000.0_-21.11%
JNP,"Juniper Pharmaceuticals, Inc.",,20.90909046,-1514000.0_-302.66%,772000.0_153.57%,1167000.0_-87.86%,-1410000.0_-668.55%
ECF,Ellsworth Growth & Income Fund Ltd.,股权,10.28125011,0,2719000.0_-29.23%,2719000.0_-29.23%,3306200.0_-38.05%
QHC,Quorum Health Corp.,,-0.33578433,-25941000.0_15.16%,-98487000.0_-262.02%,-26023000.0_71.12%,-28554000.0_-342.56%
REPH,"Recro Pharma, Inc.",生物技术和制药,-2.17021278,-12715000.0_-43.59%,-12455000.0_-54.01%,-24083000.0_-131.52%,-9055000.0_-68.34%
RBPAA,宾夕法尼亚皇家银行,银行,14.58064499,0,0,0,0
RESN,"Resonant, Inc.",,-2.99999992,-5952000.0_-39.62%,-5716000.0_-16.80%,-8312000.0_-59.66%,-4184000.0_-5.20%
CGO,CGO基金,环球,148.99999397,0,0,0,0
FAM,FAM基金,环球,7.37121148,0,0,3596700.0_254.73%,3596700.0_254.73%
BBW,"Build-A-Bear Workshop, Inc.",,93.33332539,0,0,"5243000.0_1,543.57%",1441000.0_-21.73%
SQBG,"Sequential Brands Group, Inc.",,-197.00000726,4689000.0_5.35%,-304000.0_-131.83%,"-162000000.0_-24,753.50%",-24732000.0_-844.49%
HRZN,Horizon Technology Finance Corp.,多元化金融服务,-25.39534859,2930000.0_299.73%,2603000.0_-28.74%,2496000.0_524.49%,2709000.0_148.01%
TACOW,"Del Taco Restaurants, Inc.",,,0,0,0,0
SMRT,"Stein Mart, Inc.",,261.99999441,0,0,0,0
PNI,PNI市政收益基金,债务\r,125.33332539,0,0,1751000.0_138.03%,1751000.0_138.03%
BGFV,Big 5体育用品,零售,7.59740266,0,0,-12950000.0_-268.31%,0
CMFN,"CM Finance, Inc.",,6.67883182,0,4091000.0_-31.68%,4859100.0_-43.20%,3135700.0_-27.16%
AIHS,Senmiao Technology Ltd.,,,-930400.0000000001_-141.84%,-8747800.0_0,-301200.0_-73.26%,-425200.00000000006_-484.08%
CDOR,"Condor Hospitality Trust, Inc.",,11.29032249,2907000.0_-41.77%,792000.0_133.00%,1348000.0_-70.94%,-1039000.0_-136.42%
FBRC,FBR & Co,,-1.97412807,0,0,0,0
RNWK,"RealNetworks, Inc.",互联网,-3.34343425,-6930000.0_-104.67%,-5178000.0_45.06%,839000.0_108.41%,-4334000.0_-41.82%
MAGS,马加尔安全系统,电子,90.0000036,1903000.0_157.58%,-167000.0_95.48%,291000.0_-89.80%,-193000.0_-128.30%
COCP,"Cocrystal Pharma, Inc.",,,-1343000.0_-34.03%,-1553000.0_39.05%,5197000.0_107.90%,-2260000.0_-20.15%
CBIO,"Catalyst Biosciences, Inc.",,-0.47494253,-6482000.0_-10.29%,-5042000.0_-21.85%,-5753000.0_-53.41%,-5793000.0_-21.42%
ARIS,ARI NETWORK SERVICES INC,,88.68749936,0,0,0,0
ITRM,Iterum Therapeutics Plc,,,-15747000.0_-150.75%,-12146000.0_-108.09%,0,0
ACSF,American Capital Senior Floating Ltd.,,4.03278701,-523000.0_-233.08%,3125000.0_13.55%,2541000.0_-67.06%,21000.0_-99.80%
AVXL,Anavex Life Sciences Corp.,,-7.13157914,-2849200.0_21.08%,-4752000.0_-206.76%,-4059200.0_-29.00%,-5154600.0_20.83%
MARK,"Remark Holdings, Inc.",媒体内容,-2.40259749,3379000.0_178.44%,"-14053000.0_-56,112.00%",-89152000.0_-935.21%,-13250000.0_13.17%
PCF,普特南高收入债券基金,股权,18.94000053,0,0,0,0
GPAQ,Gordon Pointe Acquisition Corp.,,,"287800.0_28,817.96%",35900.0_0,-2190.0_0,0
APVO,"Aptevo Therapeutics, Inc.",,-0.97297296,-13144000.0_-17.47%,-13854000.0_-39.31%,-9760000.0_34.70%,37867000.0_152.78%
CKPT,"Checkpoint Therapeutics, Inc.",,,-6639000.0_-2.96%,-8765000.0_-99.98%,-5918000.0_28.90%,-5928000.0_-15.60%
FUEL,ROCKET FUEL INC,媒体内容,-1.76870738,0,0,0,0
SBI,"Western Asset Intermediate Muni Fund, Inc.",股权,-432.49999059,0,0,0,0
KODK,Eastman Kodak Co.,计算机硬件,10.17857104,4000000.0_0.00%,-25000000.0_-457.14%,"129000000.0_1,072.73%",-46000000.0_-483.33%
ALOT,"AstroNova, Inc.",计算机硬件,31.78571279,0,0,0,0
HNW,Pioneer Diversified High Income Trust,股权,8.32000024,0,0,0,0
VBIV,"VBI Vaccines, Inc.",,-2.4415585,0,0,-11543000.0_-37.24%,-9802000.0_-34.29%
RIVE,Riverview Financial Corp.,,,"2787000.0_1,456.98%",2811000.0_595.77%,"-4924000.0_-1,109.02%",401000.0_-58.70%
IDSY,编号系统,计算机硬件,-13.8979588,-1116000.0_-112.98%,-990000.0_47.51%,-874000.0_58.04%,-586000.0_71.99%
KSM,DWS市政债务基金,股权,269.75000508,0,0,0,0
XONE,The ExOne Co.,,-8.11956484,-8037000.0_-25.52%,-6385000.0_5.98%,-1960000.0_23.68%,-4863000.0_-34.67%
NIM,纽文精选市政基金,股权,16.96491263,0,-191000.0_89.39%,-191000.0_89.39%,2479400.0_57.88%
GSHT,"Gores Holdings II, Inc.",,,-1548300.0000000002_-385.69%,801900.0_428.97%,476300.0_0,"254700.0_1,140.33%"
LARK,兰德马克银行,银行,12.55411287,2845000.0_19.39%,2099000.0_-4.81%,2442000.0_17.07%,-2661000.0_-223.42%
SPA,斯巴顿,电子,-2.87089176,0,0,-9034000.0_-896.03%,0
KCAP,科尔伯格资本,投资公司\r,-107.33333669,-1311800.0_-152.02%,2609400.0_576.79%,"1150300.0_1,358.42%",-669400.0_-124.64%
INS,Intelligent Systems Corp.,,-104.97923282,1058000.0_561.25%,893000.0_275.79%,-650000.0_-584.21%,1385000.0_724.40%
JYNT,The Joint Corp. (United States),,-7.2666666,-42800.0_95.77%,-386900.0_78.08%,-213200.0_96.30%,-403800.0_84.63%
FTK,Flotek工业,油气服务,-2.38636354,"-75391000.0_-1,870.49%",67000.0_100.56%,-8489000.0_39.01%,-3102000.0_-12.96%
SLGL,Sol-Gel Technologies Ltd.,,,-6907000.0_-11.37%,-5713000.0_-1.47%,-5450000.0_-12.00%,-14286000.0_-93.21%
CNAT,"Conatus Pharmaceuticals, Inc.",,-3.02290092,-4497000.0_16.98%,-5018000.0_-38.50%,-4356400.0_52.25%,-4000400.0_41.74%
EIV,Eaton Vance Municipal Bond Fund II,股权,9.85123942,0,-1233700.0_51.44%,-1233700.0_51.44%,2422800.0_24.84%
NKG,Nuveen Georgia Quality Municipal Income Fund,债务\r,-112.60000061,0,0,0,0
CAAS,中国汽车系统股份公司,汽车制造,5.35714295,996000.0_-88.79%,4032000.0_-32.10%,-38686000.0_-738.59%,5228000.0_-10.77%
CLCT,环球收藏者,,12.06421946,0,1474000.0_-50.25%,159000.0_-94.56%,3633000.0_129.79%
TAX,"Liberty Tax, Inc.",商业服务,8.07017537,0,0,0,0
BCV,Bancroft Fund Ltd.,股权,25.45454516,0,0,0,0
GV,Goldfield Corp.,,9.11764742,2151500.0_-14.55%,2405700.0_-9.74%,3271700.0_26.34%,-157000.0_-106.81%
SAL,"Salisbury Bancorp, Inc.",银行,17.51037314,1899000.0_0.90%,2015000.0_25.62%,1076000.0_-29.21%,1694000.0_-11.72%
JMP,JMP Group LLC,多元化金融服务,42.30769386,-1209000.0_85.26%,-1747000.0_57.83%,-573000.0_-144.21%,-455000.0_-128.40%
SEV,Sevcon,电子,-11.50261764,0,0,0,0
BAF,BlackRock Municipal Income Investment Quality Trust,债务\r,8.47798696,0,0,0,0
UCBA,United Community Bancorp (Indiana),银行,34.81249996,889000.0_-9.93%,711000.0_-24.20%,497000.0_-32.84%,862000.0_10.23%
ERH,Wells Fargo Utilities & High Income Fund,股权,10.48760263,0,0,0,0
AXU,Alexco Resource Corp.,采矿,-27.00000168,0,0,0,-2272000.0_-255.00%
PBW,Invesco WilderHill Clean Energy ETF,股权,-118.62380989,0,0,0,0
GCH,大中华基金,股权,42.65517325,0,0,6120700.000000001_211.45%,6120700.000000001_211.45%
AKP,"Alliance California Municipal Income Fund, Inc.",债务\r,9.51408496,0,0,0,0
LMST,"Limestone Bancorp, Inc.",,,1983000.0_16.03%,1934000.0_15.12%,33270000.0_601.21%,1794000.0_28.79%
TRVN,"Trevena, Inc.",生物技术和制药,-0.79695433,-9304000.0_54.46%,-9021000.0_56.45%,-14720000.0_59.22%,-15999000.0_46.49%
RFL,"Rafael Holdings, Inc.",,,0,0,0,0
WCST,"Wecast Network, Inc. Common Stock",,-2.58333325,0,0,0,0
NMT,纽文马萨诸塞市保基金,债务\r,175.71428769,0,0,0,0
ASPN,"Aspen Aerogels, Inc.",,-9.21153873,-6958000.0_-27.16%,-6842000.0_24.63%,-1683000.0_70.69%,-3088000.0_0.29%
HFBC,HopFed银行,储蓄及贷款\r,36.70191673,1685000.0_47.68%,1126000.0_20.43%,-178000.0_-116.09%,1403000.0_42.44%
LITB,兰亭集势控股有限责任公司,,-11.99999957,0,-7853000.0_-227.89%,-3539000.0_-46.36%,-1809000.0_20.20%
VERU,"Veru, Inc.",,,-7930500.0_-904.00%,-3831200.0_-115.64%,-4257200.0_-211.61%,-2679300.0_-53.02%
INFI,"Infinity Pharmaceuticals, Inc.",制药,-3.27868845,-6963000.0_58.93%,-9451000.0_9.78%,-7296000.0_68.18%,-7104000.0_63.57%
MCHX,"Marchex, Inc.",广告,-1.35323385,-658000.0_48.59%,-926000.0_73.62%,-486000.0_91.54%,-811000.0_86.15%
CIZN,市民金融控股,银行,16.7753621,1688100.0_-5.34%,1772400.0_23.31%,-1124700.0_-166.98%,1607500.0_-8.26%
IVAC,因特瓦克,机械-多元,-13.95833304,-167000.0_-115.18%,-5136000.0_-380.81%,-41000.0_-101.45%,1230000.0_355.72%
RELL,理查森电子,半导体,-13.2985069,"1739000.0_1,491.20%",527000.0_136.83%,1668000.0_166.14%,-112000.0_96.07%
HNNA,"Hennessy Advisors, Inc.",,7.71276598,4218000.0_6.52%,4555000.0_25.55%,8187000.0_104.88%,3358000.0_-5.14%
AIRG,"Airgain, Inc.",,29.84999851,"-3190299.9999999995_-4,449.77%",-1105800.0_-387.15%,591900.0_-46.20%,234400.0_-72.78%
CWAY,"Coastway Bancorp, Inc.",,33.90243839,1407000.0_72.22%,447000.0_-20.46%,229000.0_-68.24%,984000.0_-16.82%
DHX,戴斯控股,互联网,-19.09090833,-205000.0_-111.25%,3503000.0_161.42%,11758000.0_114.64%,1058000.0_106.28%
MHH,"Mastech Digital, Inc.",,36.86607209,2817000.0_304.74%,1380000.0_586.57%,865000.0_35.16%,-136000.0_-114.72%
MSBF,MSB Financial Corp.,储蓄及贷款\r,105.74999652,1243000.0_69.81%,1022000.0_86.16%,272000.0_-43.10%,1169000.0_288.37%
UONE,"Urban One, Inc.",,,"23896000.0_2,265.94%",-22522000.0_-855.54%,"122000000.0_3,588.01%","-7818000.0_-38,990.00%"
NDRO,Enduro Royalty Trust,,13.07692392,4433000.0_35.52%,2373300.0_6.52%,"38070400.0_1,091.75%",1174600.0_-39.54%
DTF,丹麦信托基金,股权,28.58695517,0,0,0,0
PMD,Psychemedics Corp.,健康护理服务,16.65573706,1177000.0_29.77%,1251000.0_-16.60%,2350000.0_-0.42%,1364000.0_-49.63%
TACT,"TransAct Technologies, Inc.",计算机,32.23404182,1210000.0_39.56%,680000.0_-27.89%,-412000.0_-130.38%,1813000.0_105.32%
LAKE,雷克兰医疗工业,服饰,72.10526306,0,0,0,0
SVBI,"Severn Bancorp, Inc.",银行,7.35294082,1918000.0_95.32%,1885000.0_103.78%,-348000.0_-131.55%,1259000.0_19.34%
GFED,GFED银行,银行,19.60629921,-343000.0_-121.54%,1355700.0_-5.14%,418500.0_-72.46%,1717400.0_11.38%
MRBK,"Meridian Bank (Malvern, Pennsylvania)",,,0,"1270000.0_1,133.01%",289000.0_-56.15%,0
VLT,范·卡本高收益二期基金,股权,11.07317047,0,0,0,0
MFT,Blackrock MuniYield Investment Quality Fund,债务\r,8.99310313,0,0,0,0
MVO,MV Oil Trust,,24.02499878,4197500.0_46.00%,2530000.0_83.33%,1437500.0_-21.88%,2587500.0_104.55%
JEQ,日本股票基金,股权,7.40540555,0,0,0,0
APPS,"Digital Turbine, Inc.",,-4.11428595,484000.0_111.59%,-38425000.0_-454.87%,-3799000.0_-46.91%,-6458000.0_12.03%
BKSC,南卡罗来纳银行,银行,19.18269374,1726399.9999999998_24.52%,1612200.0_31.49%,848700.0_-35.36%,1440700.0_1.00%
BLVD,Boulevard Acquisition Corp. II,,-501.49999786,0,0,0,0
ZN,锡安石油和天然气,油气,-8.76190519,-1241000.0_75.04%,-6251000.0_-85.21%,-181000.0_89.76%,-1462000.0_15.20%
SHSP,"SharpSpring, Inc.",,20.20634863,-2466200.0_-93.78%,-2051900.0_-48.77%,-503700.0_76.98%,-1681500.0_-37.40%
DDE,多佛唐斯娱乐,娱乐,162.50000363,153000.0_363.64%,-273000.0_-39.29%,-779000.0_-167.70%,-137000.0_-126.35%
XNY,中国希尼亚时装有限公司,服饰,-0.68302389,0,0,0,0
EYPT,"EyePoint Pharmaceuticals, Inc.",,,0,-6978000.0_-35.76%,"-5782000.0_-8,529.85%",-5983000.0_16.46%
PBIB,"Limestone Bancorp, Inc.",银行,-31.41304249,0,1934000.0_15.12%,33270000.0_601.21%,1794000.0_28.79%
BKEP,BlueKnight Energy Partners LP LLC,,-3.0459771,1785000.0_-71.98%,4442000.0_25.41%,361000.0_-81.50%,9771000.0_-14.43%
QPACU,Quinpario Acquisiton corp. - Unit,,,0,0,0,0
HTM,"U.S. Geothermal, Inc.",电力,272.49999655,0,0,154400.0_-93.87%,-1134100.0_-522.83%
FTD,"FTD Cos., Inc.",,-1.25412541,"-118000000.0_-1,315.37%",-6596000.0_-173.10%,-153000000.0_-77.52%,-99319000.0_-867.17%
TPIV,"TapImmune, Inc.",,-10.81944396,-4812800.0_-154.19%,-3196500.0_-32.09%,-2683399.9999999995_-70.18%,-3985500.0_-89.52%
CTIC,CTI BioPharma Corp.,生物技术和制药,-0.98387098,-11344000.0_-311.13%,-4035000.0_79.76%,-14270000.0_-117.50%,-11999000.0_59.13%
SRT,"Startek, Inc.",商业服务,325.50001872,0,-10026000.0_-659.17%,-2451000.0_-305.62%,-1172000.0_-236.92%
NTEC,Intec Pharma Ltd.,,-3.9705885,-11033000.0_-69.19%,0,0,-7652000.0_-133.72%
BNJ,BNJ信托,债务\r,7.86285727,0,0,0,0
DXLG,"Destination XL Group, Inc.",零售,-43.00000127,0,0,0,0
URG,"Ur-Energy, Inc.",,-35.85000118,0,0,0,-3003000.0_-266.56%
FTNW,"FTE Networks, Inc.",,,-13558000.0_-166.21%,-10164000.0_-156.02%,-13516000.0_-343.88%,2549000.0_347.00%
PHF,Pacholder High Yield Fund Inc,股权,6.04545432,0,0,0,0
SEAC,"SeaChange International, Inc.",软件,-1.52356028,0,0,0,0
TST,"TheStreet, Inc.",媒体内容,-4.17999983,"27516000.0_7,881.57%",-681700.0_39.53%,3219700.0000000005_127.66%,189899.99999999997_115.55%
SVVC,"Firsthand Technology Value Fund, Inc.",股权,-4.35276062,6483500.0_171.47%,"5569400.000000001_5,934.36%",35806800.0_680.84%,-459900.0_95.16%
SGF,"Aberdeen Singapore Fund, Inc.",股权,339.75001141,0,0,0,0
EYES,"Second Sight Medical Products, Inc.",,-1.83333335,-7961000.0_-16.34%,-9753000.0_-29.21%,-7409000.0_28.55%,-6716000.0_20.89%
APTO,"Aptose Biosciences, Inc.",,-2.72727267,0,0,0,-3310000.0_17.60%
FBIO,"Fortress Biotech, Inc.",,-1.38405795,-35716000.0_-55.63%,-38218000.0_-162.45%,-26018000.0_-22.14%,-36307000.0_-114.12%
NM,Navios海事控股,运输,-1.9761905,-23847000.0_33.12%,-41236000.0_17.21%,-51660000.0_78.87%,-27665000.0_-4.45%
EBMT,"Eagle Bancorp Montana, Inc.",银行,14.20454489,1333000.0_25.05%,573000.0_-24.90%,553000.0_-61.84%,1721000.0_-2.88%
LSBK,莱克肖尔万通金控,银行,29.74138017,1006000.0_-11.91%,936000.0_30.73%,580000.0_314.29%,940000.0_24.17%
FNJN,"Finjan Holdings, Inc.",软件,-13.39285709,7039000.0_348.73%,29218000.0_83.18%,13928000.0_255.67%,-4237000.0_-28.32%
SFBC,Sound Financial Bancorp,储蓄及贷款\r,19.19550267,1966000.0_50.88%,1602000.0_13.30%,1186000.0_-24.17%,1222000.0_-15.96%
DNJR,Golden Bull Ltd.,,,0,0,-197700.0_-172.46%,-197700.0_-172.46%
GECC,Great Elm Capital Corp.,,-22.09302289,0,0,0,-8732000.0_0
NLNK,NewLink Genetics Corp.,生物技术和制药,-0.92517006,-17313000.0_-3.51%,-18310000.0_12.45%,-13686000.0_-1.33%,-20626000.0_-32.73%
TBIO,"Translate Bio, Inc.",卫生保健设施,-8.06153841,-27503000.0_-53.37%,-21209000.0_-51.99%,-16091000.0_-65.73%,0
MAMS,"MAM Software Group, Inc.",,28.57142845,0,1217000.0_79.50%,-79000.0_-131.60%,1114000.0_-8.16%
LUNA,"Luna Innovations, Inc.",,-40.22221935,1067300.0_0,148700.0_110.96%,435300.0_42.20%,"15757300.0_3,640.35%"
ACET,艾切托,化学制品,4.59154942,0,"-197000000.0_-3,618.88%","-13864000.0_-2,358.16%",454000.0_-89.65%
LPTX,"Leap Therapeutics, Inc.",,-2.50183146,-7364000.0_-6.65%,-10622000.0_-12.83%,-6593000.0_-15.04%,-6815000.0_6.35%
RNDB,"Randolph Bancorp, Inc.",,186.11110372,-1010000.0_-573.33%,-707000.0_-58.17%,-1578000.0_-189.01%,49000.0_-83.04%
COVS,COVISINT CORP COM NPV,媒体内容,-6.80555542,0,0,0,0
NNDM,Nano Dimension Ltd.,,-1.61538466,-3770000.0_78.43%,-4123000.0_74.71%,-14568000.0_1.81%,-14650000.0_-125.70%
PNTR,Pointer Telocation Ltd.,,27.66863665,1925000.0_-2.09%,1769000.0_12.89%,"11106000.0_2,125.65%",1883000.0_163.36%
AHPA,Avista Healthcare Public Acquisition Corp.,,-336.94668569,357000.0_-6.14%,-135700.0_-196.30%,-498100.0_-179.59%,"-2117000.0_-14,508.08%"
TLI,"Western Asset Corporate Loan Fund, Inc.",股权,14.72058842,0,1408800.0_-54.84%,1408800.0_-54.84%,250300.0_-95.68%
PFMT,Performant Financial Corp.,商业服务,-8.30434753,-3591000.0_-47.17%,8455000.0_385.74%,521000.0_104.24%,-7851000.0_-998.04%
FCEL,燃料电池能源,能源-替代能源,-0.67630055,0,0,0,0
SOHO,"Sotherly Hotels, Inc.",,-350.50001928,2967600.0_165.96%,1176500.0_-59.24%,"-3056300.0_-4,025.18%",-936000.0_39.58%
VIVE,"Viveve Medical, Inc.",,-1.38938058,-11358000.0_-8.95%,-12420000.0_-85.51%,-10224000.0_-75.67%,-9615000.0_-97.47%
SBFGP,"SB Financial Group, Inc.",,14.92840592,0,0,0,0
CWBC,西部社区银行,银行,19.27419309,1867000.0_19.99%,1814000.0_33.78%,449000.0_-66.49%,1554000.0_4.93%
