code,name,category,pe,2018_profit,2017_profit,2016_profit,2015_profit,2014_profit
GLIBP,"GCI Liberty, Inc.",,,0,0,0,0,0
LAD,利西亚车行,零售,11.18264303,0,245000000.00000003,197000000.0,183000000.0,139000000.0
CBM,凯姆布雷克斯,生物技术和制药,25.58467753,0,102000000.0,81678000.0,57217000.0,57303000.0
GIII,G-III Apparel Group Ltd.,,38.90908937,62124000.0,51938000.0,113999999.99999999,109000000.00000001,76402000.0
LFIN,Longfin Corp.,,,0,-28766200.0,0,0,0
EGHT,"8x8, Inc.",电信,-750.00001676,-104000000.0,-4751000.0,-5120000.0,1926000.0,2514000.0
BPFHP,"Boston Private Financial Holdings, Inc.",,30.85185148,0,0,0,0,0
MBFIP,"MB Financial, Inc.",,11.73708857,0,0,0,0,0
ARGO,Argo Group International Holdings Ltd.,,,0,50300000.0,147000000.0,163000000.0,183000000.0
ABM,反导工业公司,,-127.40000153,0,3800000.0,57200000.0,76300000.0,75600000.0
AMKR,艾马克技术公司,半导体,12.66666638,0,265000000.0,167000000.0,53893000.0,133000000.0
WAGE,"WageWorks, Inc.",,97.77777248,0,0,20205000.0,22950000.0,18242000.0
HTLF,哈特兰金融,银行,18.85093175,0,75272000.0,80349000.0,60042000.0,41900000.0
HTGX,"Hercules Capital, Inc.",,35.51591524,0,78998000.0,68703000.0,42916000.0,71188000.0
BANF,BancFirst银行,银行,14.35810792,0,86439000.0,70674000.0,66170000.0,63887000.0
GLOB,Globant SA,,56.10576982,0,30463000.0,35862000.0,31620000.0,25263000.0
FIX,"Comfort Systems USA, Inc.",建筑材料,32.47092881,0,55272000.0,64896000.0,57440000.0,28599000.0
EXLS,伊克赛尔服务控股,商业服务,33.84357716,0,48888000.0,61733000.0,51565000.0,32445000.0
NZF,Nuveen Enhanced Municipal Credit Opportunities Fund,股权,23.91803248,0,84179700.0,85961500.0,25502800.000000004,86978799.99999999
SIMO,慧荣科技股份有限公司,半导体,19.22115494,0,74955000.0,111000000.00000001,60251000.0,44467000.0
CMP,"Compass Minerals International, Inc.",采矿,12.76617996,0,42700000.0,163000000.0,159000000.0,218000000.00000003
KBH,KB Home,房屋建筑商,20.84955714,0,181000000.0,106000000.0,84643000.0,918000000.0
AY,Atlantica Yield Plc,,,0,-105000000.0,1667000.0,-198000000.0,-1032000.0
NYLD,"NRG Yield, Inc.",,34.31034516,0,-31000000.0,6000000.0,72000000.0,64000000.0
NTCT,网侦系统,计算机,320.00001192,79812000.0,33291000.0,-28369000.0,61192000.0,49106000.0
CENT,Central Garden & Pet Co.,,33.48305091,0,79730000.0,45585000.0,33015000.0,9821000.0
DNR,邓伯瑞资源,油气,-1.724138,0,163000000.0,-976000000.0,-4385000000.0,635000000.0
OMAB,北方中心机场,,23.5960602,0,2137000000.0,1877000000.0,1237000000.0,1027000000.0
CCT,"Corporate Capital Trust, Inc.",,,0,174000000.0,243000000.00000003,-38207000.0,84317000.0
SPTM,SPDR Portfolio Total Stock Market ETF,,,0,65873600.0,7028099.999999999,23391100.0,122000000.0
SANM,新美亚电子,计算机硬件,11.43939377,0,139000000.0,188000000.0,377000000.0,197000000.0
BRKS,布鲁克自动化,半导体,-39.24324397,0,62612000.0,-69476000.0,14221000.0,31522000.0
PVTD,PrivateBancorp Inc Pfd,,9.9610899,0,0,0,0,0
ARES,Ares Management LP,,17.33333201,0,173000000.0,287000000.0,62420000.0,546000000.0
HSC,哈斯科材料,多元化制造商,-23.64485794,0,11844000.0,-79753000.0,6332000.0,-17676000.0
CSQ,CSQ基金,股权,29.39999976,0,405000000.0,69398900.0,23776400.0,243000000.00000003
NYLD.A,"NRG Yield, Inc.",,,0,-31000000.0,6000000.0,72000000.0,64000000.0
CCP,"Care Capital Properties, Inc.",,16.58219072,0,0,0,0,0
BIG,必乐透公司,,14.46385585,190000000.0,153000000.0,143000000.0,113999999.99999999,125000000.0
HCXZ,"Hercules Capital, Inc.",,,0,78998000.0,68703000.0,42916000.0,71188000.0
OEC,Orion Engineered Carbons SA,,42.49999937,0,66823000.0,44626000.0,42874000.0,-55939000.0
CUB,Cubic Corp.,,496.66664693,0,-11209000.0,1735000.0,22914000.0,69580000.0
FFG,FBL金融,保险,19.10046635,0,194000000.0,107000000.0,112999999.99999999,110000000.00000001
FLOW,弗洛国际,机械-多元,-5.16468045,0,46800000.0,-381000000.0,87400000.0,136000000.0
YRIV,Yangtze River Port & Logistics Ltd.,,,0,-12249400.0,-12726099.999999998,-6381900.000000001,-4257100.0
AZUL,Azul SA,,,0,529000000.0,-126000000.0,-1075000000.0,-65040000.0
VRNS,"Varonis Systems, Inc.",,-103.20895493,0,-13694000.0,-17710000.0,-21283000.0,-19398000.0
BFR,BBVA Banco Franc茅s SA,银行,7.4924242,0,3984000000.0000005,3750000000.0,3921000000.0,3308000000.0
AVAV,AeroVironment公司,,-153.58181707,19852000.0,12457000.0,8966000.0,2895000.0,13718000.0
CLDR,"Cloudera, Inc.",,,-386000000.0,-187000000.0,-202999999.99999997,0,0
GVA,花岗岩建筑,工程建设,31.02112716,0,75801000.0,66200000.0,68248000.0,35876000.0
IPAR,依特香水,,60.04672603,0,55253000.0,43248000.0,38969000.0,37345000.0
UTF,"Cohen & Steers Infrastructure Fund, Inc.",股权,13.00552578,0,451999999.99999994,155000000.0,-170000000.0,329000000.0
NSS,NuStar Logistics LP,,-510.80199434,0,-7965000.0,-3916000.0,111000000.00000001,70206000.0
MORE,"Monogram Residential Trust, Inc. Common",,199.83333399,0,0,0,0,0
FG,FGL Holdings,,,0,-1224000000.0,-336300.0,0,0
PBH,普雷斯蒂奇,家庭产品\/用品\r,28.62963025,340000000.0,69395000.0,99907000.0,78260000.0,72615000.0
HTH,希尔托普控股,保险,14.24324301,0,133000000.0,148000000.0,213000000.0,112999999.99999999
PINC,"Premier, Inc. (North Carolina)",,18.53623197,0,449000000.0,235000000.0,235000000.0,333000000.0
PAHC,Phibro Animal Health Corp.,生物技术和制药,33.12080413,0,64615000.0,82728000.0,60280000.0,-3127000.0
MINI,"Mobile Mini, Inc.",存储\/仓储\r,41.98113434,0,122000000.0,47248000.0,5574000.0,44386000.0
PNK,"Pinnacle Entertainment, Inc.",,-4.33119407,0,61758000.0,-457000000.0,47609000.0,43780000.0
AGII,阿尔戈国际控股集团有限公司,保险,12.38947336,0,50300000.0,147000000.0,163000000.0,183000000.0
IYH,iShares U.S. Healthcare ETF,股权,9.08457977,202999999.99999997,174000000.0,-79311300.0,508000000.0,360000000.0
SCL,Stepan Co.,化学制品,23.59785421,0,91547000.0,86198000.0,76037000.0,57081000.0
GDV,GDV股息收入基金,股权,9.27027067,0,363000000.0,231999999.99999997,-90327900.00000001,162000000.0
NUV,纽文市政价值基金,股权,16.20339126,0,60739100.0,121000000.0,80667800.0,214000000.0
PLXS,普雷克萨斯,,23.1439379,0,112000000.00000001,76427000.0,94332000.0,87213000.0
PTCT,"PTC Therapeutics, Inc.",,-10.15587475,0,-79000000.0,-142000000.0,-170000000.0,-93753000.0
BRC,布雷迪,,20.7608696,0,95645000.0,80110000.0,2987000.0,-45968000.0
CWT,California Water Service Group,,40.64356398,0,67181000.0,48675000.0,45017000.0,56738000.0
SAIA,"Saia, Inc.",运输,41.28342072,0,91156000.0,48024000.0,55016000.0,51991000.0
PEGI,"Pattern Energy Group, Inc.",,-91.27272742,0,-82410000.0,-52299000.0,-55607000.0,-39999000.0
TSEM,Tower Semiconductor Ltd.,半导体,9.52153131,0,302000000.0,209000000.0,-29127000.0,-1372000.0
CNS,科恩-斯蒂尔斯金融,,21.04000092,0,92486000.0,92810000.0,64337000.0,75734000.0
WSTC,West Corporation,,10.2620089,0,0,0,0,0
GHDX,"Genomic Health, Inc.",卫生保健设施,-130.45238721,0,-3857000.0,-13919000.0,-33308000.0,-24592000.0
CHSP,Chesapeake Lodging Trust,,28.76991014,0,76235000.0,76706000.0,67508000.0,60954000.0
OTTR,奥特泰尔,电力,30.74534134,0,72439000.0,62321000.0,59345000.0,57723000.0
BLDR,"Builders FirstSource, Inc.",建筑材料,13.45669324,0,38781000.0,144000000.0,-22831000.0,18150000.0
CLBK,"Columbia Financial, Inc.",,,0,31072000.0,32953000.0,0,0
CLI,麦克凯利房地产,,16.69230889,0,33718000.0,130000000.0,-142000000.0,31391000.0
NAC,NAC股息基金,债务\r,6.42380971,92451200.00000001,-9046200.0,111000000.00000001,166000000.0,-7826400.0
QCP,"Quality Care Properties, Inc.",,23.83908007,0,-443000000.0,81145000.0,112999999.99999999,293000000.0
FBC,弗拉格斯塔万通金控,,12.74436106,0,63000000.0,171000000.0,158000000.0,-69000000.0
TR,"Tootsie Roll Industries, Inc.",,28.90476358,0,80654000.0,67319000.0,66127000.0,62860000.0
RFTA,Rait Financial Trust,,-189.99999756,0,-152000000.0,50073000.0,63493000.0,-290000000.0
NAVG,领航者,保险,23.7090898,0,40494000.0,82726000.0,81057000.0,95329000.0
AXL,美国车桥,汽车制造,5.66993487,0,338000000.0,241000000.0,236000000.0,143000000.0
MRTX,"Mirati Therapeutics, Inc.",生物技术和制药,-14.27381035,0,-70430000.0,-83118000.0,-64544000.0,-43698000.0
SEMG,SemGroup Corp.,管道,612.50001369,0,-17150000.0,13262000.0,42812000.0,52057000.0
ISCA,国际赛道,娱乐,26.65662704,0,111000000.00000001,76338000.0,56634000.0,67379000.0
ENSG,恩赛因,健康护理服务,38.71874896,0,40833000.0,52843000.0,55917000.0,33741000.0
GFI,金田,采矿,12.44999986,0,-7700000.0,169000000.0,-248000000.0,20400000.0
GPOR,格尔夫波特能源,油气,-1.39774161,0,434999999.99999994,-980000000.0000001,-1225000000.0,247000000.00000003
EAT,布林克国际,,13.62229094,126000000.0,151000000.0,200999999.99999997,195000000.0,154000000.0
IAG,IAMGOLD Corp.,采矿,34.41666839,0,0,61800000.0,-754000000.0,-199000000.0
PS,"Pluralsight, Inc.",,,0,-96536000.0,-20612000.0,0,0
NSIT,"Insight Enterprises, Inc.",,23.3017254,0,90683000.0,84690000.0,75851000.0,75684000.0
FBP,第一万能金控,银行,20.44186004,0,66956000.0,93229000.0,21297000.0,392000000.0
FI,Frank\'s International NV,,-11.03896131,0,-159000000.0,-156000000.0,106000000.0,229000000.0
CARS,"Cars.com, Inc.",,,0,224000000.00000003,176000000.0,158000000.0,592000000.0
PCRX,"Pacira Pharmaceuticals, Inc.",制药,-45.44117582,0,-42611000.0,-37949000.0,1856000.0,-13716000.0
CVNA,Carvana Co.,,,0,-164000000.0,-93112000.0,-36780000.0,-15238000.0
SIR,Select Income REIT,房地产信托投资基金,16.27692356,0,66906000.0,115999999.99999999,74924000.0,106000000.0
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,股权,90.50000016,0,274000000.0,20835500.0,102000000.0,222000000.00000003
BHLB,"Berkshire Hills Bancorp, Inc.",银行,22.15425619,0,0,0,49518000.0,33744000.0
NWBI,"Northwest Bancshares, Inc. (Pennsylvania)",银行,37.42857101,0,94467000.0,49667000.0,60540000.0,61962000.0
RETA,"Reata Pharmaceuticals, Inc.",,-232.77420357,0,-47671000.0,-6227000.0,-1450000.0,689000.0
ALX,亚历山大公司,房地产信托投资基金,21.87463023,0,80509000.0,86477000.0,76907000.0,67925000.0
IYG,iShares US Financial Services ETF,股权,15.64638326,285000000.0,245000000.00000003,-73991800.0,72817300.0,104000000.0
ABAX,爱贝斯公司,医疗保健产品,55.70469763,27177000.0,32716000.0,31630000.0,27331000.0,14185000.0
CENTA,Central Garden & Pet Co.,,30.60169679,0,0,0,0,0
TROX,Tronox Ltd.,化学制品,-30.01960923,0,-272000000.0,-60000000.0,-317000000.0,-417000000.0
HMN,霍勒斯曼恩,保险,22.69801926,0,169000000.0,83765000.0,93482000.0,104000000.0
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,股权,8.09955214,0,292000000.0,35763400.0,43969600.0,66141200.0
LPI,"Laredo Petroleum, Inc.",油气,-6.87931056,0,549000000.0,-261000000.0,-2210000000.0,266000000.0
HNI,HNI Corp.,,22.82446806,0,89898000.0,105000000.0,61155000.0,0
NXTM,"NxStage Medical, Inc.",,-402.14284998,0,-15325000.0,-7317000.0,-16260000.0,-24313000.0
NWN,西北天然气,天然气\r,30.70754811,0,-55623000.0,58895000.0,53703000.0,58692000.0
ANF,爱芬奇公司,零售,460.49999631,10525000.0,7718000.0,38559000.0,51821000.0,54628000.0
EWU,英国ETF-iShares MSCI,资产配置,20.06586777,0,278000000.0,-147000000.0,-577000000.0,554000000.0
CRZO,卡里索油气,,-2.01863346,0,87110000.0,-675000000.0,-1155000000.0,225999999.99999997
DRQ,德久普公司,,20.14170017,0,-101000000.0,93221000.0,192000000.0,209000000.0
MTOR,美驰,,3.48064526,0,328000000.0,575000000.0,65000000.0,254000000.0
NVRO,Nevro Corp.,,-55.35714262,0,-36658000.0,-31778000.0,-67431000.0,-30680000.0
DOOR,美森特,,21.32492014,0,104000000.0,-42649000.0,0,-34118000.0
OIS,"Oil States International, Inc.",,-33.44086037,0,-84850000.0,-46390000.0,28597000.0,179000000.0
BEAT,"BioTelemetry, Inc.",医疗保健产品,32.54285758,0,-17143000.0,53437000.0,7428000.0,-9793000.0
CGG,CGG,,-0.09854553,0,-513999999.99999994,-577000000.0,-1446000000.0,-1147000000.0
GCP,"GCP Applied Technologies, Inc.",,25.29411737,0,554000000.0,73800000.0,40700000.0,135000000.0
AAT,"American Assets Trust, Inc.",,54.72222217,0,40132000.0,45637000.0,53915000.0,31145000.0
FDP,戴尔蒙特新鲜制造,,8.80138598,0,119000000.0,66400000.0,0,145000000.0
TTMI,TTM科技,电子,52.73529446,125000000.0,35575000.0,0,-25618000.0,14693000.0
XON,Intrexon Corp.,,-9.08860713,0,-127000000.0,-190000000.0,-87994000.0,-85616000.0
MWA,"Mueller Water Products, Inc.",金属构造\/部件,30.10256462,0,123000000.0,63900000.0,30900000.0,55500000.0
SHEN,Shenandoah Telecommunications Co. (Virginia),电信,-1872.50008,0,66390000.0,-895000.0,40864000.0,33883000.0
EGBN,伊格尔合众银行,银行,18.91608408,0,100000000.0,97707000.0,84167000.0,54258000.0
GBX,格林布赖尔,,13.19222037,0,160000000.0,285000000.0,265000000.0,150000000.0
CLVS,"Clovis Oncology, Inc.",制药,-3.88643894,0,-346000000.0,-349000000.0,-353000000.0,-160000000.0
IOSP,英诺斯派材料,化学制品,22.80780741,0,61800000.0,81300000.0,120000000.0,84100000.0
IOO,iShares Global 100 ETF,环球,4.51848316,218000000.00000003,245000000.00000003,-63055400.0,38583600.0,225000000.0
HLG,海亮教育集团,,88.91357584,0,168000000.0,99432000.0,141000000.0,141000000.0
CFFN,"Capitol Federal Financial, Inc.",储蓄及贷款\r,21.58064518,0,84137000.0,83494000.0,78093000.0,77694000.0
DYN,戴纳基,,-1.30981603,0,72000000.0,-1244000000.0,47000000.0,-267000000.0
RMP,Rice Midstream Partners LP,,12.27891081,0,178000000.0,122000000.0,52495000.0,-31328000.0
DIOD,"Diodes, Inc.",半导体,115.68750402,0,266000.0,18477000.0,26513000.0,65633000.0
TIME,"Time, Inc.",媒体内容,-37.75510131,0,0,-48000000.0,-881000000.0,87000000.0
FWRD,福沃运输,运输,70.42222527,0,87321000.0,27670000.0,55575000.0,61169000.0
EVH,"Evolent Health, Inc.",,-6.67605664,0,-69767000.0,-227000000.0,320000000.0,-25246000.0
KAMN,Kaman Corp.,航空航天\/国防,31.25714399,0,49826000.0,58854000.0,60438000.0,57872000.0
FGL,FIDELITY &amp; GTY LIF,保险,11.56133819,0,0,0,0,0
MGLN,麦哲伦健康服务,卫生保健设施,23.15217466,0,110000000.00000001,75789000.0,28707000.0,74231000.0
GES,"Guess?, Inc.",零售,83.74073967,-3901000.0,25398000.0,84815000.0,97184000.0,158000000.0
SLTB,"Scorpio Bulkers, Inc.",,-23.82242852,0,-59726000.0,-125000000.0,-511000000.00000006,-117000000.0
MLI,木勒工业,,18.23563182,0,87011000.0,99754000.0,88407000.0,103000000.0
MSGN,"MSG Networks, Inc.",,10.44871866,289000000.0,167000000.0,7634000.0,254999999.99999997,114999999.99999999
RXDX,"Ignyta, Inc.",生物技术和制药,-10.01858743,0,0,-104000000.0,-92458000.0,-39990000.0
LTC,LTC房产,房地产信托投资基金,20.73303118,0,87340000.0,85115000.0,73081000.0,73399000.0
SLCA,"U.S. Silica Holdings, Inc.",,-37.06349295,0,145000000.0,-41056000.0,11868000.0,122000000.0
IVR,景顺抵押资本,房地产信托投资基金,8.18181849,0,353000000.0,258000000.0,113999999.99999999,-218000000.00000003
DNOW,"NOW, Inc.",,-7.64678879,0,-52000000.0,-234000000.0,-501999999.99999994,115999999.99999999
CRTO,Criteo SA,媒体内容,21.61199951,0,96659000.0,87329000.0,62276000.0,46896000.0
FSIC,FS Investment Corp.,,6.19834691,0,182000000.0,294000000.0,38385000.0,195000000.0
AKO.B,Embotelladora Andina SA,,21.98096319,0,119001000000.0,92049000000.0,88098000000.0,75807000000.0
TNDM,"Tandem Diabetes Care, Inc.",,-12.41025671,0,-73033000.0,-83447000.0,-72418000.0,-79524000.0
BLMN,"Bloomin\' Brands, Inc.",零售,52.64864673,0,103000000.0,46347000.0,132000000.0,95926000.0
GOVNI,Government Properties Income Trust,,,0,0,0,0,0
PPBI,太平洋第一合众银行,银行,26.40410838,0,60100000.0,40103000.0,25515000.0,16616000.0
ODP,欧迪办公,,3.3402061,0,181000000.0,529000000.0,8000000.0,-352000000.0
NSM,"Nationstar Mortgage Holdings, Inc.",多元化金融服务,96.15789835,0,31000000.0,16000000.0,43000000.0,221000000.0
ENTA,"Enanta Pharmaceuticals, Inc.",生物技术和制药,-185.16000366,0,17710000.0,21666000.0,78992000.0,34438000.0
JPS,Nuveen Preferred Securities Income Fund,股权,15.42105276,0,299000000.0,117000000.0,64516400.0,140000000.0
FOE,费罗,化学制品,-85.16000366,0,57768000.0,-19887000.0,63104000.0,86231000.0
GMLPP,Golar LNG Partners LP,,,0,0,0,0,0
SWFT,美国转运交通公司,运输,26.80909012,0,0,0,0,0
EVTC,"EVERTEC, Inc.",,24.25742597,0,55419000.0,75126000.0,85377000.0,66157000.0
EVT,Eaton Vance Tax-Advantaged Dividend Income Fund,股权,11.48356703,0,171000000.0,155000000.0,-20400600.0,348000000.0
BCC,Boise Cascade Co.,,46.73469219,0,82957000.0,38254000.0,52182000.0,80009000.0
KALU,凯撒铝业,,20.98624686,0,45400000.0,91700000.0,-237000000.0,71800000.0
SRG,Seritage Growth Properties,,-30.4207316,0,-121000000.0,-91009000.0,-77606000.0,-7948000.0
WMS,"Advanced Drainage Systems, Inc.",休闲,51.229507,64792000.0,35908000.0,30567000.0,-3696000.0,7974000.0
SSTK,"Shutterstock, Inc.",互联网,55.89010895,0,16727000.0,32628000.0,19552000.0,22089000.0
TELL,"Tellurian, Inc.",,-5.63358812,0,-231000000.0,-97293000.0,105000.0,631000.0
NBTB,"NBT Bancorp, Inc.",银行,22.57777804,0,82151000.0,78409000.0,76425000.0,75074000.0
CVGW,卡拉沃养殖,,47.78436112,0,37324000.0,38459000.0,27199000.0,-215000.0
MDC,"M.D.C. Holdings, Inc.",,15.68999958,0,142000000.0,103000000.0,65791000.0,63143000.0
BDJ,BlackRock Enhanced Equity Dividend Trust,股权,8.74074,0,244000000.0,204000000.0,2341200.0,163000000.0
ARCH,"Arch Coal, Inc.",,1.57323056,0,238000000.0,1276000000.0,-2913000000.0,-558000000.0
ATU,实用动力集团,汽车制造,35.54878033,0,-66213000.0,-105000000.0,19872000.0,164000000.0
HUD,Hudson Ltd.,,,0,-10600000.0,49800000.0,18300000.0,29600000.0
RZA,"Reinsurance Group of America, Inc.",,2.53753469,0,1822000000.0,701000000.0,501999999.99999994,684000000.0
ARNA,阿里那制药公司,生物技术,-397.11111398,0,-92732000.0,-22896000.0,-108000000.0,-60508000.0
SBH,莎莉美容控股公司,,9.13043458,0,215000000.0,223000000.0,235000000.0,246000000.0
EURN,Euronav NV,,6.20155057,0,0,204000000.0,350000000.0,-45797000.0
PRGS,Progress Software Corp.,软件,-31.68852372,0,37417000.0,-55726000.0,-8801000.0,49458000.0
ESE,ESCO科技,电子,36.8749985,0,53703000.0,45882000.0,42512000.0,410000.0
UNFI,"United Natural Foods, Inc.",,13.7707512,0,130000000.0,126000000.0,139000000.0,125000000.0
KLIC,库力索法半导体,半导体,29.0337085,0,126000000.0,48455000.0,51912000.0,62988000.0
HTZ,赫兹,商业服务,-3.57094012,0,327000000.0,-491000000.0,273000000.0,-82000000.0
HUBG,枢纽,运输,23.18181768,0,135000000.0,74805000.0,70949000.0,51558000.0
MRC,"MRC Global, Inc.",,-17.61818067,0,50000000.0,-83000000.0,-331000000.0,144000000.0
INT,全球燃料服务,零售,14.25414368,0,-170000000.0,126000000.0,171000000.0,221000000.0
APAM,"Artisan Partners Asset Management, Inc.",,20.63694296,0,151000000.0,173000000.0,212000000.0,243000000.00000003
GTT,"GTT Communications, Inc.",,278.21428998,0,-71500000.0,5300000.0,19300000.0,-22979000.0
BSFT,"BroadSoft, Inc.",软件,1830.00009177,0,0,816000.0,179000.0,296000.0
ZGNX,"Zogenix, Inc.",制药,-17.29537347,0,-127000000.0,-69707000.0,26144000.0,8587000.0
THRM,"Gentherm, Inc.",汽车制造,22.82296781,0,35227000.0,76598000.0,95393000.0,70119000.0
ADC,美国同意房地产公司,,28.37055765,0,58790000.0,45797000.0,39762000.0,18913000.0
HF,HF抵押,,22.27135652,0,94960000.0,77195000.0,83963000.0,61286000.0
ALEX,亚历山大与鲍德温公司,,-133.38888486,0,231000000.0,-8400000.0,31100000.0,64500000.0
AFIN,AMERICAN FIN TR IN,,,0,-46577000.0,-54255000.0,-21117000.0,-1997000.0
FIG,Fortress投资,,20.65789475,0,0,0,0,0
STAA,STAAR Surgical Co.,医疗保健产品,-136.83332535,0,-2139000.0,-6533000.0,-8392000.0,398000.0
FCF,第一联邦金融,银行,25.50746228,0,55165000.0,59590000.0,50143000.0,44453000.0
FCPT,"Four Corners Property Trust, Inc.",,10.34220516,0,71892000.0,157000000.0,5699000.0,32000.0
CLS,天弘科技,电子,12.894737,0,0,136000000.0,66900000.0,108000000.0
CATM,Cardtronics plc,商业服务,19.35937448,0,-145000000.0,87910000.0,65981000.0,35194000.0
AGI,"Alamos Gold, Inc.",,-62.57142994,0,0,-17900000.0,-509000000.0,-170000000.0
MTH,Meritage Homes Corp.,房屋建筑商,11.80281749,0,143000000.0,150000000.0,129000000.0,142000000.0
RUSHB,"Rush Enterprises, Inc.",零售,43.58000183,0,0,0,0,0
TALO,"Talos Energy, Inc.",,,0,-62868000.0,-208000000.0,-647000000.0,0
CIG,Companhia Energ茅tica de Minas Gerais SA,电力,8.4583334,0,1002000000.0,335000000.0,2469000000.0,3137000000.0
AHGP,阿莱恩斯控股,煤炭,9.12218707,0,302000000.0,337000000.0,304000000.0,493000000.0
PFS,"Provident Financial Services, Inc.",储蓄及贷款\r,18.42753652,0,93949000.0,87802000.0,83722000.0,73631000.0
CZZ,科桑,食品,22.38709679,0,1046000000.0000001,459000000.0,800000000.0,625000000.0
CCO,"Clear Channel Outdoor Holdings, Inc.",广告,11.9230776,0,-628000000.0,164000000.0,-71217000.0,17119000.0
OMAM,OM Asset Management Plc,,14.61904865,0,9100000.0,126000000.0,155000000.0,-43800000.0
PTLA,"Portola Pharmaceuticals, Inc.",,-5.37605019,0,-286000000.0,-268000000.00000003,-227000000.0,-137000000.0
GOV,GOV基金,房地产信托投资基金,20.95061637,0,12090000.0,57843000.0,-210000000.0,56534000.0
SPNC,The Spectranetics Corporation,医疗保健产品,-28.48148154,0,0,0,0,0
CBI,西比埃公司,工程建设,-5.37377038,0,-1425000000.0,-240000000.0,-430000000.0,636000000.0
RUBY,"Rubius Therapeutics, Inc.",,,0,-43847000.0,-11016000.0,0,0
TAC,TransAlta Corp.,电力,18.87096729,0,0,276000000.0,115999999.99999999,231999999.99999997
PRAA,"PRA Group, Inc.",多元化金融服务,20.24590075,0,169000000.0,90892000.0,168000000.0,177000000.0
PRK,Park National Corp.,银行,19.67799589,0,84242000.0,86135000.0,81012000.0,83957000.0
AMR,"Alta Mesa Resources, Inc.",,,0,1893400.0,-24000.0,0,0
WABC,Westamerica Bancorporation,银行,27.47598219,0,50025000.0,58853000.0,58753000.0,60646000.0
RZB,"Reinsurance Group of America, Inc.",,,0,1822000000.0,701000000.0,501999999.99999994,684000000.0
TUP,特百惠,,7.58730164,0,-265000000.0,224000000.00000003,186000000.0,214000000.0
LADR,Ladder Capital Corp.,,16.10377417,0,126000000.0,113999999.99999999,146000000.0,110000000.00000001
SOXX,iShares半导体板块指数ETF,股权,10.45491539,350000000.0,229000000.0,23731600.0,45388800.0,72415600.0
MATW,马修国际加工,商业服务,23.83027485,0,73933000.0,66161000.0,63288000.0,43271000.0
BNCN,BNC银行,银行,25.28777114,0,0,0,0,0
USAC,USA Compression Partners LP,机械-多元,82.28572012,0,11440000.0,12935000.0,-154000000.0,24946000.0
WD,"Walker & Dunlop, Inc.",银行,14.96712319,0,212000000.0,113999999.99999999,82595000.0,51422000.0
WDR,Waddell & Reed Financial Inc,多元化金融服务,11.60112357,0,144000000.0,158000000.0,238000000.0,313000000.0
RUSHA,"Rush Enterprises, Inc.",,42.45999908,0,0,0,0,0
FBT,First Trust NYSE Arca Biotechnology Index Fund,股权,,0,299000000.0,-831000000.0,182000000.0,526999999.99999994
BEL,Belmond Ltd.,,45.85714146,0,-44948000.0,36433000.0,15854000.0,-1735000.0
RDC,罗文公司,油气,5.09019599,0,72700000.0,321000000.0,93300000.0,-114999999.99999999
FOCS,"Focus Financial Partners, Inc.",,,0,-48359000.0,15722000.0,9321000.0,0
CBF,Capital Bank Financial Corp,银行,32.61718823,0,0,0,0,0
FANH,"Fanhua, Inc.",,66.47368565,0,451999999.99999994,168000000.0,215000000.0,166000000.0
CVIA,Covia Holdings Corp.,,,0,154000000.0,3665000.0,-72358000.0,0
ADX,亚当斯快递,股权,13.68644096,0,374000000.0,118000000.0,11592800.0,189000000.0
BCOR,"Blucora, Inc.",互联网,-22.00636821,0,29376000.0,-64500000.0,-40074000.0,-35547000.0
AYR,爱卡索有限公司,,10.91145897,0,148000000.0,151000000.0,122000000.0,101000000.0
BOFIL,"BofI Holding, Inc.",,,0,0,0,0,0
GAB,加贝利资产信托有限,股权,8.66666667,0,323000000.0,181000000.0,-84718200.0,82058100.0
COKE,可口可乐装瓶,饮料,32.6138047,0,56663000.0,65044000.0,0,36082000.0
BOKFL,BOK Financial Corp.,,,0,0,0,0,0
HTLD,哈特兰快递,运输,29.17647051,0,75173000.0,56386000.0,73056000.0,84834000.0
ACAD,阿卡迪亚,生物技术和制药,-5.56837616,0,-289000000.0,-271000000.0,-164000000.0,-92475000.0
SPSC,"SPS Commerce, Inc.",软件,286.81817504,0,-2440000.0,5710000.0,4639000.0,2704000.0
INSM,"Insmed, Inc.",生物技术和制药,-7.36491245,0,-193000000.0,-176000000.0,-118000000.0,-79159000.0
ALLK,Allakos Inc.,,,0,-23552000.0,-17100000.0,0,0
SCS,"Steelcase, Inc.",,13.44660269,80700000.0,125000000.0,170000000.0,86100000.0,87700000.0
FN,Fabrinet,,18.42194175,0,97115000.0,61897000.0,43642000.0,91731000.0
IGM,iShares North American Tech ETF,股权,17.71478975,325000000.0,218000000.00000003,31062399.999999996,95831600.0,142000000.0
SBLKZ,Star Bulk Carriers Corp.,,,0,0,0,0,0
EVBG,"Everbridge, Inc.",,-80.67647064,0,-19634000.0,-11286000.0,-10824000.0,-623000.0
LC,LendingClub Corp.,,-9.97368424,0,-154000000.0,-146000000.0,-4995000.0,-32894000.0
NGL,NGL Energy Partners LP,,-12.17592509,-69605000.0,144000000.0,-187000000.0,50193000.0,48758000.0
