code,name,category,pe,2014-12-31,2015-12-31,2016-12-31,2017-12-31
ENV,"Envestnet, Inc.",软件,-46.1923088,0.0692,0.0101,-0.1345,-0.0075
SEM,Select Medical Holdings Corp.,健康护理服务,23.16091897,0.1628,0.1186,0.0941,0.1405
ZUO,"Zuora, Inc.",,,0.0,0.0,-0.5486,-0.7111
SPYG,SPDR Portfolio S&P 500 Growth ETF,股权,3.65510411,0.1734,0.0816,0.0403,0.1536
SJI,"South Jersey Industries, Inc.",,21.6730786,0.1041,0.1012,0.0923,-0.0029
HYH,"Halyard Health, Inc.",,67.35293929,0.0182,-0.4038,0.0361,0.0653
AVNS,AVANOS MEDICAL INC,,,0.0182,-0.4038,0.0361,0.0653
DDS,狄乐百货,零售,16.31643108,0.1627,0.1644,0.1499,0.0984
CLNC,"Colony Credit Real Estate, Inc.",,,0.0,0.0,0.0,0.0268
XHR,"Xenia Hotels & Resorts, Inc.",,30.34177046,0.0723,0.0509,0.0525,0.0614
ORA,奥玛特科技,,28.34224592,0.0699,0.1144,0.0821,0.1129
NGHCN,National General Holdings Corp.,,18.35036445,0.0,0.0,0.0,0.0
NGHCP,National General Holdings Corp.,,18.33576697,0.0,0.0,0.0,0.0
AMFW,AMEC Foster Wheeler PLC,,-2.93305436,0.0,0.0,0.0,0.0
TWO,Two Harbors Investment Corp.,,15.09901004,0.0411,0.1375,0.1038,0.0977
UBSH,Union Bankshares Corp.,银行,22.92090403,0.0534,0.0674,0.0774,0.0697
NGHCO,National General Holdings Corp.,,18.29197035,0.0,0.0,0.0,0.0
NYMTN,"New York Mortgage Trust, Inc.",,,0.0,0.0,0.0,0.0
FOLD,爱美医疗,生物技术和制药,-9.52348959,-0.565,-0.3793,-0.5556,-0.8045
MOG.B,"Moog, Inc.",,28.62307727,0.1173,0.1327,0.1247,0.1153
NAD,NAD股息市政基金,股权,-188.28571784,0.136,0.0437,-0.0047,0.0284
CBPO,泰邦生物,生物技术和制药,26.74331454,0.3495,0.2441,0.2476,0.1238
BBU,Brookfield Business Partners LP,,-125.53124708,0.0679,0.0872,-0.05,0.0355
PEB,Pebblebrook Hotel Trust,,60.25000349,0.0413,0.0,0.046,0.0665
ICF,不动产指数ETF-iShares,股权,28.8535216,-0.0201,0.1173,0.0783,0.0346
QDEL,Quidel Corp.,,-168.73810705,-0.0289,-0.0278,-0.0687,-0.036
WALA,Western Alliance Bancorporation,,,0.1479,0.1219,0.1374,0.1457
OMAA,BrightSphere Investment Group Plc,,,-0.0171,0.9337,0.7368,0.0532
MOG.A,"Moog, Inc.",,28.46153951,0.1173,0.1327,0.1247,0.1153
JJSF,JJSF食品,,34.65931527,0.1276,0.117,0.1191,0.1161
SE,光谱能源,管道,14.51000023,4.8435,-1.2708,-2.8329,-1.1811
HRTX,"Heron Therapeutics, Inc.",,-12.75261322,-1.211,-0.827,8.1408,-1.5038
SODA,SodaStream International Ltd.,家庭产品\/用品\r,56.21256249,0.0371,0.0362,0.1158,0.1485
SBGI,"Sinclair Broadcast Group, Inc.",媒体,9.90384652,0.5309,0.352,0.4498,0.3872
ARLP,Alliance Resource Partners LP,煤炭,5.89970483,0.4897,0.3094,0.3111,0.2641
CVBF,CVB金融,银行,25.29787314,0.1185,0.1074,0.1019,0.0973
BOFI,BofI控股,储蓄及贷款\r,21.46153715,0.1508,0.1548,0.174,0.1619
CEQP,Crestwood Equity Partners LP,,-10.25352169,-0.0019,-0.7818,-0.0756,-0.0766
MAXR,Maxar Technologies Ltd.,,,0.0586,0.1291,0.1208,0.0
UE,Urban Edge Properties,,25.10988981,0.254,0.0878,0.1948,0.0736
WERN,沃纳企业公司,运输,33.25687972,0.1183,0.1325,0.0795,0.1713
I,Intelsat SA,,2.60167475,-0.319,0.8483,-0.2753,0.0462
AYX,"Alteryx, Inc.",,-45.12631523,-2.0437,-0.5386,-1.1245,-0.1136
VLP,Valero Energy Partners LP,,13.73260125,0.0614,0.335,3.6543,1.1553
BBBY,3B家居,零售,3.9341827,0.2593,0.3489,0.3285,0.2519
RWR,SPDR Dow Jones REIT ETF,股权,21.21999953,0.1124,0.043,0.1779,-0.0411
IAG,IAMGOLD Corp.,采矿,46.33333389,-0.0747,-0.3891,0.0272,0.0
EWH,香港ETF-iShares MSCI,股权,-64.75675345,0.1102,-0.1341,0.0939,0.158
AYA,AMAYA INC,,25.28571581,0.0,0.0,0.0,0.0
OII,国际海洋工程,油气服务,105.12000275,0.2583,0.1463,0.0162,0.0997
QTWO,"Q2 Holdings, Inc.",软件,-66.30434662,-0.2487,-0.2124,-0.3635,-0.2445
PDM,"Piedmont Office Realty Trust, Inc.",,27.21621504,0.0182,0.0617,0.0475,0.0675
GLNG,Golar海运,运输,-12.05633752,-0.0203,-0.0793,-0.0843,-0.0807
MTX,"Minerals Technologies, Inc.",化学制品,19.27440733,0.1074,0.1194,0.1329,0.1556
BSA,Brightsphere Investment Group Plc,,,-0.0171,0.9337,0.7368,0.0532
HAWK,"Blackhawk Network Holdings, Inc.",,564.37503169,0.0,0.1577,0.0624,-0.2313
KRO,康诺斯全球,化学制品,59.97297364,0.127,-0.3766,0.1096,0.4695
MED,快验保,,143.08053764,0.1638,0.2264,0.1858,0.2543
AERI,"Aerie Pharmaceuticals, Inc.",生物技术和制药,-19.14705784,-1.7165,-3.9607,-0.9434,-1.0662
EXPO,毅博科技咨询,,28.2285723,0.1644,0.1668,0.1658,0.1429
WNS,WNS (Holdings) Ltd.,,46.16363425,0.1281,0.1507,0.1468,0.091
DDR,DDR Corp.,,138.99999411,0.03,-0.0203,0.0189,-0.0839
NEP,NextEra Energy Partners LP,,25.19786033,0.0594,0.0566,0.1481,0.0494
EPP,亚太地区（除日本）ETF-iShares MSCI,股权,-31.54794532,0.1478,-0.3367,0.095,0.1385
DO,钻石海上钻探公司,,-6.83455881,0.0869,-0.0666,-0.0995,0.0049
CPS,"Cooper-Standard Holdings, Inc.",汽车制造,19.23180532,0.0822,0.1821,0.1939,0.1626
EBIX,亚太交换中心,软件,28.25175036,0.1471,0.1945,0.2148,0.1929
TEO,阿根廷电信,电信,15.19548754,0.2525,0.1951,0.2015,0.4808
PAY,惠尔丰控股,计算机硬件,-50.91111212,-0.034,0.086,-0.0114,-0.2238
LQ,"La Quinta Holdings, Inc.",,-2162.00013225,-0.4121,0.0358,-0.0017,0.0
LCII,"LCI Industries, Inc.",,19.32692379,0.1576,0.1694,0.2364,0.2037
CRUS,凌云半导体,半导体,11.41873263,0.1695,0.0729,0.1444,0.2266
LMHA,"Legg Mason, Inc.",,,0.0591,0.0536,-0.0075,0.0612
ESL,埃斯特林科技,航空航天\/国防,22.5857518,0.0431,0.0413,0.0616,0.0616
PAAS,泛美白银,,24.84848328,-0.3471,-0.1786,0.0729,0.0
PSMT,普尔斯玛特,,27.93220346,0.1695,0.1572,0.1391,0.128
EE,阿尔帕索电力,,25.81589877,0.0929,0.0805,0.0901,0.086
GWB,"Great Western Bancorp, Inc. (South Dakota)",,19.17117154,0.0739,0.0747,0.0728,0.0826
PSEC,普罗斯佩克特资本,投资公司\r,6.97979776,0.0882,0.0934,0.03,0.0754
LPNT,"LifePoint Health, Inc.",卫生保健设施,22.925533,0.0595,0.08,0.0564,0.0469
AMN,"AMN Healthcare Services, Inc.",,24.32557996,0.1292,0.2353,0.2361,0.2362
DSGX,"The Descartes Systems Group, Inc.",软件,104.99999673,0.0384,0.0386,0.0511,0.0553
ORIG,"Ocean Rig UDW, Inc.",油气,11.75000044,0.0821,0.0244,-301.5814,-0.0025
VGR,Vector Group Ltd.,农业,33.67272738,-2.375,-0.5449,-0.3054,-0.2733
CMC,美国工商五金公司,钢铁,45.23404315,0.0838,0.0575,0.0401,0.0331
PTLA,"Portola Pharmaceuticals, Inc.",,-7.93277238,-0.3937,-0.5279,-1.3886,-0.8195
NS,纽星能源,,20.78125076,0.1224,0.1907,0.0931,0.0597
AQUA,Evoqua Water Technologies Corp.,,,0.0,-0.4945,0.0639,0.0295
WBMD,WebMD Health Corp,互联网,33.74619411,0.0,0.0,0.0,0.0
MDRX,麦赛斯医药,软件,-98.92857373,-0.0518,-0.0014,0.0018,-0.0967
ICPT,"Intercept Pharmaceuticals, Inc.",生物技术和制药,-5.81003605,-1.2251,-0.3754,-1.3111,-21.97
HALO,奥洛兹美医疗,生物技术和制药,-21.13580344,-1.6535,-0.7496,3.1711,0.3027
AVLR,"Avalara, Inc.",,,0.0,-3.8165,-2.0853,2.8285
MANT,美泰科技,软件,42.14285684,0.0409,0.0432,0.0454,0.0849
DSXN,"Diana Shipping, Inc.",,,-0.008,-0.0531,-0.1552,-0.8192
FIBK,"First Interstate BancSystem, Inc. (Montana)",银行,20.25821559,0.0929,0.0914,0.0973,0.0749
UCBI,"United Community Banks, Inc.",银行,22.02857191,0.0914,0.0703,0.0939,0.052
BWLD,"Buffalo Wild Wings, Inc.",零售,30.65429696,0.1639,0.1446,0.1819,0.0
DORM,"Dorman Products, Inc.",汽车制造,23.87622301,0.1948,0.1782,0.1761,0.1685
QD,趣店集团,,,1.4285,0.3693,0.2295,0.2268
MC,Moelis & Co.,,31.73796702,0.1871,0.4669,0.5657,0.3692
CSFL,CenterState Bank Corp.,银行,32.82954494,0.0287,0.0801,0.0767,0.0617
IIVI,II￢I Incorporated,电子,35.6880737,0.057,0.0905,0.0837,0.1057
INDB,美国独立银行,银行,30.37930882,0.0934,0.0843,0.0886,0.0924
AXE,艾利斯特国际,,19.97214447,0.1947,0.1721,0.1086,0.0747
JACK,"Jack in the Box, Inc.",,22.31675432,0.3448,6.8326,-0.5714,-0.3479
WRE,Washington Real Estate Investment Trust,房地产信托投资基金,18.64242465,0.1363,0.1066,0.1131,0.0179
AJRD,"Aerojet Rocketdyne Holdings, Inc.",,126.70369528,0.2857,0.111,0.5217,-0.0902
MDP,梅瑞狄斯,媒体,25.28301951,0.1278,0.1439,0.0382,0.1898
HMSY,HMS控股,商业服务,67.20930032,0.0262,0.0467,0.0676,0.0661
BTG,B2Gold Corp.,,61.25000256,-0.4367,-0.1104,0.0265,0.0
FCB,"FCB Financial Holdings, Inc.",,22.27272815,0.0263,0.0609,0.1017,0.106
NBR,纳伯斯实业,,-1.83835613,-0.136,0.0,0.0,-0.1721
CALD,卡利都斯软件,软件,-112.50000251,-0.1977,-0.1019,-0.08,-0.0827
NNI,"Nelnet, Inc.",,9.7425252,0.179,0.1416,0.1246,0.0748
MAIN,Main Street Capital Corp.,投资公司\r,15.13857566,0.1074,0.0971,0.1157,0.1239
QEP,QEP资源,油气,-1.7882563,0.1924,-0.0377,-0.3554,0.0708
KATE,KATE SPADE &amp; CO,,15.53781419,0.0,0.0,0.0,0.0
AEIS,先进能源工业公司,,19.02201271,0.0989,-0.5985,0.324,0.2649
GTLS,查特工业,机械-多元,83.9890089,0.0937,-0.3018,0.0353,0.0366
PQG,"PQ Group Holdings, Inc.",,,0.0,0.0486,-0.077,0.0359
DRH,DiamondRock Hospitality Co.,,20.70175498,0.0891,0.0469,0.0626,0.0501
TRMK,Trustmark Corp.,银行,21.78124872,0.0873,0.0788,0.0711,0.0674
SAFM,"Sanderson Farms, Inc.",,11.54433248,0.2773,0.2097,0.1588,0.1954
TGNA,"TEGNA, Inc.",,5.47236196,0.3219,0.1854,0.1681,0.2754
SUM,"Summit Materials, Inc.",,39.69811708,-0.0196,0.0,0.0019,0.0991
CCOI,"Cogent Communications Holdings, Inc.",互联网,152.95453475,0.0095,-0.399,-0.2803,-0.057
ROG,罗杰斯,,48.1283005,0.091,0.0792,0.0759,0.1049
VICR,Vicor Corp.,计算机硬件,-366.87501297,-0.1074,0.0379,-0.0478,0.0019
ITRI,伊管,,72.74390493,-0.0319,0.0241,0.0539,0.0748
BOXC,Trust Units Of Brookfield Canada Office Properties,房地产信托投资基金,32.41558403,0.0,0.0,0.0,0.0
ARI,阿波罗商业房地产金融公司,房地产信托投资基金,10.9653174,0.0,0.0,0.0,0.0924
AKRX,艾克隆公司,生物技术和制药,12.65306124,0.039,0.2428,0.2247,-0.0295
OMCL,"Omnicell, Inc.",软件,3000.00006706,0.0783,0.0765,0.0014,0.0399
SMAR,"Smartsheet, Inc.",,,0.0,0.0,-0.6853,-1.8994
TEN,天纳克,汽车部件与设备,7.02173926,0.466,0.5842,0.6424,0.3495
PDCO,帕特森公司,卫生保健设施,13.4835166,0.1365,0.1473,0.1297,0.1227
ABCB,ABC银行,银行,23.50961698,0.1058,0.0793,0.1116,0.0915
RRR,"Red Rock Resorts, Inc.",,32.48543691,0.1376,0.2491,0.2464,0.099
FOXF,Fox Factory Holding Corp.,,65.3723414,0.2146,0.1642,0.1928,0.1741
FRME,第一招商股份,银行,23.77272689,0.0828,0.0768,0.0899,0.0737
CMP,"Compass Minerals International, Inc.",采矿,14.29018737,0.3333,0.2484,0.2273,0.0614
CADE,Cadence Bancorporation,,,0.0442,0.0372,0.0609,0.0751
FII,联邦投资公司,,11.28571437,0.2447,0.2614,0.3541,0.3729
WSBC,"WesBanco, Inc.",银行,22.87962787,0.0888,0.072,0.0646,0.0677
LMHB,"Legg Mason, Inc.",,,0.0591,0.0536,-0.0075,0.0612
TOWN,TowneBank,银行,26.99152695,0.0727,0.0801,0.0664,0.0812
TVPT,Travelport Worldwide Ltd.,,141.07692943,-0.2701,-0.0626,-0.0448,-0.7292
BV,"Bazaarvoice, Inc.",互联网,-95.78260994,-0.3066,-0.1802,-0.137,-0.0857
MNRO,"Monro, Inc.",商业服务,35.55837667,0.1309,0.1304,0.1246,0.1059
IRBT,iRobot Corp.,,55.22972757,0.0969,0.0,0.1058,0.1084
GNW,通用金融公司,保险,-8.17857126,-0.0624,-0.0282,-0.0046,0.0605
SUN,Sunoco LP,,-6.39861739,0.0151,0.0173,-0.1849,0.0663
PLT,缤特力,计算机硬件,29.77922191,0.1602,0.1541,0.2192,0.2162
SKT,"Tanger Factory Outlet Centers, Inc.",,12.07960239,0.1491,0.3663,0.2894,0.1174
CAKE,起司工坊,,17.55830388,0.1813,0.1986,0.0,0.2305
VIAV,"Viavi Solutions, Inc.",,25.74359059,-0.015,-0.08,-0.144,0.2125
ITGR,Integer Holdings Corp.,,372.36842573,0.0669,0.0905,-0.0089,0.0747
AHL,阿斯彭保险控股有限公司,保险,14.54023076,0.1041,0.0944,0.0556,-0.0908
AFGE,"American Financial Group, Inc.",,3.50886761,0.0803,0.0776,0.1358,0.0
CVA,卡万塔控股,,-575.00001285,-0.0013,0.1082,-0.0085,0.1335
CENT,Central Garden & Pet Co.,,36.66101716,0.0202,0.0652,0.0821,0.1252
NOVT,"Novanta, Inc.",,103.17460396,-0.1149,0.1454,0.085,0.174
WDFC,WD-40 Co.,家庭产品\/用品\r,44.71074323,0.2589,0.2836,0.3759,0.3808
UFPI,"Universal Forest Products, Inc.",,7.37500031,0.0879,0.1111,0.1221,0.1273
QTS,"QTS Realty Trust, Inc.",,95.67390766,0.0503,0.0335,0.0259,0.0015
AMC,AMC院线公司,,15.17699088,0.0424,0.0676,0.0557,-0.2306
CNMD,CONMED Corp.,,154.00000917,0.0554,0.0521,0.0252,0.0879
BRKS,布鲁克自动化,半导体,-42.95946014,0.049,0.0225,-0.1254,0.103
AKR,阿卡迪亚房地产信托,房地产信托投资基金,29.25531922,0.1052,0.0986,0.062,0.029
MGEE,"MGE Energy, Inc.",,29.65596309,0.1219,0.1034,0.1044,0.1255
IYF,金融指数ETF-iShares Dow Jones,股权,9.17027616,0.1244,0.0777,-0.064,0.1802
HOPE,"Hope Bancorp, Inc.",,15.52727232,0.1004,0.0984,0.0615,0.0721
MRCY,"Mercury Systems, Inc.",计算机,86.81817994,-0.0349,0.0296,0.0417,0.0343
CRZO,卡里索油气,,-2.41792359,0.2049,-2.6014,-28.7748,0.1489
CVG,肯沃基,商业服务,17.44285749,0.0978,0.1324,0.1087,0.0878
AFGH,"American Financial Group, Inc.",,,0.0803,0.0776,0.1358,0.0894
PRA,ProAssurance Corp.,保险,14.71731542,0.0913,0.0592,0.0839,0.0671
KYN,KYN投资基金,股权,8.58666653,0.0,0.0,0.0,0.0
FELE,富兰克林电子,手工\/机器工具\r,29.03030437,0.0,0.1171,0.1302,0.1116
DSW,DSW鞋类专卖,,18.27631647,0.1512,0.1513,0.1503,0.1334
HTHT,华住酒店集团,住宿,20.06060543,0.0938,0.1276,0.147,0.1911
MLHR,赫尔曼米勒,,17.28110538,-0.0594,0.2175,0.25,0.2026
AFA,American Financial Group Inc Pfd,,3.45839027,0.0,0.0,0.0,0.0
RNST,Renasant Corp.,银行,20.70045926,0.0837,0.0656,0.0737,0.0609
KWR,奎克化学,化学制品,35.96328086,0.1597,0.1383,0.1526,0.0544
TLRY,"Tilray, Inc.",,,0.0,0.0,0.0,0.0
AVYA,Avaya Holdings Corp.,,,0.0,0.0481,0.1631,0.041
AWR,美洲国家水务公司,,37.07407481,0.1204,0.1298,0.1209,0.1309
STRP,"Straight Path Communications, Inc.",,-62.37074542,0.1239,-0.1207,-0.7597,2.6114
ABCO,咨询委员会公司,,24.13677144,0.0,0.0,0.0,0.0
MNTA,"Momenta Pharmaceuticals, Inc.",生物技术和制药,-91.7741953,-0.4786,-0.2252,-0.0565,-0.2356
UZC,United States Cellular Corp.,,,-0.0142,0.0691,0.0134,0.0041
UZB,United States Cellular Corp.,,45.96071564,-0.0142,0.0691,0.0134,0.0041
TMHC,Taylor Morrison Home Corp.,,11.56804649,0.1334,0.0948,0.0958,0.0754
ROIC,Retail Opportunity Investments Corp.,房地产信托投资基金,62.22580893,0.0219,0.0215,0.0277,0.0321
AF,道夫金融公司,银行,34.67741909,0.0,0.0,0.0,0.0
HWCPL,Hancock Whitney Corp.,,,0.0,0.0,0.0,0.0
BPMP,BP Midstream Partners LP,,,0.0,0.6295,0.6204,0.0514
SAIL,"SailPoint Technologies Holdings, Inc.",,,0.0,-0.0512,-0.0151,-0.0231
CALM,"Cal-Maine Foods, Inc.",食品,-42.88461549,0.1849,0.2298,0.3468,-0.0882
COT,考特,饮料,-25.49180299,0.0,0.0,0.0,0.0
HBHCL,Hancock Holding Co.,,,0.0,0.0,0.0,0.0
AMKR,艾马克技术公司,半导体,13.11594235,0.1176,0.0442,0.119,0.1567
MBFIO,"MB Financial, Inc.",,,0.0,0.0,0.0,0.0
CCT,"Corporate Capital Trust, Inc.",,,0.0393,-0.0147,0.0881,0.07
TCP,TC Pipelines LP,管道,9.42679124,0.1286,0.0504,0.2068,0.2463
TPH,"TRI Pointe Group, Inc.",,11.67768568,0.0572,0.1228,0.106,0.0974
AZUL,Azul SA,,,-0.1563,2.7423,-0.1257,0.1867
GIII,G-III Apparel Group Ltd.,,39.62727201,0.1464,0.1432,0.1284,0.0509
UZA,United States Cellular Corp.,,8.86232443,-0.0142,0.0691,0.0134,0.0041
DGI,DigitalGlobe Inc,,101.17647401,0.0,0.0,0.0,0.0
SPPI,"Spectrum Pharmaceuticals, Inc.",生物技术,-21.87233991,-0.1793,-0.2471,-0.2956,-0.26
CPE,卡隆石油,,-13.37974609,0.087,-0.6612,-0.053,0.0647
EPAY,"Bottomline Technologies, Inc.",软件,-67.56097806,-0.0494,-0.0994,-0.0666,-0.1265
OMAB,北方中心机场,,24.43842429,0.1679,0.2079,0.2807,0.2956
LXP,莱星顿置业信托,,23.891892,0.0646,0.0786,0.0683,0.0646
CBM,凯姆布雷克斯,生物技术和制药,25.70564496,0.2283,0.184,0.2017,0.1872
HSNI,"HSN, Inc.",零售,17.93333266,0.0,0.0,0.0,0.0
TRNO,Terreno Realty Corp.,,146.26923144,0.0143,0.0199,0.0186,0.0517
GVA,花岗岩建筑,工程建设,37.07042323,0.0439,0.0784,0.0717,0.0763
LAD,利西亚车行,零售,11.17098448,0.2065,0.221,0.2162,0.2262
HOME,"At Home Group, Inc.",银行,70.37499903,-0.0624,-0.0012,0.0097,0.0506
GLIBP,"GCI Liberty, Inc.",,,0.0,0.0,0.0,0.0
CENTA,Central Garden & Pet Co.,,34.1355937,0.0,0.0,0.0,0.0
LFIN,Longfin Corp.,,,0.0,0.0,0.0,-0.207
BPFHP,"Boston Private Financial Holdings, Inc.",,30.85185148,0.0,0.0,0.0,0.0
LTXB,"LegacyTexas Financial Group, Inc.",,20.7894749,0.0551,0.0882,0.1105,0.0932
NTCT,网侦系统,计算机,326.87500254,0.1201,0.1403,-0.0116,0.0137
IRDM,铱星通讯,电信,21.29213603,0.0609,0.0058,0.0826,0.1466
MBFIP,"MB Financial, Inc.",,11.73708857,0.0,0.0,0.0,0.0
DOCU,"DocuSign, Inc.",,,0.0,0.0,-0.459,-0.5779
WAGE,"WageWorks, Inc.",,97.87036366,0.0654,0.0681,0.0495,0.0
OEC,Orion Engineered Carbons SA,,44.06249934,-1.0122,0.8629,0.8439,0.8026
P,潘多拉媒体,互联网,-5.26845628,-0.0522,-0.2288,-0.6191,-0.8043
AIN,奥尔巴尼国际股份有限公司,,39.48170766,0.0812,0.1138,0.1034,0.0569
MGP,MGM Growth Properties LLC,,56.63461893,-0.0402,-0.0432,0.0063,0.0274
HA,夏威夷控股,,9.43807346,0.1878,0.4103,0.3456,0.3768
POWI,帕沃英蒂格盛,半导体,43.79629428,0.1382,0.0913,0.0972,0.0504
ARGO,Argo Group International Holdings Ltd.,,,0.1111,0.0977,0.082,0.0276
TROX,Tronox Ltd.,化学制品,-33.23529624,-0.2332,-0.2856,-0.052,-0.268
FFG,FBL金融,保险,19.55607309,0.0878,0.0996,0.0901,0.1397
HTGX,"Hercules Capital, Inc.",,35.35211428,0.108,0.0599,0.0872,0.0939
RGEN,Repligen Corp.,生物技术,139.91176234,0.0729,0.076,0.0691,0.0479
HLG,海亮教育集团,,99.79012542,0.2531,0.202,0.1078,0.1525
BGS,B&G食品,食品,18.00577993,0.0,0.1212,0.1509,0.2463
PLCE,"The Children\'s Place, Inc.",,23.1296295,0.0859,0.0966,0.1096,0.2056
NTGR,"NETGEAR, Inc.",电信,29.19999864,0.0122,0.0685,0.0952,0.0266
BANR,旗帜集团,银行,25.33730117,0.0927,0.0348,0.0654,0.0477
YEXT,"Yext, Inc.",,,0.0,-0.374,-1.044,6.0434
AY,Atlantica Yield Plc,,,-0.0006,-0.0978,0.0009,-0.0554
IBTX,"Independent Bank Group, Inc.",银行,23.54166679,0.0536,0.0619,0.0797,0.0573
NZF,Nuveen Enhanced Municipal Credit Opportunities Fund,股权,23.81967113,0.1513,0.0446,0.037,0.0369
HTLF,哈特兰金融,银行,18.61801249,0.0845,0.0906,0.1084,0.076
FIX,"Comfort Systems USA, Inc.",建筑材料,32.12209249,0.0891,0.1574,0.1721,0.1322
CZZ,科桑,食品,27.29032249,0.0463,0.0494,0.0287,0.0613
KBH,KB Home,房屋建筑商,20.73451363,0.5752,0.0501,0.0615,0.094
ELY,卡罗韦高尔夫,休闲,10.96969652,0.0548,0.0353,0.3136,0.0632
PVTD,PrivateBancorp Inc Pfd,,9.9610899,0.0,0.0,0.0,0.0
SHAK,"Shake Shack, Inc.",,106.30189282,0.1681,0.0199,0.1102,0.0397
ABM,反导工业公司,,-124.48000336,0.078,0.0758,0.0587,0.0028
ARES,Ares Management LP,,17.45833328,0.0808,0.0629,0.2084,0.1185
LPI,"Laredo Petroleum, Inc.",油气,-7.38793098,0.1702,-16.8702,-1.442,0.7167
SPTM,SPDR Portfolio Total Stock Market ETF,,,0.199,0.0943,0.0205,0.1587
CSQ,CSQ基金,股权,29.28889034,0.1258,0.0132,0.0404,0.2054
AGI,"Alamos Gold, Inc.",,-74.71428567,-0.1042,-0.2952,-0.0102,0.0
CCP,"Care Capital Properties, Inc.",,16.58219072,0.0,0.0,0.0,0.0
PAHC,Phibro Animal Health Corp.,生物技术和制药,33.82550416,-0.2064,2.0346,0.9143,0.4279
XNCR,"Xencor, Inc.",生物技术和制药,65.17857115,-0.277,-0.1086,0.0752,-0.1735
HCXZ,"Hercules Capital, Inc.",,,0.108,0.0599,0.0872,0.0939
SEMG,SemGroup Corp.,管道,641.2500048,0.0427,0.0358,0.0092,-0.0103
BANF,BancFirst银行,银行,13.94144161,0.1049,0.1009,0.0994,0.1114
MNK,Mallinckrodt Plc,生物技术和制药,9.36821736,-0.0643,0.0612,0.1222,0.3272
GLOB,Globant SA,,54.50961606,0.1989,0.1976,0.1716,0.1158
HSC,哈斯科材料,多元化制造商,-23.45794313,-0.0502,0.0204,-0.5779,0.0551
NSS,NuStar Logistics LP,,-514.3999786,0.0839,0.1455,-0.0069,-0.0051
BLDR,"Builders FirstSource, Inc.",建筑材料,13.88976351,0.4515,-0.1532,0.4645,0.1031
CARS,"Cars.com, Inc.",,,0.2534,0.0685,0.0728,0.1334
ALGT,忠诚旅游公司,,9.47009827,0.2935,0.6286,0.4641,0.3558
GCP,"GCP Applied Technologies, Inc.",,27.49999977,0.2224,0.0859,-0.5309,1.126
FNSR,菲尼萨网络通信,计算机硬件,14.89830568,0.1102,0.0108,0.0301,0.1593
INSM,"Insmed, Inc.",生物技术和制药,-9.17543877,-0.4256,-0.3782,-1.1429,-0.5346
TSEM,Tower Semiconductor Ltd.,半导体,9.74162749,-0.007,-0.0755,0.306,0.2932
SANM,新美亚电子,计算机硬件,11.11742395,0.158,0.248,0.1168,0.0843
CLDR,"Cloudera, Inc.",,,0.0,0.0,-0.6465,-1.0747
FG,FGL Holdings,,,0.0,0.0,-0.0673,-0.627
AAON,艾伦建材,建筑材料,38.29999924,0.2538,0.2555,0.2591,0.2299
MORE,"Monogram Residential Trust, Inc. Common",,199.83333399,0.0,0.0,0.0,0.0
FSIC,FS Investment Corp.,,6.73553666,0.0824,0.0174,0.128,0.0796
SCL,Stepan Co.,化学制品,23.8203748,0.1063,0.1363,0.1355,0.1235
YRIV,Yangtze River Port & Logistics Ltd.,,,-0.1898,-0.0285,-0.0663,-0.0616
EXLS,伊克赛尔服务控股,商业服务,32.50279416,0.0774,0.1107,0.116,0.0815
AGII,阿尔戈国际控股集团有限公司,保险,12.38947336,0.1111,0.0977,0.082,0.0276
CLVS,"Clovis Oncology, Inc.",制药,-4.15435519,-0.4819,-1.1728,96.0374,-0.9402
UTF,"Cohen & Steers Infrastructure Fund, Inc.",股权,12.82320432,0.1489,-0.0897,0.0826,0.2075
GPOR,格尔夫波特能源,油气,-1.43161859,0.1076,-0.6008,-0.4487,0.1402
OIS,"Oil States International, Inc.",,-35.43010807,0.1335,0.0228,-0.0385,-0.0749
HTH,希尔托普控股,保险,14.10810736,0.0773,0.1226,0.0789,0.0695
GDV,GDV股息收入基金,股权,9.23166048,0.0672,-0.0411,0.0967,0.1381
ZGNX,"Zogenix, Inc.",制药,-20.05338065,0.1553,0.1429,-0.5761,-0.4205
XLRN,"Acceleron Pharma, Inc.",生物技术和制药,-28.32236827,-0.3286,-0.5862,-0.2523,-0.2959
PINC,"Premier, Inc. (North Carolina)",,18.28985596,-0.1348,-0.0754,-0.1205,-0.2702
WSTC,West Corporation,,10.2620089,0.0,0.0,0.0,0.0
RAD,来德爱,零售,23.00000093,-0.1178,36.9637,0.284,0.0066
MWA,"Mueller Water Products, Inc.",金属构造\/部件,31.8205136,0.1577,0.084,0.1521,0.2515
FBC,弗拉格斯塔万通金控,,12.78571324,-0.0503,0.1033,0.128,0.045
NUV,纽文市政价值基金,股权,16.03389908,0.102,0.0385,0.0563,0.0285
PLXS,普雷克萨斯,,22.88636203,0.1117,0.112,0.0833,0.1092
IYH,iShares U.S. Healthcare ETF,股权,8.95467328,0.1331,0.2153,-0.0439,0.0911
SLCA,"U.S. Silica Holdings, Inc.",,-39.936508,0.302,0.0309,-0.0323,0.1038
QCP,"Quality Care Properties, Inc.",,23.83908007,0.0518,0.0222,0.0267,-0.1703
FLOW,弗洛国际,机械-多元,-4.95774654,0.0701,0.0688,-0.5135,0.0492
