code,name,open,latestPrice,pe,pb,eps
ALT,"Altimmune, Inc.",4.67,7.24,0.0,0.347582,-3.670167
GTXI,GTx,2.46,1.91,0.0,1.152829,-2.002764
RLM,Realm Therapeutics plc,2.95,2.79,0.0,0.0,0.0
AMMA,Alliance Mma Inc.,0.2992,0.376,0.0,-3.033943,-1.481209
VTVT,vTv Therapeutics Inc.,3.94,3.35,0.0,-0.737988,-1.431307
SGH,Smart Global Holdings Inc.,32.37,34.15,9.974793,4.071018,3.42363
INPX,Inpixon,0.3344,0.3736,0.015447,6.278165,24.186378
LYL,龙运国际,2.18,2.5582,142.677084,2.63886,0.01793
TROV,TrovaGene,0.82,0.9799,0.0,0.991768,-3.548187
CMCT,CIM Commerical Trust Corporation,14.69,16.97,8.958875,1.921845,1.894211
DNJR,点牛金融,7.8,8.75,10.564073,9.065835,0.828279
MHLD,Maiden Holdings,2.88,3.29,0.0,0.426913,-2.208473
YI,111集团,10.69,12.12,0.0,0.0,0.0
YMAB,"Y-mAbs Therapeutics, Inc.",23.85,26.26,0.0,0.0,0.0
CHEF,The Chefs’ Warehouse,37.13,38.31,52.237728,4.483508,0.733378
AUTL,Autolus Therapeutics PLC,26.295,27.5,0.0,8.392114,-2.367136
ICLK,爱点击,3.61,4.0,0.0,1.641138,-0.286813
BLPH,"Bellerophon Therapeutics, Inc.",1.11,1.2,0.0,-8.92069,-0.819456
CELGZ,Celgene Corporation,1.35,1.49,0.776042,0.0,1.92
FLGT,Fulgent Genetics Inc.,3.75,4.09,0.0,1.402176,-0.318669
EDGE,Edge Therapeutics,0.99,1.09,0.0,1.024138,-1.887552
WWR,Westwater Resources Inc,0.209,0.22,0.0,0.410626,-1.392746
EIDX,Eidos Therapeutics Inc.,9.31,10.2,0.0,2.158846,-7.37425
SGLB,"Sigma Labs, Inc",1.16,1.281,0.0,2.559859,-1.051323
ANY,Sphere 3D Corp,0.3071,0.3609,0.0,1.075731,-2.26892
QTT,趣头条,6.75,7.3,0.0,0.0,0.0
AMRS,阿米瑞斯,7.77,8.41,0.0,-2.113058,-2.294111
FRGI,Fiesta Restaurant Group,27.04,28.05,0.0,3.066934,-0.205137
MTFB,Motif Bio plc,9.01,9.01,0.0,15.980321,-4.6
CYCCP,Cyclacel Pharmaceuticals,6.5,6.5,0.0,0.187135,-4.18
ASNS,Arsanis Inc.,1.7,1.84,0.514634,0.697499,3.575357
DELT,DELTA 科技控股有限公司,0.91,0.8957,0.0,0.270734,-3.624141
FLL,Full House Resorts Inc,2.67,2.96,0.0,1.352457,-0.335975
MSON,Misonix Inc,18.41,19.58,0.0,7.576528,-0.844963
CLUB,Town Sports International Holdin,8.4,9.05,25.391391,-3.392427,0.35642
DFBG,Differential Brands Group Inc.,4.32,4.22,0.0,1.18108,-0.880684
SIR,Select Income REIT,18.7,20.03,22.829697,0.863534,0.877366
EPIX,ESSA Pharma Inc.,3.5,3.6,0.0,-24.508453,-0.24
VBIV,VBI Vaccines Inc.,2.26,2.41,0.0,1.295332,-0.893693
LCA,"Landcadia Holdings, Inc. Class A",11.8,12.59,0.0,19.175723,-0.063191
ATIS,Attis Industries Inc.,0.3139,0.3201,0.0,0.820858,-2.719374
EVLV,EVINE Live Inc.,1.13,1.22,30.904072,0.982974,0.039477
BOLD,Audentes Therapeutics Inc.,34.18,36.64,0.0,4.011379,-3.283689
IMI,Intermolecular,1.19,1.24,0.0,1.664014,-0.037097
EARS,Auris Medical Holding AG,0.42,0.47,0.0,-3.196852,-3.126533
DYNT,Dynatronics Corporation,2.85,2.99,0.0,2.506581,-0.528355
ATRC,AtriCure公司,31.55,33.02,0.0,7.312084,-0.617084
SUNW,"Sunworks, Inc.",0.44,0.459,0.0,0.997524,-0.382643
ANCX,艾克塞斯国家银行,27.73,28.63,21.865662,1.371069,1.309359
SFET,Safe-T Group Ltd.,10.107,10.35,0.0,6.861727,-12.6942
LIFE,Life Technologies Corporation,0.7503,0.8,0.0,0.526415,-1.500937
EMKR,埃姆科,5.03,4.87,0.0,1.201639,-0.340922
AWSM,Cool Holdings Inc,7.65,8.15,0.0,20.128417,-6.86546
TAYD,Taylor Devices,10.8,11.5,89.69449,1.186378,0.128213
JCS,通信系统,2.97,3.13,0.0,0.644679,-1.190677
AVRO,Avrobio Inc.,23.43,24.89,0.0,3.980918,-13.741637
OASM,Oasmia Pharmaceutical AB,3.5,3.65,0.0,2.938233,-0.46
VLRX,"Valeritas Holdings, Inc.",1.41,1.5,0.0,13.292513,-2.501041
SCKT,"Socket Mobile, Inc.",2.2,2.38,0.0,1.133247,-0.431614
RDNT,RadNet,14.59,15.47,0.0,8.555842,-0.127195
CALA,Calithera Biosciences,5.24,5.4,0.0,1.320503,-0.931329
BKYI,"SBIO-key International, Inc.",1.47,1.58,0.0,1.926265,-0.639867
AXDX,Accelerate Diagnostics,19.01,20.16,0.0,11.50033,-1.40733
TSRI,TSR软件,6.65,7.1,28.651676,1.693854,0.247804
AETI,美国电力技术,0.73934,0.78,0.0,1.387587,-0.431356
VBTX,"Veritex Holdings, Inc.",30.84,30.47,24.725439,1.449194,1.232334
VRNA,Verona Pharma plc,13.4,13.47,0.0,1.788464,-3.343136
VUZI,Vuzix,6.2,6.58,0.0,4.631994,-1.02523
ALLK,Allakos Inc.,31.77,33.35,0.0,-18.658605,-16.164455
PRNB,Principia Biopharma Inc.,25.1,26.37,0.0,0.0,0.0
ARCT,Arcturus Therapeutics Ltd.,7.45,7.9,0.0,4.769695,-4.200796
IMTE,Integrated Media Technology Limited,7.02,7.48,0.0,1.643654,-0.580581
GNBC,Green Bancorp,23.67,23.89,22.324015,1.858829,1.070148
TNDM,Neutral Tandem Inc.,34.94,36.85,0.0,81.090184,-4.029631
ATOS,Atossa Genetics Inc,1.57,1.66,0.0,1.095691,-1.45936
USAT,全美科技,6.84,7.09,0.0,3.772237,-0.227492
APEN,"Apollo Endosurgery, Inc.",6.78,7.09,0.0,2.797298,-1.602766
CBMG,Cellular Biomedicine Group Inc.,17.5,18.16,0.0,4.34264,-1.944346
TISA,Top Image Systems,0.95,0.95,0.0,1.222375,-0.365862
SBPH,"Spring Bank Pharmaceuticals, Inc.",12.53,13.12,0.0,6.926588,-1.518988
RTTR,"Ritter Pharmaceuticals, Inc.",2.04,2.12,0.0,1.099245,-3.222786
WHLM,Wilhelmina International Inc.,6.35,6.8201,46.141616,1.3383,0.147808
HTGM,"HTG Molecular Diagnostics, Inc.",3.96,4.16,0.0,4.344515,-0.823943
PTIE,Pain Therapeutics,1.43,1.32,0.0,2.644217,-1.449956
CJJD,九洲大药房,1.49,1.55,0.0,2.374714,-0.641892
HIIQ,Health Insurance Innovations In,54.21,56.93,47.739083,7.665441,1.192524
TVIX,二倍做多VIX波动率指数短期期权ETN,27.67,29.48,0.0,0.0,0.0
CEMI,Chembio Diagnostics,9.88,10.4,0.0,6.697974,-0.380863
AKTX,Akari Therapeutics PLC,2.18,2.29,0.0,4.050005,-2.355881
PLLL,Piedmont Lithium Limited,10.7,10.69,0.0,9.760604,-1.9141
UONEK,第一电台,2.04,2.09,0.0,-0.054642,-0.11
STRM,Streamline Health Solutions,1.14,1.17,0.0,2.307865,-0.101534
OPTT,Ocean Power Technologies,0.69,0.6968,0.0,1.821241,-0.623258
AKCA,Akcea Therapeutics Inc.,31.5,31.85,0.0,9.401145,-3.714636
CARV,卡弗储蓄,4.4,4.56,9.58539,3.074354,0.475724
ELTK,Eltek Ltd,3.4199,3.6,0.0,4.036919,-1.669521
IIN,IntriCon Corporation,50.98,53.16,88.135675,17.648508,0.603161
ESES,"Eco-Stim Energy Solutions, Inc.",0.2685,0.28,0.0,0.387596,-0.154187
ISCA,国际赛道,35.7,36.81,6.213303,1.001922,5.924385
ALQA,Alliqua BioMedical Inc,2.34,2.44,0.0,1.188701,-4.259868
BOJA,"Bojangles, Inc.",15.97,16.51,9.640009,2.107814,1.712654
PESI,佩尔马福克斯环境服务,4.3301,4.46,0.0,1.795956,-0.088985
MFIN,Medallion Financial Corp.,6.98,7.23,0.0,0.685706,-1.054635
KMDA,Kamada Ltd.,6.04,6.25,0.0,2.7213,-0.18
RXII,Rxi Pharmaceuticals Corp,0.5995,0.625,0.0,0.835942,-3.099079
BRQS,"Borqs Technologies, Inc.",4.5,4.5,0.0,2.64595,-1.050873
CERC,Cerecor Inc.,4.36,4.54,10.333094,9.609321,0.439365
MICT,Micronet Enertec Technologies I,1.09,1.15,0.0,20.308946,-0.407973
FMAO,"Farmers & Merchants Bancorp, Inc.",44.87,46.17,29.415156,3.108934,1.569599
UPLD,"Upland Software, Inc.",35.4,36.67,0.0,8.807703,-0.782157
GERN,杰龙,1.78,1.83,0.0,1.883968,-0.174465
KNDI,康迪车业,5.59,5.82,22.720263,1.22717,0.256159
HYGS,Hydrogenics Corporation,7.63,7.7,0.0,6.862748,-0.621915
AIMT,"Aimmune Therapeutics, Inc.",25.18,26.06,0.0,5.294374,-3.273426
CNTF,泰克飞石,2.05,2.1197,0.0,0.084786,-0.881482
SORL,瑞立集团,3.9546,4.05,2.951177,0.421457,1.372334
SQQQ,纳指三倍做空ETF,11.77,12.2,0.0,0.0,0.0
ANIX,ITUS Corp,5.2,5.16,0.0,15.249104,-0.547941
LPCN,Lipocine Inc,1.33,1.37,0.0,2.099035,-0.753278
CGIX,Cancer Genetics Inc.,0.887,0.9288,0.0,1.491374,-0.662352
PXLW,美国像素,4.5,4.48,0.0,3.85822,-0.361426
EVOP,Evo Payments Inc.,24.77,25.53,0.0,1.822935,-3.094263
IGLD,金线网络,2.56,2.56,0.0,5.417939,-4.296207
TREE,LendingTree,206.46,218.39,35.532396,8.070184,6.146222
CARB,Carbonite,35.21,35.2,938.466468,17.297853,0.037508
OVAS,OvaScience Inc.,0.8,0.8189,0.0,0.583701,-0.922741
OTIV,On Track Innovations Ltd,0.97,0.9847,0.0,3.465659,-0.010616
SLS,SELLAS Life Sciences Group Inc.,1.4,1.42,0.0,-11.193333,-5.243474
LENS,Presbia PLC,1.65,1.72,0.0,7.82767,-0.703777
LX,乐信,9.4,9.77,16.867657,4.204586,0.579215
ADXS,Advaxis Inc.,0.833,0.8514,0.0,1.775169,-1.598004
XERS,Xeris Pharmaceuticals Inc,18.44,19.0,0.0,3.617521,-16.767988
BELFA,Bel Fuse Inc,20.92,21.0,0.0,1.477423,-5.27
UMRX,Unum Therapeutics,9.32,9.6,0.0,3.739492,-2.31731
SEII,共享经济国际,2.9,3.0,0.0,0.340554,-9.880594
FTDR,Frontdoor Inc,43.38,45.16,0.0,0.0,0.0
WISA,"Summit Semiconductor, Inc.",4.44,4.251,0.0,-0.52583,-158.353943
CHMA,"Chiasma, Inc.",3.52,3.62,0.0,1.831508,-1.17592
XBIO,Xenetic Biosciences Inc,2.45,2.5436,0.0,1.871391,-0.183922
CNACU,Constellation Alpha Capital Corp.,10.65,10.65,0.0,0.0,0.0
ILPT,Industrial Logistics Properties Trust,21.58,22.24,15.345286,1.398067,1.449305
SNSS,Sunesis Pharmaceuticals,2.08,2.14,0.0,-7.036041,-0.978327
ATOM,Atomera Inc,5.95,6.13,0.0,6.466949,-0.978438
FNCB,"FNCB Bancorp, Inc.",10.14,10.14,300.23095,1.957501,0.033774
SECO,寺库,11.6,11.99,14.763864,2.861387,0.812118
LINC,林肯教育服务,2.12,2.17,0.0,1.516181,-0.187285
MAMS,MAM Software Group Inc.,7.6,7.9232,29.246829,7.381167,0.270908
TGEN,Tecogen Inc,3.07,3.15,0.0,2.394778,-0.01705
CLFD,克利尔菲尔德通讯,11.93,12.33,45.387114,2.513667,0.271663
GEMP,Gemphire Therapeutics Inc.,1.81,1.9,0.0,1.801188,-2.500978
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,14.43,14.63,0.0,0.0,0.0
LMFA,"LM Funding America, Inc",0.485,0.515,0.0,2.15474,-2.133415
HABT,"The Habit Restaurants, Inc.",15.18,15.4,0.0,2.583526,-0.150302
ADOM,Adomani Inc.,0.52,0.526,0.0,3.930411,-0.298701
MVIS,维视图像,1.28,1.32,0.0,10.578338,-0.358947
DHXM,DHX Media Ltd.,1.64,1.65,13.75,0.160146,0.12
ASNA,Ascena,4.18,4.32,0.0,1.039823,-0.202551
CRTO,Criteo SA,22.42,23.1,14.251694,1.636282,1.62086
ALIM,Alimera Sciences,0.9555,0.9797,0.0,-1.084728,-0.349548
VRML,Vermillion,0.66,0.68,0.0,4.241506,-0.200871
CNST,Constellation Pharmaceuticals Inc,6.74,6.9,0.0,-0.942858,-55.271347
RAVE,RAVE Restaurant Group,1.4,1.39,9.618911,3.320524,0.144507
GOV,GOV基金,9.83,10.09,43.238842,0.781134,0.233355
EHTH,易康,29.44,30.31,0.0,2.073918,-2.236974
BCML,Baycom,25.25,26.06,19.8245,1.462783,1.314535
BRY,Berry Petroleum Corp,17.81,18.24,0.0,0.0,0.0
IMXI,International Money Express Inc,12.18,12.44,108.359536,11.875039,0.114803
DXLG,Casual Male Retail Group,2.54,2.58,0.0,1.887318,-0.274194
ASTC,Astrotech Corporation,2.55,2.61,0.0,2.677586,-3.262989
TST,TheStreet,2.2,2.26,1.836377,1.773609,1.230684
KONA,科纳烧烤,2.1599,2.27,0.0,3.834009,-1.881146
JASN,Jason Industries Inc.,3.33,3.43,0.0,-2.749035,-0.185984
PBBI,"PB Bancorp, Inc.",11.35,11.5,26.87613,0.982479,0.427889
NTWK,奈特阳科技,7.42,7.67,19.940983,1.40509,0.384635
CRSP,CRISPR Therapeutics AG,37.5,38.56,0.0,7.499424,-2.042774
KOD,Kodiak Sciences Inc.,10.35,10.43,0.0,0.0,0.0
PXS,Pyxis Tankers Inc,0.93,0.9852,0.0,0.433002,-0.180085
TSRO,TESARO Inc,41.75,42.88,0.0,-109.269732,-9.830021
IONS,"Ionis Pharmaceuticals, Inc",47.34,48.73,0.0,9.607626,-0.402251
CATM,Cardtronics,31.7,32.46,0.0,3.767859,-3.476785
NLNK,NewLink Genetics Corporation,2.31,2.36,0.0,0.702909,-1.968893
ALKS,阿克姆斯公共有限责任公司,43.4,44.61,0.0,5.981986,-0.913292
SVMK,SVMK Inc.,13.42,13.83,0.0,0.0,0.0
XNET,迅雷,6.25,6.41,0.0,1.091148,-0.191451
BKEPP,Blueknight Energy Partners L.P.,6.36,6.41,0.0,0.0,-1.34
CREG,盈丰科技,1.2,1.21,0.0,0.050168,-1.380928
KOSS,高斯电子,2.86,2.83,0.0,1.439133,-0.458647
ISSC,创新软件,2.45,2.48,0.0,1.20816,-0.203964
COLL,"Collegium Pharmaceutical, Inc.",16.75,17.08,0.0,6.862843,-1.932955
ENFC,Entegra Financial Corp,24.9,25.25,30.252528,1.124228,0.834641
JBSS,John B. Sanfilippo & Son,67.43,68.9,24.191684,3.217784,2.848086
TPIV,TapImmune Inc,8.94,9.2,0.0,30.434603,-1.361337
PBPB,Potbelly Corporation,11.9,12.15,0.0,2.601229,-0.400777
NTGN,Neon Therapeutics Inc.,10.65,10.91,0.0,2.217498,-35.991058
GECC,Great Elm Capital Corp,9.7,9.72,0.0,0.779649,-0.428697
PRTK,Paratek Pharmaceuticals Inc.,11.75,11.6,0.0,4.305244,-3.360973
BMRN,拜玛林制药,99.14,101.09,0.0,6.222518,-0.711341
EVFM,Evofem Biosciences Inc.,3.81,3.94,0.0,19.336292,-0.239721
WING,Wingstop Inc.,67.67,68.86,68.794163,-14.327745,1.000957
DCAR,DropCar Incorporated,0.52,0.53,0.0,0.512377,-4.78985
FOSL,福思,21.09,21.44,0.0,2.056257,-2.907978
ARTW,自流资源,2.4382,2.639,0.0,0.733554,-0.500705
CMTA,Clementia Pharmaceuticals Inc.,10.65,10.74,0.585761,2.845562,18.335133
TTNP,Titan Pharmaceuticals Inc,0.259,0.225,0.0,-4.638589,-0.534096
FTEK,燃料技术,1.33,1.35,0.0,1.006455,-0.14605
PME,平潭海洋实业有限公司,2.26,2.29,12.399894,1.39573,0.184679
AMRK,A-Mark Precious Metals Inc,12.96,13.33,0.0,1.426668,-0.483118
BOMN,Boston Omaha Corporation,29.4,29.95,0.0,2.077666,-0.474626
QTNT,Quotient,6.35,6.52,0.0,-9.775232,-2.015526
GHDX,Genomic Health,65.05,66.67,564.120353,10.614727,0.118184
ZYNE,"Zynerba Pharmaceuticals, Inc.",7.56,7.7,0.0,3.385916,-3.042383
CYRN,Cyren Ltd,3.18,3.27,0.0,4.375851,-0.431611
AIRT,Air T,34.13,34.8435,17.208273,2.545172,2.024811
SAFM,Sanderson Farms,99.36,101.39,13.021017,1.518375,7.786642
GWGH,GWG Holdings,6.7736,6.7736,0.0,-0.80894,-7.033187
TAPR,Barclays PLC - Barclays Inverse US Treasury Composite ETN,31.81,32.37,0.0,0.0,0.0
SREV,ServiceSource International,2.79,2.84,0.0,2.523032,-0.281707
LMNR,Limoneira Co,25.02,25.57,18.905897,1.999214,1.352488
CHKE,切诺基,0.77,0.7945,0.0,0.806173,-4.402127
NYMTO,"New York Mortgage Trust, Inc.",23.85,24.5,58.333335,0.0,0.42
BIS,ProShares UltraShort Nasdaq Biotechnology,16.7,17.06,0.0,0.0,0.0
GRIF,Griffin Land & Nurseries,39.1,39.0,0.0,2.053568,-0.11376
CCRC,中国客户关系中心有限公司,12.59,13.22,27.619404,6.182979,0.478649
PRPL,Purple Innovation Inc.,5.42,5.4,0.0,38.607961,-0.522208
MGTX,Meiragtx Holdings Plc,13.03,13.29,0.0,3.330599,-2.680589
GSHD,Goosehead Insurance,29.51,29.54,0.357246,4.884905,82.688187
ABIL,Ability Inc,3.54,3.45,0.0,-2.233765,-3.534654
FRPT,Freshpet,33.89,34.6,0.0,10.810979,-0.15998
LCAHU,"Landcadia Holdings, Inc.",14.8487,14.8487,957.980661,0.458634,0.0155
VIIX,VelocityShares VIX Short Term ETN,11.59,11.98,0.0,0.0,0.0
CPHC,坎特伯雷帕克控股,15.04,15.35,14.796763,1.614125,1.037389
BNFT,Benefitfocus Inc.,37.6,38.53,0.0,-44.656504,-0.768077
REGI,Renewable Energy Group,27.83,28.48,5.143579,1.383862,5.537
BJRI,BJs餐饮,69.37,67.59,24.581372,4.815045,2.749643
CPIX,坎伯兰药业,5.83,5.8339,0.0,1.516071,-0.297315
ECYT,Endocyte,15.7,15.93,0.0,7.799793,-1.029541
RGEN,Repligen Corporation,53.61,54.48,99.922417,3.986477,0.545223
FLXN,"Flexion Therapeutics, Inc.",18.36,18.6,0.0,3.791607,-4.770921
SPI,阳光动力,0.29,0.29572,0.0,-1.263208,-23.059271
ZSAN,Zosano Pharma,4.1,4.17,0.0,1.383802,-11.406008
FUV,"Arcimoto, Inc.",3.66,3.69,0.0,5.01884,-0.422612
ICAD,icad inc.,3.02,3.1,0.0,4.846063,-0.942147
VSTM,Verastem,7.0,6.93,0.0,4.019914,-1.763815
FOLD,爱美医疗,13.23,13.44,0.0,4.523928,-1.741597
EVBG,Everbridge Inc.,55.03,56.0,0.0,31.144929,-1.373611
ALPN,Alpine Immune Sciences Inc.,5.8435,5.93,0.915703,1.234241,6.475902
SURF,Surface Oncology,9.12,9.26,0.0,2.096653,-4.240351
BLUE,bluebird bio Inc.,140.8,143.31,0.0,5.325002,-9.516434
MNRO,Monro Muffler Brake,67.1,68.15,33.565606,3.479063,2.030352
CBOE,芝加哥期权交易所,94.18,97.21,20.616297,3.4512,4.715202
LOVE,Lovesac Co.,23.78,24.04,0.0,4.478825,-4.875541
ABCD,新生,11.36,11.5,12.229073,-83.828039,0.940382
OMEX,奥德赛海洋探索,8.15,8.33,0.0,-2.845735,-0.711754
CORV,Correvio Pharma Corp.,3.79,3.89,0.0,5.782996,-0.83
AMDA,Amedica Corp,0.265,0.28,0.0,0.293887,-5.035529
ADUS,爱德斯,63.91,65.05,47.362069,4.40846,1.373462
CLRO,ClearOne通讯,1.93,1.99,0.0,0.301721,-1.986888
FPAY,FlexShopper Inc,0.9096,0.8727,0.0,-0.658849,-2.334179
EEI,生态与环境,13.71,13.71,27.749498,1.586613,0.494063
PIRS,"Pieris Pharmaceuticals, Inc.",5.1,5.16,0.0,5.040294,-0.161617
SBBX,苏塞克斯银行,24.81,25.3,27.125696,1.336496,0.932695
PGTI,PGT Inc,20.37,20.73,18.318466,5.748674,1.131645
BIOL,Biolase,1.75,1.73,0.0,1.747555,-0.982835
SGBX,SG Blocks Inc.,4.04,4.04,0.817433,1.773155,4.942301
QDEL,Quidel Corporation,62.8,63.85,113.27349,6.75833,0.56368
VCYT,Veracyte Inc,9.13,9.31,0.0,14.22934,-0.905323
SMRT,Stein Mart,2.3,2.33,0.0,1.978479,-0.191369
WIFI,Boingo Wireless,33.27,33.88,0.0,13.390209,-0.132224
SFM,Sprouts Farmers Market Inc,26.49,26.89,19.766653,5.684504,1.360372
HWBK,Hawthorn Bancshares,23.09,23.5,32.14871,1.519241,0.730978
DTYS,iPath US Treasury 10-year Bear E,25.17,25.6,0.0,0.0,0.0
SRAX,Social Reality Inc,3.4271,3.57,0.0,3.202773,-0.910947
CNFR,"Conifer Holdings, Inc.",5.675,5.675,0.0,0.963819,-2.468443
ARYAU,Arya Sciences Acquisition Corp.,10.16,10.17,0.0,0.0,0.0
TGTX,TG Therapeutics Inc.,5.37,5.42,0.0,4.410706,-2.121542
WVE,Wave Life Sciences Pte. Ltd,43.33,44.01,0.0,9.26425,-4.531369
MRBK,Meridian Bank,17.5,17.5,23.413815,1.09281,0.747422
CBLK,Carbon Black,19.0,19.32,0.0,6.340992,-14.311269
SIEB,Siebert Financial Corp,14.279,13.95,67.961259,43.520135,0.205264
VCTR,Victory Capital Holdings Inc.,8.95,9.12,11.509411,1.471983,0.792395
PERI,Perion Network Ltd,3.01,3.05,0.0,0.560878,-1.300586
BURG,Chanticleer Holdings,2.49,2.44,0.0,0.948352,-2.184409
AFHBL,Atlas Financial Holdings Inc,25.64,25.85,0.0,0.0,0.0
CETV,Central European Media Enterprises,3.62,3.67,20.782368,8.908183,0.176592
NOVN,Novan Inc.,2.71,2.755,0.0,16.484701,-1.493875
SIGA,SIGA Technologies Inc,5.42,5.52,0.0,-1.280225,-0.490589
TCMD,Tactile Systems Technology Inc,62.38,63.39,183.803594,14.752339,0.344879
SNHNI,Senior Housing Properties Trust 5.625% Senior Notes due 2042,23.6,24.09,40.149998,0.0,0.6
TRHC,Tabula Rasa Healthcare Inc.,74.51,75.54,0.0,19.114364,-1.378063
BLFS,BioLife Solutions Inc.,13.31,13.63,0.0,12.406174,-0.018265
PTCT,PTC Therapeutics Inc.,40.69,40.95,0.0,7.697637,-1.39723
UIHC,United Insurance Holdings Corp,20.77,21.13,46.02824,1.661054,0.459066
MMSI,Merit Medical Systems,64.25,65.3,178.668664,5.111486,0.365481
TRVN,Trevena Inc,3.13,3.11,0.0,6.114738,-0.768333
GCBC,格林县万通金控,31.8565,32.02,18.920336,2.842062,1.692359
UBCP,联合合众银行,13.428,13.2379,15.993075,1.544498,0.827727
NEON,Neonode Inc,3.12,3.16,0.0,2.165851,-0.078933
SPPI,Spectrum Pharmaceuticals,15.67,15.8,0.0,4.818843,-0.529731
ALDX,Aldeyra Therapeutics Inc,12.63,12.75,0.0,9.041707,-1.574982
CLDX,塞德斯医疗,0.45,0.447,0.0,0.567071,-1.168029
WEN,温迪,17.04,17.26,18.749151,9.500835,0.920575
XOMA,标记临床研究,16.47,16.76,6.965875,28.971321,2.406015
PULM,"Pulmatrix, Inc.",0.42,0.41,0.0,1.145384,-0.811291
TLGT,"Teligent, Inc.",3.25,3.29,0.0,4.502202,-0.760225
BLIN,Bridgeline Digital,0.98,0.995,0.0,0.791451,-1.631355
MARK,Remark Media,2.64,2.66,0.0,-5.442624,-4.631426
CMLS,Cumulus Media,17.03,16.8,0.865206,0.831118,19.417343
GAIA,Gaiam,15.26,15.5,0.0,2.722041,-1.458635
RVEN,Reven Housing Reit Inc,4.35,4.35,0.0,1.471264,-0.227387
MGYR,Magyar Bancorp,12.7,12.89,41.407402,1.484056,0.311297
PIH,"1347 Property Insurance Holdings, Inc.",6.37,6.5064,48.644163,0.853969,0.133755
APPS,Digital Turbine Inc.,1.37,1.36,0.0,3.642335,-0.683234
BVXV,BiondVax Pharmaceuticals Ltd.,5.56,5.5609,0.0,8.382578,-2.10636
QNST,QuinStreet,14.21,13.79,40.181473,4.562841,0.343193
SANW,S&W Seed Company,2.72,2.76,0.0,0.876406,-0.210176
SMTX,SMTC Corporation,2.7817,2.78,0.0,3.229451,-0.092067
MDSO,Medidata,70.34,71.02,75.234647,7.5446,0.94398
KZR,Kezar Life Sciences Inc.,20.76,20.9,0.0,3.346392,-16.323032
SHEN,Shenandoah Telecommunications Co,38.63,39.2,25.125307,4.645498,1.56018
NTIC,Northern Technologies Intl Corp.,35.0,35.0,26.71093,3.067028,1.310325
AGFS,"AgroFresh Solutions, Inc.",6.24,6.31,199.721461,0.865779,0.031594
TMDI,Titan Medical Inc.,2.1,2.11,0.0,0.0,0.0
ATRI,Atrion公司公司,669.1,677.57,37.033702,6.338437,18.296038
PLCE,The Children’s Place Retail Sto,126.14,128.17,30.075171,6.505376,4.261655
SSFN,Stewardship Financial Corp,10.6,10.6,16.150954,1.207139,0.656308
EBMT,Eagle Bancorp Montana,18.0,18.3695,20.89383,1.080579,0.879183
EDUC,Educational Development Corporation,11.5526,11.66,16.418511,4.377854,0.710174
BSQR,BSQUARE科技,2.14,2.21,0.0,1.096026,-1.013909
PRSS,CafePress Inc,1.45,1.47,0.0,0.797515,-0.517272
FAT,Fat Brands Inc,8.53,8.85,0.0,15.239321,-0.056157
BDSI,BioDelivery科学国际有限公司,2.92,2.96,0.0,4.327855,-0.871191
HSIC,亨利香恩服务,87.53,88.44,33.084477,4.647675,2.673157
INVE,单片机微系统,5.7717,5.99,0.0,3.043445,-0.729699
SNMX,塞诺米克斯,1.48,1.5,0.0,5.226227,-0.046085
DNBF,DNB金融,36.99,37.0,20.118449,1.512696,1.839108
SRTS,"Sensus Healthcare, Inc.",8.03,8.31,0.0,12.531912,-0.228476
HCAP,Huntingdon Capital Corp,11.25,11.35,18.113687,0.906795,0.626598
FRBA,First Bank,12.8,12.87,20.865658,1.294891,0.616803
NEWT,Newtek Business Services Inc,20.23,20.53,8.788125,1.366752,2.336107
HMTA,HomeTown Bankshares Corp.,15.13,15.21,25.454405,1.708269,0.597539
EXFO,EXFO Inc,3.87,3.81,20.052632,0.447781,0.19
TANNZ,TravelCenters of America LLC 8.00% Senior Notes due 2030,24.4699,24.4699,0.0,0.0,0.0
FORD,福沃德工业,1.51,1.53,10.470989,1.327428,0.146118
ESTA,Establishment Labs Holdings Inc.,23.43,23.75,0.0,205.058762,-1.905977
ZGNX,Zogenix,43.36,43.69,0.0,6.52962,-4.547037
FNJN,"Finjan Holdings, Inc.",4.53,4.61,2.909022,1.94216,1.584725
SSLJ,盛世乐居,0.619,0.646,0.0,276.740337,-0.593057
GNMK,GenMark Diagnostics,6.82,6.93,0.0,7.782003,-1.041754
RCM,R1 RCM Inc.,9.18,9.26,0.0,42.967182,-0.851732
AQB,"AquaBounty Technologies, Inc.",3.07,3.1,0.0,1.652703,-0.99793
STRO,Sutro Biopharma Inc,14.68,14.85,0.0,0.0,0.0
ATHN,雅典娜,123.44,124.5,44.616363,4.924796,2.790456
GULF,WisdomTree Middle East Dividend,18.71,19.0,0.0,0.0,0.0
FLNT,Fluent Inc.,2.36,2.39,0.0,0.921259,-0.708324
SBFG,SB Financial Group Inc.,20.36,20.4564,9.543043,1.197191,2.143593
UG,United-Guardian,15.92,16.0,16.126708,6.36332,0.992143
ACTG,阿卡西亚,3.18,3.2,0.0,0.68016,-0.244735
LGIH,LGI Homes Inc,41.0,41.21,6.303202,1.640118,6.537947
ATRA,Atara Biotherapeutics,39.99,40.52,0.0,4.060306,-4.373786
