code,name,open,latestPrice,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09
LIFE,Life Technologies Corporation,0.66,0.73,0.0,0.480354,-1.5009370000000002,-10412000.0_14.22%_0_0,-10667000.0_20.43%_0_0,-11474000.0_8.69%_0_0,-11190000.0_19.02%_0_0,-10412000.0,14.22%,0,0,-10667000.0,20.43%,0,0,-11474000.0,8.69%,0,0,-11190000.0,19.02%,0,0
RIOT,"Riot Blockchain, Inc.",2.22,2.57,0.0,2.15137,-5.201001,"-24433800.0_-1,762.66%_2792799.9999999995_11,452.88%","-16565300.0_-280.48%_925600.0_3,728.56%",-9003300.0_-293.95%_197100.0_715.44%,-5302100.0_-209.87%_24200.0_0.00%,-24433800.0,"-1,762.66%",2792799.9999999995,"11,452.88%",-16565300.0,-280.48%,925600.0,"3,728.56%",-9003300.0,-293.95%,197100.0,715.44%,-5302100.0,-209.87%,24200.0,0.00%
SHLD,西尔斯,0.3584,0.40700000000000003,0.0,-0.010077,-12.129591,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NXTD,Nxt-ID Inc.,1.24,1.45,0.0,1.9728169999999998,-0.533817,-998800.0_16.72%_5183700.0_-32.29%,-1612800.0_-120.87%_4930600.0_-26.20%,-2304200.0_3.35%_4449400.0_-2.47%,-4031200.0_-64.69%_4530100.0_46.45%,-998800.0,16.72%,5183700.0,-32.29%,-1612800.0,-120.87%,4930600.0,-26.20%,-2304200.0,3.35%,4449400.0,-2.47%,-4031200.0,-64.69%,4530100.0,46.45%
CIFS,圣盈信,3.36,3.58,3.4111480000000003,1.027751,1.0495,3425100.0_-16.86%_5709600.0_43.22%,3425100.0_-16.86%_5709600.0_43.22%,10794700.0_145.69%_12009000.0_147.81%,5014400.0_31.89%_5133900.0_26.19%,3425100.0,-16.86%,5709600.0,43.22%,3425100.0,-16.86%,5709600.0,43.22%,10794700.0,145.69%,12009000.0,147.81%,5014400.0,31.89%,5133900.0,26.19%
AKER,Akers Biosciences Inc,0.36,0.3538,0.0,0.797958,-0.41,0_0_0_0,0_0_0_0,0_0_0_0,-1177600.0_-479.70%_675800.0_10.21%,0,0,0,0,0,0,0,0,0,0,0,0,-1177600.0,-479.70%,675800.0,10.21%
REPL,Replimune Group Inc.,11.29,13.01,0.0,-10.607852000000001,-5.259558999999999,-10044000.0_-182.77%_0_0,-6848000.0_-77.18%_0_0,0_0_0_0,0_0_0_0,-10044000.0,-182.77%,0,0,-6848000.0,-77.18%,0,0,0,0,0,0,0,0,0,0
CLDC,中国贷款公司,1.05,1.19,0.0,4.76627,-6.524339,-26076400.0_-813.20%_-25553700.0_-585.04%,-26076400.0_-671.82%_-25553700.0_-495.61%,"-49165900.0_-1,481.08%_-41676400.0_-746.08%",-13833800.000000002_-457.66%_-15621300.000000002_-359.10%,-26076400.0,-813.20%,-25553700.0,-585.04%,-26076400.0,-671.82%,-25553700.0,-495.61%,-49165900.0,"-1,481.08%",-41676400.0,-746.08%,-13833800.000000002,-457.66%,-15621300.000000002,-359.10%
GTXI,GTx,1.6,1.72,0.0,1.03815,-2.002764,-10015000.0_-56.36%_0_0,-13557000.0_-116.81%_0_0,-9277000.0_-35.15%_0_0,-8504000.0_-23.00%_0_0,-10015000.0,-56.36%,0,0,-13557000.0,-116.81%,0,0,-9277000.0,-35.15%,0,0,-8504000.0,-23.00%,0,0
HEAR,Parametric Sound Corp.,18.75,20.61,11.815798,57.164494999999995,1.744275,6301000.0_189.24%_60805000.0_218.15%,1962000.0_119.77%_40886000.0_184.88%,14231000.0_16.64%_79696000.0_-3.05%,-492000.0_98.90%_35975000.0_-6.28%,6301000.0,189.24%,60805000.0,218.15%,1962000.0,119.77%,40886000.0,184.88%,14231000.0,16.64%,79696000.0,-3.05%,-492000.0,98.90%,35975000.0,-6.28%
QTNT,Quotient,6.05,6.74,0.0,-10.105071,-2.015526,-25177000.0_-24.42%_7883000.0_15.48%,-20098000.0_1.03%_6137000.0_11.06%,-20311000.0_34.83%_5859000.0_21.03%,-21692000.0_-24.97%_5910000.0_-3.81%,-25177000.0,-24.42%,7883000.0,15.48%,-20098000.0,1.03%,6137000.0,11.06%,-20311000.0,34.83%,5859000.0,21.03%,-21692000.0,-24.97%,5910000.0,-3.81%
GGAL,加利西亚金融,22.18,24.61,7.434102,0.054122,3.3104199999999997,2898000000.0_23.61%_13905000000.000002_34.01%,3148000000.0_98.44%_13163000000.0_44.33%,2845000000.0_49.35%_7670999999.999999_45.09%,2398000000.0_47.34%_9867000000.0_41.51%,2898000000.0,23.61%,13905000000.000002,34.01%,3148000000.0,98.44%,13163000000.0,44.33%,2845000000.0,49.35%,7670999999.999999,45.09%,2398000000.0,47.34%,9867000000.0,41.51%
SRRA,Sierra Oncology Inc,1.54,1.71,0.0,1.053688,-0.7378859999999999,-11960000.0_-15.79%_0_0,-11525000.0_-3.90%_0_0,-10599000.0_-14.61%_0_0,-9995000.0_34.28%_0_0,-11960000.0,-15.79%,0,0,-11525000.0,-3.90%,0,0,-10599000.0,-14.61%,0,0,-9995000.0,34.28%,0,0
NCTY,第九城市,1.23,1.37,0.0,-0.424001,-2.417868,0_0_0_0,0_0_0_0,6133500.0_105.77%_28694600.0_72.79%,6133500.0_105.77%_28694600.0_72.79%,0,0,0,0,0,0,0,0,6133500.0,105.77%,28694600.0,72.79%,6133500.0,105.77%,28694600.0,72.79%
TA,TravelCenters of America,4.75,5.0,0.0,0.378821,-0.048497000000000005,"-33924000.0_-1,054.27%_1841000000.0_22.73%",-10078000.0_65.69%_1585000000.0_13.87%,-20593000.0_-214.64%_1586000000.0_12.62%,62354000.0_468.15%_1576000000.0_7.73%,-33924000.0,"-1,054.27%",1841000000.0,22.73%,-10078000.0,65.69%,1585000000.0,13.87%,-20593000.0,-214.64%,1586000000.0,12.62%,62354000.0,468.15%,1576000000.0,7.73%
HAIR,Restoration Robotics Inc,1.81,1.98,0.581806,128.51183400000002,3.403199,-6244000.0_-24.71%_5475000.0_-5.42%,-7431000.0_-43.59%_5005000.0_-8.58%,-1063000.0_78.45%_5856000.0_13.09%,-6596000.0_-11.27%_4177000.0_13.63%,-6244000.0,-24.71%,5475000.0,-5.42%,-7431000.0,-43.59%,5005000.0,-8.58%,-1063000.0,78.45%,5856000.0,13.09%,-6596000.0,-11.27%,4177000.0,13.63%
LYL,龙运国际,1.9075,2.04,113.7758,2.1043220000000002,0.01793,0_0_0_0,-133300.0_-120.13%_1196500.0_-0.65%,-133300.0_-120.13%_1196500.0_-0.65%,195900.0_0.58%_942900.0000000001_59.60%,0,0,0,0,-133300.0,-120.13%,1196500.0,-0.65%,-133300.0,-120.13%,1196500.0,-0.65%,195900.0,0.58%,942900.0000000001,59.60%
TLRY,Tilray Inc.,140.0,148.3,0.0,392.054648,-0.302787,-12833000.0_-427.02%_9744000.0_95.19%,-5181000.0_-663.03%_7808000.0_55.32%,0_0_0_0,0_0_0_0,-12833000.0,-427.02%,9744000.0,95.19%,-5181000.0,-663.03%,7808000.0,55.32%,0,0,0,0,0,0,0,0
AEHR,Aehr Test Systems,1.91,2.09,0.0,2.56311,-0.044444,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSRM,SSR Mining Inc,10.12,10.58,0.0,1.304985,0.0,0_0_0_0,0_0_0_0,0_0_0_0,1821000.0_-95.21%_106000000.0_-26.07%,0,0,0,0,0,0,0,0,0,0,0,0,1821000.0,-95.21%,106000000.0,-26.07%
HSGX,Histogenics Corporation,0.5912,0.5627,0.0,-1.32984,-1.1284450000000001,-3777000.0_42.27%_0_0,-14833000.0_-109.48%_0_0,-6796000.0_-174.99%_0_0,-5995000.0_35.64%_0_0,-3777000.0,42.27%,0,0,-14833000.0,-109.48%,0,0,-6796000.0,-174.99%,0,0,-5995000.0,35.64%,0,0
ASTC,Astrotech Corporation,2.94,3.19,0.0,3.272605,-3.262989,-4253000.0_-52.55%_45000.0_-88.49%,-2855000.0_-0.28%_0_0,-3137000.0_-18.20%_41000.0_-92.12%,-3006000.0_13.30%_0_0,-4253000.0,-52.55%,45000.0,-88.49%,-2855000.0,-0.28%,0,0,-3137000.0,-18.20%,41000.0,-92.12%,-3006000.0,13.30%,0,0
GLBS,Globus Maritime Limited,0.3995,0.42501000000000005,0.0,0.323513,-0.141188,-938000.0_32.18%_4194000.0_19.76%,-1535000.0_34.46%_3938000.0_46.23%,-1277000.0_47.88%_4111000.0_57.03%,-1473000.0_-216.77%_3983000.0_57.87%,-938000.0,32.18%,4194000.0,19.76%,-1535000.0,34.46%,3938000.0,46.23%,-1277000.0,47.88%,4111000.0,57.03%,-1473000.0,-216.77%,3983000.0,57.87%
DOCU,Docusign,42.09,44.64,0.0,9.415222,-8.289473,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPIX,ESSA Pharma Inc.,3.2,3.6279,0.0,-24.698393,-0.24,0_0_0_0,0_0_0_0,0_0_0_0,-1945300.0_54.09%_0_0,0,0,0,0,0,0,0,0,0,0,0,0,-1945300.0,54.09%,0,0
ARDM,Aradigm Corporation,1.26,1.38,0.0,-1.04249,-1.11132,-3802000.0_-467.34%_256000.0_-96.66%,-4802000.0_-30.56%_1473000.0_-12.99%,"-4176000.0_47.39%_2369000.0_1,795.20%","-3886000.0_52.53%_2728000.0_5,356.00%",-3802000.0,-467.34%,256000.0,-96.66%,-4802000.0,-30.56%,1473000.0,-12.99%,-4176000.0,47.39%,2369000.0,"1,795.20%",-3886000.0,52.53%,2728000.0,"5,356.00%"
CDTI,Clean Diesel Technologies,1.402,1.5,0.0,2.665163,-0.255454,-1952000.0_-407.01%_2433000.0_-31.58%,-294000.0_90.50%_2197000.0_-42.92%,-1441000.0_81.75%_4883000.0_-42.92%,-360000.0_97.14%_6857000.0_-32.32%,-1952000.0,-407.01%,2433000.0,-31.58%,-294000.0,90.50%,2197000.0,-42.92%,-1441000.0,81.75%,4883000.0,-42.92%,-360000.0,97.14%,6857000.0,-32.32%
GRVY,GRAVITY Co,16.78,17.6253,7.328327000000001,2.417002,2.405092,6600000000.0_86.28%_63026000000.0_133.19%,3524000000.0_63.60%_66311000000.0_183.96%,4910000000.0_464.58%_67520000000.00001_285.84%,2707000000.0_-11.51%_23723000000.0_50.66%,6600000000.0,86.28%,63026000000.0,133.19%,3524000000.0,63.60%,66311000000.0,183.96%,4910000000.0,464.58%,67520000000.00001,285.84%,2707000000.0,-11.51%,23723000000.0,50.66%
MGTA,Magenta Therapeutics Inc.,9.26,9.98,0.0,1.9059259999999998,-14.283933,-13660000.0_13.17%_0_0,-11161000.0_-131.99%_0_0,0_0_0_0,0_0_0_0,-13660000.0,13.17%,0,0,-11161000.0,-131.99%,0,0,0,0,0,0,0,0,0,0
CHCI,康斯托克住宅建筑,2.17,2.39,0.0,-0.695681,-1.891252,-817000.0_-52.71%_14300000.0_35.93%,-628000.0_5.42%_8799000.0_-14.31%,-2378000.0_26.99%_10827000.0_23.13%,-1201000.0_-58.86%_13815000.0_5.43%,-817000.0,-52.71%,14300000.0,35.93%,-628000.0,5.42%,8799000.0,-14.31%,-2378000.0,26.99%,10827000.0,23.13%,-1201000.0,-58.86%,13815000.0,5.43%
MMYT,MakeMyTrip Limited,22.8,24.32,0.0,1.697324,-1.9740830000000003,-51231000.0_25.16%_137000000.0_-28.45%,-44117000.0_39.65%_158000000.0_31.47%,-45348000.0_-373.91%_172000000.0_39.94%,-62321000.0_-57.99%_153000000.0_84.00%,-51231000.0,25.16%,137000000.0,-28.45%,-44117000.0,39.65%,158000000.0,31.47%,-45348000.0,-373.91%,172000000.0,39.94%,-62321000.0,-57.99%,153000000.0,84.00%
LCAHU,"Landcadia Holdings, Inc.",16.5,16.5,1064.5161460000002,0.509638,0.0155,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PULM,"Pulmatrix, Inc.",0.36,0.3629,0.0,1.0138049999999998,-0.811291,-6188000.0_-10.56%_0_0,-5221000.0_-49.90%_153000.0_0,-4524000.0_53.98%_0_0,-4452000.0_-41.02%_335000.0_449.18%,-6188000.0,-10.56%,0,0,-5221000.0,-49.90%,153000.0,0,-4524000.0,53.98%,0,0,-4452000.0,-41.02%,335000.0,449.18%
CTRP,携程网,36.05,38.65,26.104688,1.505939,1.480577,2398000000.0_580.39%_7319000000.0_14.08%,"1044000000.0_2,272.73%_6731000000.0_11.35%",470000000.0_-20.47%_6379000000.0_25.89%,"1264000000.0_2,879.13%_7900000000.0_41.78%",2398000000.0,580.39%,7319000000.0,14.08%,1044000000.0,"2,272.73%",6731000000.0,11.35%,470000000.0,-20.47%,6379000000.0,25.89%,1264000000.0,"2,879.13%",7900000000.0,41.78%
VERU,Veru Inc.,1.33,1.44,0.0,2.219411,-0.42074300000000003,-7930500.0_-904.00%_5501700.0_27.53%,-3831200.0_-115.64%_2572900.0_6.96%,-4257200.0_-211.61%_2586600.0000000005_-20.25%,-2679300.0_-53.02%_3692400.0_3.63%,-7930500.0,-904.00%,5501700.0,27.53%,-3831200.0,-115.64%,2572900.0,6.96%,-4257200.0,-211.61%,2586600.0000000005,-20.25%,-2679300.0,-53.02%,3692400.0,3.63%
OPTN,Optinose Inc.,10.15,10.99,0.0,2.7567049999999997,-1.052147,-24581000.0_-199.48%_1274000.0_0,-30572000.0_-278.60%_865000.0_0,-19551000.0_-249.87%_0_0,-13068000.0_-114.02%_0_0,-24581000.0,-199.48%,1274000.0,0,-30572000.0,-278.60%,865000.0,0,-19551000.0,-249.87%,0,0,-13068000.0,-114.02%,0,0
MIME,Mimecast Ltd,32.87,35.15,0.0,15.39915,-0.241181,-3471000.0_-82.68%_78404000.0_34.81%,-6554000.0_-150.34%_73401000.0_40.05%,-2593000.0_23.06%_67272000.0_39.18%,-1339000.0_-541.91%_63066000.0_42.17%,-3471000.0,-82.68%,78404000.0,34.81%,-6554000.0,-150.34%,73401000.0,40.05%,-2593000.0,23.06%,67272000.0,39.18%,-1339000.0,-541.91%,63066000.0,42.17%
ATXI,Avenue Therapeutics Inc.,3.3,3.69,0.0,7.7627690000000005,-2.4151860000000003,-4657000.0_-93.56%_0_0,"-10377000.0_-1,469.89%_0_0",-6243000.0_-666.01%_0_0,-2948000.0_-441.91%_0_0,-4657000.0,-93.56%,0,0,-10377000.0,"-1,469.89%",0,0,-6243000.0,-666.01%,0,0,-2948000.0,-441.91%,0,0
SOHU,搜狐,17.97,18.72,0.0,1.181776,-13.852162,-15175000.0_68.42%_486000000.00000006_5.39%,-87201000.0_-73.18%_455000000.0_21.62%,-270000000.0_-626.88%_509999999.99999994_23.77%,-102000000.0_-142.68%_516000000.0_25.69%,-15175000.0,68.42%,486000000.00000006,5.39%,-87201000.0,-73.18%,455000000.0,21.62%,-270000000.0,-626.88%,509999999.99999994,23.77%,-102000000.0,-142.68%,516000000.0,25.69%
PRVB,"Provention Bio, Inc",3.09,3.44,0.0,-7.527796,-2.135024,-10339000.0_-155.73%_0_0,"-5063600.0_-11,678.45%_0_0",-3684600.0_0_0_0,0_0_0_0,-10339000.0,-155.73%,0,0,-5063600.0,"-11,678.45%",0,0,-3684600.0,0,0,0,0,0,0,0
UBX,Unity Biotechnology,11.74,12.56,0.0,2.724539,-12.895897999999999,-20002000.0_-75.03%_0_0,-16133000.0_-80.58%_0_0,0_0_0_0,0_0_0_0,-20002000.0,-75.03%,0,0,-16133000.0,-80.58%,0,0,0,0,0,0,0,0,0,0
APPN,Appian Corp,25.74,25.51,0.0,50.45575,-0.522379,-10967000.0_24.15%_59883000.0_38.62%,-9553000.0_-181.38%_51696000.0_34.87%,-6869000.0_-64.21%_50562000.0_49.83%,-6284000.0_-32.60%_44648000.0_45.22%,-10967000.0,24.15%,59883000.0,38.62%,-9553000.0,-181.38%,51696000.0,34.87%,-6869000.0,-64.21%,50562000.0,49.83%,-6284000.0,-32.60%,44648000.0,45.22%
BCACU,Bison Capital Acquisition Corp,12.03,11.94,0.0,1.266917,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRON,Cronos Group Inc.,9.39,9.86,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BZUN,宝尊电商,39.05,40.18,64.394432,7.633627000000001,0.623967,36464000.0_22.52%_1159000000.0_30.48%,15465000.0_45.83%_921000000.0000001_14.45%,146000000.0_141.60%_1565000000.0_23.01%,22269000.0_16.45%_890000000.0_18.81%,36464000.0,22.52%,1159000000.0,30.48%,15465000.0,45.83%,921000000.0000001,14.45%,146000000.0,141.60%,1565000000.0,23.01%,22269000.0,16.45%,890000000.0,18.81%
DZSI,"DASAN Zhone Solutions, Inc.",12.89,14.04,32.186923,3.140549,0.43620200000000003,1355000.0_255.03%_76257000.0_27.22%,141000.0_104.03%_59504000.0_14.18%,4158000.0_166.58%_68623000.0_15.39%,1387000.0_128.96%_66438000.0_112.67%,1355000.0,255.03%,76257000.0,27.22%,141000.0,104.03%,59504000.0,14.18%,4158000.0,166.58%,68623000.0,15.39%,1387000.0,128.96%,66438000.0,112.67%
CYAD,Celyad SA,23.92,24.13,0.0,2.572823,-3.68,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPHS,Sophiris Bio Inc,2.3,2.47,0.0,9.722163,-0.286539,0_0_0_0,0_0_0_0,-3964000.0_-624.68%_0_0,-2654000.0_38.05%_0_0,0,0,0,0,0,0,0,0,-3964000.0,-624.68%,0,0,-2654000.0,38.05%,0,0
DOGZ,多尼斯,2.13,2.26,5.829294,0.963044,0.38769699999999996,0_0_0_0,0_0_0_0,1445400.0_53.85%_7416400.0_65.97%,1445400.0_53.85%_7416400.0_65.97%,0,0,0,0,0,0,0,0,1445400.0,53.85%,7416400.0,65.97%,1445400.0,53.85%,7416400.0,65.97%
ABAC,奥信天力,1.7721,1.9,19.041892,0.212864,0.09978,-418100.0_-749.00%_6178600.0_-0.70%,203500.0_514.97%_7229500.0_8.21%,626100.0_71.66%_7310100.0_1.72%,385200.00000000006_113.60%_6790599.999999999_-13.40%,-418100.0,-749.00%,6178600.0,-0.70%,203500.0,514.97%,7229500.0,8.21%,626100.0,71.66%,7310100.0,1.72%,385200.00000000006,113.60%,6790599.999999999,-13.40%
FLDM,Fluidigm Corporation,7.45,7.86,0.0,8.837176,-1.42746,-16241000.0_4.09%_26428000.0_10.52%,-13247000.0_22.99%_25248000.0_-1.12%,-10457000.0_40.91%_27744000.0_10.60%,-15944000.0_19.43%_24747000.0_11.52%,-16241000.0,4.09%,26428000.0,10.52%,-13247000.0,22.99%,25248000.0,-1.12%,-10457000.0,40.91%,27744000.0,10.60%,-15944000.0,19.43%,24747000.0,11.52%
TQQQ,纳指三倍做多ETF,57.78,58.03,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDRA,ENDRA Life Sciences Inc,2.42,2.44,0.0,4.932329,-1.528459,-1846800.0_-28.98%_0_0,-2825299.9999999995_-280.96%_6170.0_0,-2294600.0_-233.10%_6850.0_-98.67%,-908900.0_7.05%_287000.0_0,-1846800.0,-28.98%,0,0,-2825299.9999999995,-280.96%,6170.0,0,-2294600.0,-233.10%,6850.0,-98.67%,-908900.0,7.05%,287000.0,0
CKPT,"Checkpoint Therapeutics, Inc.",2.8,2.99,0.0,4.304273,-1.102909,-6639000.0_-2.96%_127000.0_-63.82%,-8765000.0_-99.98%_343000.0_-50.51%,-5918000.0_28.90%_332000.0_-33.33%,-5928000.0_-15.60%_349000.0_-36.08%,-6639000.0,-2.96%,127000.0,-63.82%,-8765000.0,-99.98%,343000.0,-50.51%,-5918000.0,28.90%,332000.0,-33.33%,-5928000.0,-15.60%,349000.0,-36.08%
RELV,Reliv’ International,4.81,4.97,0.0,0.719676,-1.039185,-978000.0_-88.19%_8459700.0_-15.46%,-238299.99999999997_-145.50%_10003200.0_-21.71%,-381900.0_-240.27%_9935000.0_-6.60%,-319100.0_-337.29%_9069300.0_-15.91%,-978000.0,-88.19%,8459700.0,-15.46%,-238299.99999999997,-145.50%,10003200.0,-21.71%,-381900.0,-240.27%,9935000.0,-6.60%,-319100.0,-337.29%,9069300.0,-15.91%
ALQA,Alliqua BioMedical Inc,2.43,2.24,0.0,1.091266,-4.259868,-1262000.0_69.98%_864000.0_40.26%,-5108000.0_27.00%_544000.0_127.62%,-11807000.0_31.13%_5457000.0_22.82%,-2700000.0_68.56%_4901000.0_12.02%,-1262000.0,69.98%,864000.0,40.26%,-5108000.0,27.00%,544000.0,127.62%,-11807000.0,31.13%,5457000.0,22.82%,-2700000.0,68.56%,4901000.0,12.02%
MNOV,美第奇新星生物技术,10.6,11.12,0.0,6.160895,-0.34160100000000004,-3144100.0000000005_-12.75%_0_0,-4543100.0_-50.61%_0_0,-1602900.0_-10.60%_0_0,-3755100.0_-32.42%_0_0,-3144100.0000000005,-12.75%,0,0,-4543100.0,-50.61%,0,0,-1602900.0,-10.60%,0,0,-3755100.0,-32.42%,0,0
SGH,Smart Global Holdings Inc.,31.06,32.72,6.039601,3.900548,5.417577,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNGA,MagneGas Corporation,0.3098,0.2877,0.0,0.796229,-13.622472,-3495100.0_-55.91%_2907700.0_200.94%,-3019400.0_-69.52%_1171800.0_34.41%,-3876400.0_41.54%_1001900.0_-0.96%,-3125100.0_23.17%_879500.0_-15.24%,-3495100.0,-55.91%,2907700.0,200.94%,-3019400.0,-69.52%,1171800.0,34.41%,-3876400.0,41.54%,1001900.0,-0.96%,-3125100.0,23.17%,879500.0,-15.24%
KALV,Kalvista Pharmaceuticals Inc,17.18,18.76,0.0,12.27775,-1.489614,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV,"ASV Holdings, Inc.",4.64,4.93,0.0,0.734505,-0.038033,319000.0_-81.79%_31860000.0_-6.95%,-307000.0_-232.33%_29870000.0_6.64%,-796000.0_62.49%_30455000.0_21.57%,522000.0_19.18%_30635000.0_33.13%,319000.0,-81.79%,31860000.0,-6.95%,-307000.0,-232.33%,29870000.0,6.64%,-796000.0,62.49%,30455000.0,21.57%,522000.0,19.18%,30635000.0,33.13%
KZIA,Kazia Therapeutics Limited,3.18,3.15,0.0,1.052643,-0.9233600000000001,-3232000.0_0.37%_777500.0_-62.99%,-3232000.0_0.37%_777500.0_-62.99%,212399.99999999997_110.16%_724599.9999999999_-68.40%,212399.99999999997_110.16%_724599.9999999999_-68.40%,-3232000.0,0.37%,777500.0,-62.99%,-3232000.0,0.37%,777500.0,-62.99%,212399.99999999997,110.16%,724599.9999999999,-68.40%,212399.99999999997,110.16%,724599.9999999999,-68.40%
