code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,month_rs,price,volume_end,volume_start,year,year_rs
BECN,Beacon Roofing Supply,30.43362,1.425032,1.263734,49375000,0.1056,169,0.220497075,27.08656805,10768409.66,10216734.4,14,0.19256125
AMG,艾佛里管理公司,11.457942,2.166319,12.877531,205000000,0.0039,251,0.220400102,94.75258685,10322056.14,7634124,20,0.157176261
WINA,威玛克工贸有限公司,21.425809,-28.224969,7.068578,7143000,0.2915,252,0.220339347,42.40119048,142512.1508,92965.87302,21,0.182939058
OMCL,Omnicell,66.912733,4.54983,1.019238,6588000,2.5043,206,0.220180466,20.35745146,3990176.311,6139633.981,17,0.182667502
CELG,新基公司,23.944707,18.441235,3.755736,1045000000,-0.0509,252,0.220177194,38.63331151,126223115.7,167123392.1,21,0.18780385
ESL,埃斯特林科技,54.446553,1.453073,1.599734,27981000,-0.1039,252,0.21999769,49.2377381,4471011.079,2405796.032,21,0.182336931
FIX,Comfort Systems USA,26.743457,4.564138,2.123884,32547000,0.811,252,0.21962948,14.79468254,4068114.516,2744541.27,21,0.182414542
UVV,环球烟草,13.120091,1.1311,4.565517,11060000,2.3303,252,0.219578327,44.64968254,4456194.325,2842315.079,21,0.180250384
IEP,伊坎企业,9.777169,2.485475,7.876513,588000000,-0.6591,82,0.218960136,68.92109756,2179754.22,2222490.244,6,0.167544849
INTT,inTest Corporation,48.938902,2.03984,0.176751,4014000,1.7779,60,0.218932202,5.306665,1125248.667,438712.2667,5,0.153827769
TSE,Trinseo,8.988009,4.067106,8.516903,98300000,0.6329,52,0.218919621,47.67538462,11312107.46,5907220.038,4,0.18047235
HWCC,休斯顿电线电缆,28.071268,1.428372,0.295676,2606000,49.2593,148,0.21884666,12.1822973,1074054.176,3596454.054,12,0.186671628
TG,特里迪加,30.641917,1.930166,0.703285,14722000,-0.667,252,0.218755631,18.85539643,1826041.048,1917257.143,21,0.184956992
VIVO,Meridian Bioscience Inc,27.412137,3.788604,0.570915,6825000,27.4375,252,0.218543133,13.93219603,4959670.587,3122361.016,21,0.184964192
STKS,"The ONE Group Hospitality, Inc.",0,9.729457,-0.043344,314000,1.1438,41,0.218379249,2.61717561,1140520.905,372086.25,3,0.14575862
RDWR,Radware Ltd,953.67201,3.724924,0.029507,1674000,1.4124,229,0.218148436,12.30995633,6590684.035,8499324.561,19,0.18028688
HCHC,"HC2 Holdings, Inc.",316.915433,5.55284,0.0201,79764000,4.8961,46,0.217982288,6.094782609,4351437.13,4255527.957,3,0.163141814
APPS,Digital Turbine Inc.,0,3.722681,-0.683234,484000,1.1159,45,0.217722833,1.659844444,9566621.087,5913518.182,3,0.168291831
EBAY,eBay,0,4.781577,-0.887369,642000000,21.1379,241,0.217540655,16.00172324,473706689.6,1127428768,20,0.176686487
XOXO,XO集团,65.637946,4.167713,0.468479,5285000,2.7456,88,0.217474817,14.87363636,2238411.864,1825854.545,7,0.16187791
PRLB,Proto Labs Inc,61.79323,7.842468,2.377283,18314000,0.5153,80,0.217298646,68.831875,4819988.925,5981805,6,0.166336254
TLP,Transmontaigne Partners,22.269921,2.083131,1.73777,9460000,-0.3466,161,0.216649723,34.09981366,821384.5926,804300,13,0.170576291
PTC,PTC Inc.,200.029634,13.726335,0.485928,16997000,18.8728,252,0.216627468,28.93660714,21377287.62,25865954.76,21,0.176305398
CHE,Chemed Corp,27.07969,9.279303,11.84984,54971000,3.5384,252,0.216465808,67.22410714,3291876.659,2942964.286,21,0.16915383
JBT,约翰宾技术,45.156624,8.736464,2.513474,33600000,0.8771,123,0.216358556,39.44504065,3107016.113,3186991.803,10,0.171058746
FF,FutureFuel Corporation,10.862834,1.71033,1.398346,6051000,6.2554,91,0.216031531,13.14813187,2126857.109,2526313.333,7,0.167523583
ELY,卡罗韦高尔夫,20.37836,2.942793,1.132574,60934000,0.936,252,0.215957273,12.57950397,15809137.34,13529154.76,21,0.172184038
BSX,波士顿科学,92.475699,6.200303,0.37545,555000000,2.8014,252,0.215781851,16.59636905,270764303.5,125813969.8,21,0.170675907
KBR,KBR科技,6.021934,1.876864,3.535409,62000000,-0.2152,143,0.215223343,23.59048951,34487930.07,39953867.61,11,0.171299021
FUL,富乐,27.129783,2.641747,2.173626,44464000,0.7191,252,0.215159026,25.53150794,6433757.063,6873852.381,21,0.166916363
JLL,Jones Lang LaSalle Inc,23.294326,2.047153,6.615774,110000000,0.157,252,0.214820636,69.28916667,8418538.849,3294835.714,21,0.181466546
IBA,Industrias Bachoco S.A.B. de C.V,10.561298,1.462999,5.430204,1577000000,-0.0848,252,0.214752427,25.70349206,297302.6111,277769.0476,21,0.182998596
MBT,移动电信,7.253512,4.071366,1.045011,14424000000,-0.0299,220,0.21444367,13.69869773,55039294.17,66124250,18,0.191954992
TSN,泰森食品,8.01269,1.858806,7.877504,542000000,0.2098,252,0.213994683,25.35869048,81178665.47,27597136.51,21,0.171709219
GRMN,佳明,20.307263,3.251691,3.188022,190000000,0.0755,214,0.213449759,37.86303738,25712804.93,38571812.15,17,0.185308166
SBR,Sabine Royalty Trust UBI,16.499573,121.405819,2.709161,12543900,0.5879,252,0.213305421,37.7789881,528884.6508,463906.3492,21,0.175154941
NPO,EnPro Industries Inc,2.933075,1.826353,25.686356,9900000,0.1,197,0.212956849,39.93563452,3035868.303,3870438.776,16,0.186489453
PETQ,Petiq Inc.,0,4.453668,-0.293074,5398000,-0.1107,15,0.212869459,26.22066667,9692009.625,5636787.857,1,0.078564753
NDRO,Enduro Royalty Trust,2.436415,1.285287,1.395493,4433000,0.3552,83,0.212753964,8.883614458,1825386.5,3126287.805,6,0.164893172
ZBRA,Zebra Technologies Corporation,52.909985,8.452174,3.192403,70000000,3.1176,252,0.212726073,45.39040437,7018159.175,11309941.27,21,0.175714506
DISH,DISH Network Corporation,6.643157,2.123798,5.336318,460000000,6.8331,252,0.212310621,32.86300278,53679919.83,65172130.95,21,0.174821941
GPX,GP Strategies,34.465888,1.683869,0.549819,3575000,-0.3902,252,0.212161789,13.50194444,969772.1508,737563.4921,21,0.178361392
QGEN,快而精医药,113.054722,3.492986,0.343462,36815000,1.6389,252,0.211590782,19.81049087,20134818.12,6386356.714,21,0.166394994
NFX,新田,14.363986,3.358132,1.939573,119000000,0.2143,252,0.211443364,32.02097222,53583725.03,18593648.41,21,0.174545917
ARA,"American Renal Associates Holdings, Inc.",0,-9.895506,-0.292049,2277000,-0.8611,30,0.211154953,19.116,3637205.667,2912411.733,2,0.12848262
ASR,Grupo Aeroportuario del Sureste,18.547924,39.57022,9.96284,1098000000,-0.0466,217,0.211106799,73.43820276,1341875.358,2153790.741,18,0.173940066
TUP,特百惠,0,-9.750801,-3.847048,63800000,4.6045,252,0.211104028,38.72392857,12833714.35,8407288.095,21,0.17342314
AIT,Applied Industrial Technologie,21.08273,3.660886,3.65465,40362000,-0.2379,252,0.211044629,27.99331905,4762089.206,3448415.079,21,0.176877239
MTCH,"Match Group, Inc.",26.680115,24.781824,1.889797,131000000,1.552,35,0.210774565,24.351,40014601.5,24969139.71,2,0.149471486
TPR,Tapestry Inc.,36.6389,4.530182,1.392782,212000000,0.3955,216,0.210537495,34.56289352,78590317.48,84965890.74,18,0.177678914
RHI,罗伯特哈夫,28.097469,8.412706,2.760391,109000000,0.3611,252,0.210343609,32.06513889,26421110.24,18528072.22,21,0.166128863
AIMC,奥创控股公司,22.056426,2.907537,1.852068,19007000,0.2355,142,0.210071772,23.95647887,2997861.282,3439932.394,11,0.177688241
ARCC,阿瑞斯,8.545036,1.020301,2.03627,254000000,0.427,168,0.209957549,15.49535714,37979032.18,16589550,14,0.155989038
WEX,Winland Electronics Inc,40.310101,4.567089,4.685674,39440000,1.3702,164,0.209281487,66.1703439,5765750.244,5945314.634,13,0.172171335
GWR,杰纳西及怀俄明,9.091331,1.487827,9.69055,48611000,0.01,252,0.209115676,38.54280238,7863871.579,4006781.032,21,0.185130184
MRC,MRC Global,33.955653,2.390563,0.584586,22000000,2.6667,78,0.209057253,20.27115385,25563294.59,20846805.13,6,0.160595324
IR,英格索兰,17.939125,3.599531,5.551553,453000000,0.2496,252,0.208812449,37.13815476,69018541.88,53700353.17,21,0.151446279
KLAC,科磊,22.497035,11.121951,5.131343,349000000,0.3615,252,0.208664793,51.13054563,48311307.52,139361719,21,0.173557806
GFF,格里丰,6.646427,1.669979,2.760882,5827000,-0.3901,252,0.208629296,14.57753214,3660393.762,3195758.651,21,0.173642289
PICO,PICO控股,0,1.391742,-0.18078,4302000,0.4436,252,0.208618973,22.01751984,1729197.651,751152.381,21,0.172474088
BLKB,布莱克波特科技,72.577015,13.915842,1.410915,6592000,-0.4023,171,0.208514148,37.21625731,4275640.337,5073854.118,14,0.175339331
BRSS,Global Brass and Copper Holdings,15.015123,4.697642,2.487492,21100000,0.3354,65,0.208487978,23.87353846,2392854.636,2713568.281,5,0.153376799
WDC,西部数据,28.076403,1.655939,2.272727,756000000,1.7,76,0.20847705,72.16506579,91497749.55,46565900,6,0.149067535
EME,埃姆科,19.311559,2.690472,4.152953,70816000,0.247,252,0.208476662,27.23531746,9066778.167,10236678.57,21,0.169073645
HABT,"The Habit Restaurants, Inc.",0,2.783345,-0.150055,2829000,0.6515,47,0.208042975,18.88255319,7715526.292,8415907.174,3,0.13032093
LMAT,勒梅特微管医疗,31.296995,5.749429,1.139726,8751000,0.8892,144,0.207908152,11.17211806,1848117.25,421058.3333,12,0.188849372
HAL,哈里伯顿,378.768188,4.069879,0.107744,508000000,17.1429,252,0.207658887,31.0430754,251421253.9,200089305.6,21,0.179210611
CACI,CACI国际,15.82376,2.27031,12.234766,51831000,0.1718,252,0.207514093,56.07021825,5090418.54,6659795.238,21,0.169658725
CCR,CNX Coal Resources LP,9.168513,2.319329,1.963241,19376000,0.6887,39,0.207507114,14.18812051,789845,1811342.737,3,0.143592125
TRGP,Targa Resources Corp,85.298399,2.0195,0.65265,121000000,0.7153,94,0.207437003,60.14744681,37415975.6,5081582.979,7,0.156149206
CPHC,坎特伯雷帕克控股,14.700367,1.60361,1.037389,725400,0.0122,252,0.207374836,10.45249841,63027.73016,88205.55556,21,0.169059068
TOWR,Tower International,13.975143,2.384284,2.465091,22376000,0.1619,96,0.206859407,21.7734375,2961671.896,1914297.917,8,0.173450651
ATRI,Atrion公司公司,35.034908,5.996337,18.296038,8797000,-0.1226,252,0.206790763,170.5772421,84225.72222,70522.22222,21,0.170913449
AMP,阿莫斯莱斯金融,12.147742,3.557931,11.627675,462000000,0.1756,157,0.206778994,77.66828025,22162092.96,46675992.31,13,0.154379853
KNL,海丘,14.094663,3.124264,1.654527,13123000,0.0126,166,0.206718322,17.71614458,5143103.313,6242267.47,13,0.171674412
VPG,Vishay Precision Group,27.762457,2.906234,1.602884,7683000,1.1247,100,0.206625605,17.3455,935870.64,955330,8,0.163019273
AKO.B,Embotelladora Andina,19.364322,0.00249,1.213572,10944000000,0.1582,252,0.206303006,18.61746032,525612.2302,692938.0952,21,0.163920629
ISDR,Issuer Direct Corporation,26.401478,4.113522,0.579513,366000,-0.2576,55,0.206243123,10.66688909,184477.8571,141650.1481,4,0.156129049
RDI,Reading International Inc,21.880513,2.114821,0.743127,5101000,-0.7323,110,0.20624262,9.338136364,917333.2727,616678.1818,9,0.158682362
MLR,Miller Industries Inc,11.735736,1.545305,2.462564,7600000,0.4009,252,0.205985699,16.31642857,666875.0476,678585.873,21,0.174229173
LOGM,大家来网络,29.147483,1.383313,2.809848,6554000,-0.5585,111,0.205430179,54.34927928,8669677.607,5634638.182,9,0.177940528
ICFI,ICF国际,22.733217,2.407369,3.567467,13617000,0.1407,145,0.205245448,32.26934483,1701021.795,2310998.611,12,0.177456353
SEAS,SeaWorld Entertainment Inc.,0,9.001952,-0.057911,22697000,1.1291,66,0.204849014,21.09606061,40654616.58,25205378.91,5,0.15169727
AAON,艾伦建材,46.737581,9.063812,0.884727,11691000,-0.1525,252,0.20461667,10.21687302,3626610.849,3887686.746,21,0.173762252
VLRS,Controladora Vuela Compania de Aviacion SAB de CV,92.898889,1.589836,0.08041,38140000,1.0751,61,0.204493346,12.30803279,9399248,5236852.8,5,0.160595139
TYL,泰勒科技,51.85831,6.983146,4.669454,39161000,0.2326,252,0.204459485,46.96301587,4061164.532,2705920.635,21,0.175718424
FICO,Fair Isaac Corp,51.38695,22.269437,4.381268,32361000,0.2828,252,0.204339444,47.64330714,5252313.286,9922421.246,21,0.168524427
SPXC,SPX Corp,12.584589,4.123825,2.729529,23000000,3.5556,37,0.204209601,23.58986486,5081719.105,10745144.28,3,0.133635022
METC,Ramaco Resources Inc.,47.220973,2.655478,0.182546,10203400,3.9253,20,0.204093339,7.263,2003289,4256885.2,1,0.076816612
APA,阿帕契,19.322138,2.177266,2.250786,269000000,-0.5612,252,0.203928285,59.28543095,75103306.4,59599343.62,21,0.170684647
CNS,科恩-斯蒂尔斯金融,19.262638,6.572145,2.211016,25569000,0.1118,170,0.20386941,31.14329412,2788536.224,3861103.529,14,0.18030014
GDOT,Green Dot,35.073266,5.136065,2.442316,29827000,0.5482,99,0.203751205,31.45959596,8206510.62,8360904.082,8,0.170004403
ABEV,Ambev S.A.,32.208789,1.401512,0.144681,2424000000,0.1409,252,0.203663137,3.163055556,167688939.9,5671686.508,21,0.16557532
WMB,威廉姆斯,12.389981,3.892761,2.427768,269000000,0.3938,252,0.203611188,25.01525794,163427130,86176863.49,21,0.176417873
AVT,安富利电子,0,1.196386,-1.304522,58615000,-0.2803,252,0.203608689,30.01253968,22381990.67,17934710.32,21,0.159680018
EGN,爱内珍,17.459099,2.080583,4.432646,68274000,1.3159,252,0.20318517,39.1253869,16950923.21,5713615.079,21,0.169558744
PWR,广达公司,16.716985,1.366056,2.020101,74706000,0.1608,248,0.203165432,21.83861573,44632465.01,16695839.11,20,0.178315288
ICUI,ICU医疗,73.895205,4.949711,4.113934,31054000,1.8379,252,0.2028264,56.78105198,2327210.794,2048845.635,21,0.174403866
AMGN,安进,52.641807,8.537097,3.735434,2296000000,0.0674,252,0.202544351,81.43973214,95390505.49,208547148.4,21,0.151362018
ROK,罗克韦尔自动化,55.786991,14.927833,3.137649,199000000,-0.0844,252,0.202541908,70.89166667,22901983.59,18107770.63,21,0.156557264
DHR,丹纳赫,26.185512,2.575322,3.824634,674000000,0.209,252,0.202529596,35.88480714,84581553.78,117070266.7,21,0.135592038
CRAI,CRA国际,36.588606,2.346891,1.557862,6839000,0.7504,246,0.202520896,29.17857724,957825.3821,1415034.146,20,0.173571542
SYNH,"Syneos Health, Inc.",0,1.788301,-2.406538,13560000,3.0012,47,0.202513509,43.505,17724101.79,10014008.13,3,0.160772323
FLS,福斯,0,4.170893,-0.229109,14787000,-0.6495,252,0.20247737,27.62248016,37029033.81,19782161.9,21,0.168732747
BR,布罗德里奇,36.666851,14.27941,3.663527,207000000,0.1053,139,0.202315534,40.58122302,12810827.97,18935775.36,11,0.153635491
ACHC,阿卡迪亚医疗保健公司,15.469282,1.328789,2.581891,58890000,0.1864,83,0.202262811,42.98246988,21224635.5,5246695.122,6,0.177151489
FUN,雪松娱乐,15.885917,-42.191761,3.29726,19243000,-0.3865,252,0.202228383,32.3102873,3759339.627,1345457.143,21,0.158793017
CHU,中国联通(香港),43.962941,0.627969,0.27091,2924000000,0.8768,220,0.202083326,13.27828727,18204988.71,16966630.91,18,0.170364159
IT,加特纳,157.391743,14.327937,0.923619,46270000,1.5014,252,0.202024281,39.65370317,10063732.2,8953685.714,21,0.171391596
GRC,Gorman-Rupp Company,29.267758,2.882691,1.28059,10173000,0.2963,252,0.201962183,17.0984127,1169304.079,686458.9286,21,0.172999433
IBP,"Installed Building Products, Inc.",32.625547,6.921967,1.443654,16315000,0.3626,56,0.201704703,36.26071429,4055955.071,2977644.286,4,0.158155164
TNET,TriNet Group Inc,18.931285,13.678608,3.164603,58000000,0.45,54,0.201544139,30.65592593,7085043.037,11167907.15,4,0.150790648
MSCI,MSCI Inc,40.940921,44.623901,4.250515,117000000,0.4376,131,0.20141212,55.79618321,11958069.79,14257989.23,10,0.16010306
COHR,Coherent,18.222327,3.619777,10.064576,66970000,0.0958,176,0.201178269,66.13821023,4176022.92,3271475,14,0.178573846
MGLN,麦哲伦健康服务,15.857662,1.396233,4.735881,13551000,1.7504,177,0.20068848,50.93612994,3714742.685,6144327.273,14,0.161102452
MTLS,Materialise NV,3671.459036,8.065545,0.003756,369000,1.3864,52,0.200438525,10.05298077,1233027,1661662.692,4,0.149514102
SNE,索尼,11.608901,2.378909,4.698119,2.36864E+11,1.5092,252,0.200328167,39.6334127,30732239.75,13581755.56,21,0.178098694
COTV,"Cotiviti Holdings, Inc.",25.729353,3.493886,1.73887,16575000,-0.214,29,0.200078609,35.17413793,9796604.467,7511301.643,2,0.123481885
SLAB,芯科实验室,75.814457,4.145594,1.297246,14280000,-0.1381,223,0.19993331,43.21053812,7767228.946,21273332.43,18,0.168112843
WAB,美国西屋制动,36.276173,3.68506,3.011343,83271000,0.154,252,0.199876571,33.10115079,15959946.1,8260039.683,21,0.16378739
FLIR,菲利尔系统,68.547044,4.715297,0.894714,71563000,0.3919,252,0.199842578,20.42375794,24184006.6,29243596.03,21,0.173376401
APC,阿纳达科石油,82.778442,3.661377,0.76892,17000000,1.0509,252,0.199818532,49.35195437,102211249.1,77259373.02,21,0.17538012
LXFT,Luxoft Holding Inc. Class A Ord,27.176379,3.179571,1.641131,4698000,-0.2563,64,0.199676665,48.1909375,5713485.531,3100461.906,5,0.155232938
POPE,Pope Resources,15.703246,4.934097,4.648714,2532000,20.937,252,0.199627985,39.10896746,59465.34127,52996.8254,21,0.165025809
IMAX,Imax Corp,78.294525,2.90406,0.312921,10255000,4.6689,92,0.199623305,27.33222826,17375139.91,17075345.65,7,0.15386585
ICLR,ICON plc,26.464983,6.336909,5.459667,71868000,0.1088,244,0.199444136,31.04348525,7815492.311,6458870.492,20,0.18014461
BLK,贝莱德,14.235845,2.389476,33.542793,1078000000,0.2477,228,0.199401847,191.8961623,12812127.53,4111378.947,19,0.155387281
SP,SP Plus Corp,18.022042,2.594895,2.225053,16200000,-0.0636,173,0.199304603,20.50580925,1337250.069,1123054.651,14,0.158204106
SHPG,Shire plc,10.927417,1.433963,15.936063,616000000,1.5614,247,0.199167466,83.71740891,16744360.72,12824135.77,20,0.154443617
FANG,Diamondback Energy,21.189232,2.132162,5.745843,301000000,0.8349,72,0.199059079,78.264375,28727476.42,14856610.81,6,0.161729303
RBC,雷勃电气,15.485507,1.567931,5.382452,67300000,0.2394,252,0.198981884,45.63416667,6441767.952,2357446.825,21,0.158620703
NWL,纽威,5.102403,0.733886,4.248978,132000000,-0.4094,252,0.198929935,28.44480159,76549192.35,29269545.24,21,0.148867478
EC,哥伦比亚国家石油,11.910665,0.018055,1.85548,3.76661E+12,1.5402,121,0.19876159,28.83586777,19353173.21,5807773.333,10,0.165706178
GOGL,Golden Ocean Group,22.18159,0.92326,0.433693,8980000,1.7507,42,0.198729834,8.303419048,5555895.429,1893629.143,3,0.148724563
MASI,麦斯莫医疗,49.084015,7.415926,2.38978,43853000,-0.0285,134,0.198666442,40.06406716,8474510.507,9561219.403,11,0.171348504
MTRN,Materion,56.314084,2.495439,1.12938,11144000,0.5239,91,0.198546253,33.97087912,2148348.652,2108960,7,0.153717036
UNG,天然气ETF-United States,598.631258,1.149138,0.039891,19334300,1.4276,138,0.198364188,304.9731884,46183526.04,16995978.26,11,0.157803451
PEN,Penumbra Inc,153.448063,10.438347,0.841327,13381000,9.5886,37,0.197878556,84.26702703,5126370.316,4702844.833,3,0.148278919
TXRH,德州公路酒吧,30.070708,5.259611,2.222096,45963000,0.1732,168,0.19765967,24.14092262,14345319.83,14442838.1,14,0.164163411
GLOB,Globant,49.545281,7.37764,1.248353,14425000,5.8756,51,0.197559853,35.38647059,5794653,3796018.56,4,0.167978911
TAP,莫库酒业,9.298491,1.081075,7.316241,431000000,0.286,252,0.197119077,46.49867063,29839902.95,17732041.27,21,0.153526679
POST,Post Holdings,13.480206,2.124939,7.260275,96800000,2.6296,81,0.196979993,58.81308642,17498389.07,7813080,6,0.152284336
WIT,Wipro Ltd ADS,19.84605,0.050546,0.261513,20936000000,0.0054,216,0.196971678,3.972043981,24636607.93,36483042.59,18,0.167391413
UAL,联合大陆航空,12.064577,2.686596,7.057023,684000000,-0.1669,96,0.196903445,45.8534375,100936864.3,105591327.1,8,0.164872725
MDC,M.D.C. Holdings Inc,9.705843,1.233033,3.35365,63899000,0.8865,252,0.196696121,28.52823373,16307585.71,9793974.762,21,0.155937121
MLHR,赫尔曼米勒,17.890405,3.437687,2.146402,32200000,-0.0388,252,0.196474504,25.86446429,7448910.238,9355079.365,21,0.160566229
SAVE,Spirit Airlines,11.360031,1.797359,4.018475,11254000,-0.8543,89,0.196205754,41.32926966,27516459.36,12943954.55,7,0.161424055
SEP,Spectra Energy Partners L.P.,39.95257,1.633797,0.981664,391000000,0.0654,136,0.195911934,36.67786765,8335385.485,2576511.765,11,0.145641466
TARO,Taro Pharmaceutical Industries L,19.301339,1.881007,5.622408,67428000,0.236,79,0.195335235,106.6796203,2586403.975,834992.3077,6,0.151534556
VMI,维蒙特工业,30.409695,2.821762,4.605439,34680000,-0.2671,252,0.195150297,73.1234127,4324045.302,1694980.159,21,0.163185107
AAL,美国航空,12.511143,-20.571885,3.102834,566000000,-0.3449,58,0.195110275,42.49103448,138556322.8,216330984.5,4,0.147850541
RTEC,Rudolph Technologies Inc.,18.820504,2.401336,1.463829,14697000,0.5987,58,0.194884192,17.47517241,5066473.793,4088181.862,4,0.143197518
PBF,PBF Energy,6.420943,2.293924,7.75587,288000000,3.7622,70,0.194766802,29.79671429,45444416.69,26887087.43,5,0.161185109
FLR,福陆,32.102979,2.666043,1.797341,131000000,20.7774,216,0.19469701,45.70837963,34728840.39,39437100,18,0.161273957
EXLS,伊克赛尔服务控股,43.08774,3.625064,1.434979,14462000,-0.2903,144,0.194283235,30.31767361,3149279.5,2335370.833,12,0.16569303
TSCO,Tractor Supply Company,22.903198,7.673639,3.867582,207000000,0.2903,252,0.194061,28.45326627,32784291.8,28597111.11,21,0.163883197
PE,Parsley Energy,31.812031,1.493934,0.899974,141000000,1.5264,53,0.193957336,24.61169811,94308600.93,41474577.38,4,0.14752957
MYL,迈兰制药,44.728012,1.633859,0.865006,37500000,-0.8737,118,0.193894917,33.72402542,111060642,114981066.1,9,0.156665783
LII,雷诺士,28.269949,-49.204411,7.791312,138000000,0.1913,231,0.193581691,57.48640693,8574938.526,6527926.957,19,0.162099224
JNPR,瞻博网络,59.168658,2.230627,0.483026,117000000,-0.3521,108,0.193526543,25.22856481,104316527.8,153892864.8,9,0.144814359
FWRD,福沃运输,20.009745,3.460925,3.193444,24298000,0.2355,252,0.193209137,30.42208254,3213919.69,4700857.937,21,0.152357408
TI.A,意大利电信,9.326222,0.150431,0.66372,377000000,-0.1212,252,0.193128186,25.01789683,1641574.405,260587.3016,21,0.160975001
LPNT,LifePoint Hospitals,56.48701,1.10888,1.1392,54800000,0.1913,233,0.192901258,40.52716738,9463463.812,13645434.48,19,0.16044515
B,巴恩斯,55.855621,2.93774,1.225839,49429000,0.0978,252,0.192470165,23.75501984,6265804.302,3449084.127,21,0.15936518
TLK,印尼电信,16.59815,0.000268,1.3622,4.829E+12,-0.4052,252,0.192135079,14.89693214,9494681.952,15562057.08,21,0.156217854
LINK,"Interlink Electronics, Inc",31.74716,2.612727,0.112451,359000,-0.3461,30,0.19208329,7.34098,162979.8667,34800.06667,2,0.113436127
ENR,劲量控股,30.329713,79.251244,2.0897,23800000,-0.0442,227,0.19185472,60.24907489,12522096.64,9879290.265,18,0.165903861
SPSC,SPS Commerce,1287.587796,5.764279,0.07549,5416000,1.752,102,0.191854321,48.8002451,2464161.941,1279125.49,8,0.155105994
MNRO,Monro Muffler Brake,34.723041,3.599031,2.030352,20644000,0.174,252,0.191849774,25.47996587,5372091.905,1623565.548,21,0.165098185
SEM,Select Medical Holdings,13.07527,2.947983,1.491365,60559000,0.1805,109,0.19162197,11.73545872,16935169.75,8240183.333,9,0.162310967
ACU,Acme United Corp,19.232277,1.378078,1.109073,2436000,-0.1441,252,0.191429136,11.20965317,109611.9127,162247.619,21,0.153341506
ALB,美国雅宝公司,31.454938,2.818726,3.051985,311000000,1.7328,252,0.19141634,40.41305556,20512258.37,7370454.762,21,0.161310229
TPB,Turning Point Brands Inc.,27.791123,9.990255,1.211538,9319000,0.3539,29,0.191302656,18.62241379,1299860.2,1067549.143,2,0.138680905
MSA,Mine Safety Appliances Co,59.660881,6.123858,1.68318,33421000,1.6495,252,0.191241974,34.9272881,2895803.016,2039052.381,21,0.1552962
SSD,Simpson Manufacturing Co,31.535038,3.830326,2.369745,44086000,0.5626,252,0.191039255,27.71225198,4525013.31,2997600,21,0.16294591
AOS,A.O.史密斯,30.370947,5.757221,1.922561,115000000,0.2392,252,0.190811418,15.11355159,27939320.22,16210219.05,21,0.153602984
GSM,Ferroglobe PLC,13.162859,1.404416,0.622965,66030000,65.03,111,0.19065957,13.89396396,13060420.98,10057987.27,9,0.163764148
RL,拉夫劳伦,52.690794,3.241884,2.594381,109000000,0.8319,252,0.190645597,76.37329365,23479715.81,10398593.65,21,0.160777189
NATI,美国国家仪器,92.609245,5.140074,0.489368,31054000,0.2345,252,0.190523123,22.38978095,8402054.659,9187295.135,21,0.144263612
MAN,万宝盛华人力资源,9.98547,2.095692,8.938989,143000000,0.2256,252,0.190504384,55.1977381,15762711,11348530.95,21,0.159152493
R,瑞德系统,5.288073,1.455273,14.727481,42258000,-0.1693,252,0.190377622,47.51861111,14602439.37,10495582.54,21,0.160280748
IAC,IAC/InterActiveCorp,32.659576,6.438154,6.102345,281000000,2.4864,33,0.190364929,102.5469697,17504758.82,13411408.81,2,0.130149444
VC,伟世通,20.41635,6.408986,5.516167,36000000,-0.25,93,0.189785728,83.09075269,9751572.957,10611250,7,0.139001788
CHKP,Check Point软件科技,22.615362,4.98507,5.11776,198000000,0.0495,252,0.189701078,44.28843373,34215967.63,93701868.25,21,0.143840046
OMAB,北方中心机场,19.140733,6.150068,2.58872,709000000,0.3924,143,0.189523332,27.14153846,1099358.778,1660073.239,11,0.16205259
STM,意法半导体,39.568873,3.293792,0.510755,263000000,0.719,252,0.18948908,16.99369048,41293995.75,33689630.16,21,0.165088196
RDY,如瑞迪博士,27.872405,0.04442,1.254646,4561000000,6.7174,210,0.189364944,25.98321429,6153463.505,7660290.476,17,0.160319467
KT,韩国电信,14.132963,0.279441,0.958044,2.80672E+11,0.0875,233,0.189343594,20.15995708,14224248.72,14856572.41,19,0.144252993
NAP,Navios Maritime Midstream Partners LP,0,0.31838,-0.800948,4286000,1.1867,47,0.189282531,10.56183191,2577172.583,2048005.696,3,0.143324458
TTS,Tile Shop Hldgs,103.099468,2.8161,0.07711,4958000,-0.358,74,0.189260261,15.03810811,12089041.3,9332429.73,6,0.164058174
GLW,康宁,0,2.308931,-1.039962,738000000,0.6811,252,0.189238046,20.44033016,243163559.7,198942309.5,21,0.162063407
FOXA,21世纪福克斯公司,20.812944,4.277284,2.170284,983000000,0.8477,252,0.189196763,18.16334325,306325041.4,86707520.63,21,0.15508545
MGRC,McGrath RentCorp,8.420579,2.600096,6.862949,15912000,0.3884,252,0.188943303,23.93972222,1571773.119,1506608.73,21,0.165070806
WEB,"Web.com Group, Inc. ",27.148848,4.496595,1.033193,6212000,-0.2279,35,0.188642034,20.95285714,9329792.389,7446635.706,2,0.111204122
MEDP,Medpace Holdings Inc.,38.648613,3.622743,1.431358,16568000,0.7343,26,0.188266672,36.49346154,6622620.538,4602473.769,2,0.119349849
