code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,grow_3,grow_6,grow_radio_3,grow_radio_6,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
BRK.A,伯克希尔,10.834816,1.437634,28874.50977,12077000000,177%,252,13999.66667,3673.166667,5%,1%,12%,126837.72,156%,11600.52381,4535.293651,21,0.089548743
AMZN,亚马逊,146.914832,26.556285,12.969351,2534000000,1186%,252,89.04666667,90.80333333,5%,6%,30%,246.8684655,-52%,101144748.4,211494196,21,0.238620823
CABO,Cable ONE Inc,17.746715,6.42688,45.461372,43785000,57%,40,45.71,30.05666667,6%,4%,9%,600.9055,-4%,760596.5,794694.35,3,0.069504216
INGN,Inogen Inc,161.52253,19.681347,1.523255,14610000,75%,56,33.18,21.86666667,16%,12%,29%,72.38732143,4%,3772470,3625005.786,4,0.228192629
TPL,Texas Pacific Land Trust Sub Sha,49.713704,43.191976,17.037556,52503000,158%,252,32.86666667,43,5%,7%,33%,85.00423016,-38%,293076.5079,470373.0159,21,0.27338336
ISRG,直觉外科公司,76.454235,10.510289,7.08293,255000000,14%,220,30.21333333,25.915,6%,6%,41%,111.7960173,-35%,22952377.82,35202454.09,18,0.311257778
MED,快验保,66.846239,26.116097,3.362792,14133000,86%,252,28.61,25.29333333,16%,18%,61%,19.66313492,85%,5454614.397,2946546.032,21,0.500104435
MNK,Mallinckrodt plc,2.048159,0.455992,17.322874,15600000,-75%,64,4.12,2.783333333,21%,0.158156768,0.240491393,60.49203125,0.787367601,55309254.75,30944532.47,5,0.180757552
ORLY,奥莱利,22.386339,69.196006,14.771062,353000000,25%,252,23.17333333,16.515,8%,6%,18%,80.04051587,78%,23148810.34,12973764.29,21,0.154029591
IAC,IAC/InterActiveCorp,32.659576,6.438154,6.102345,281000000,249%,33,22.8,10.655,14%,7%,19%,102.5848485,32%,17644180.82,13411408.81,2,0.130677673
ULTI,The Ultimate Software Group,247.786027,15.925577,1.211731,13680000,202%,244,22.76,13.70833333,8%,5%,23%,68.35629098,92%,4550681.697,2373795.902,20,0.189332494
SHW,宣伟公司,22.283541,11.090846,20.07715,404000000,26%,252,21.84,13.83833333,5%,3%,14%,112.547619,22%,20054512.57,16414328.57,21,0.120697303
PAYC,"Paycom Software, Inc.",97.335747,26.836098,1.550715,35722000,78%,54,18.41,7.906666667,16%,7%,33%,54.57481481,45%,14353432.48,9875877.074,4,0.217120388
ALGN,阿莱技术公司,99.927201,24.222031,3.678678,106000000,53%,213,18.37,24.27833333,5%,9%,46%,45.4992723,30%,17088709.14,13167182.08,17,0.348487185
TTD,Trade Desk Inc.,103.077804,19.727696,1.34219,19343000,3%,25,17.92,16.34166667,21%,24%,42%,57.838,40%,21975371.85,15747227,2,0.233204486
CVCO,卡寇工业,31.588593,4.62852,7.686319,19691000,68%,184,17.2,14.10833333,8%,7%,24%,58.75222826,1%,741325.1739,735781.5217,15,0.207686453
TECH,Techne Corporation,56.281276,6.554522,3.344807,40901000,27%,252,17.16666667,7.963333333,11%,5%,16%,61.94859127,-45%,3134017.627,5732983.333,21,0.127693655
REGN,Regeneron Pharmaceuticals,25.408124,5.652737,14.811404,551000000,42%,252,16.58,8.668333333,5%,3%,43%,121.6789286,89%,15312439.72,8117688.095,21,0.342392025
PRLB,Proto Labs Inc,61.79323,7.842468,2.377283,18314000,52%,80,16.03333333,8.25,12%,6%,22%,68.888125,-19%,4827210.325,5981805,6,0.166336254
GWW,美国固安捷,26.590412,10.821517,13.732393,248000000,132%,252,15.95,12.63666667,5%,4%,11%,122.5145833,43%,13548585.51,9486265.873,21,0.10092161
LGND,Ligand Pharmaceuticals Inc.,44.481085,8.557125,5.650042,73160000,1108%,252,15.92333333,14.95666667,8%,8%,35%,63.16180714,80%,4203955.667,2334279.365,21,0.29703838
DXCM,德康医疗,0,24.985557,-0.060621,30200000,941%,162,15.88,11.47833333,17%,13%,47%,32.12731481,177%,17175145.28,6196211.111,13,0.371350597
LINK,"Interlink Electronics, Inc",31.74716,2.612727,0.112451,359000,-35%,30,0.6,-0.064866667,17%,0.005646175,0.200455764,7.347646667,3.687496767,163125.2,34800.06667,2,0.117622364
FICO,Fair Isaac Corp,51.38695,22.269437,4.381268,32361000,28%,252,15.58,11.745,8%,6%,20%,47.6472754,-47%,5255006.46,9922421.246,21,0.168524427
PETQ,Petiq Inc.,0,4.453668,-0.293074,5398000,-11%,15,4.686666667,2.356666667,16%,0.096075107,0.207804767,26.14133333,0.740199449,9809135.125,5636787.857,1,0.076032407
BIIB,生化基因,24.215998,5.624378,14.136522,915000000,6%,252,15.51666667,10.41666667,5%,4%,22%,119.0060706,-50%,38952326.49,78397207.14,21,0.181433043
HIIQ,Health Insurance Innovations In,46.833441,7.520022,1.192524,4026000,-42%,68,5.783333333,3.491666667,16%,0.102213864,0.568494359,14.67852941,5.366717319,8053236.206,1264896.147,5,0.400283772
GRUB,GrubHub Inc,94.86805,8.968401,1.45929,30120000,104%,54,14.45,8.586666667,13%,8%,27%,49.84351852,11%,36901243.67,33348717.81,4,0.195452403
SODA,SodaStream International Ltd,35.141988,5.813948,4.051279,26110000,82%,95,14.39666667,6.185,14%,6%,40%,44.22857895,-66%,7810975.583,23148202.13,7,0.286068633
LMT,洛克希德马丁,35.468168,218.724346,9.058545,1163000000,22%,252,14.18333333,-0.185,5%,0%,10%,107.0626389,-13%,37637162.97,43065027.78,21,0.082953502
MTD,梅特勒-托利多,37.415973,26.898084,15.180682,111000000,10%,251,14.01333333,7.661666667,2%,1%,14%,157.3669323,11%,4264813.921,3852336.8,20,0.126747309
HII,Huntington Ingalls Industries,18.228121,6.313163,13.583957,239000000,63%,90,12.72333333,-0.555,6%,0%,14%,120.1835556,18%,7242761.533,6156064.444,7,0.111729495
ZBRA,Zebra Technologies Corporation,52.909985,8.452174,3.192403,70000000,312%,252,12.59,7.19,9%,5%,21%,45.40012659,-38%,7023831.706,11309941.27,21,0.175714506
ROP,儒博实业,28.334429,4.197553,10.468536,228000000,27%,252,12.33333333,4.963333333,4%,2%,10%,80.53063492,49%,10308573.66,6934296.032,21,0.090392005
TMO,赛默飞世尔,39.375747,3.574979,5.960776,752000000,23%,252,12.27333333,6.07,6%,3%,13%,65.21452381,119%,47903995.91,21865194.44,21,0.107744316
IRBT,iRobot Corp.,52.270199,6.46617,2.067526,10471000,32%,155,12.07,7.986666667,16%,11%,31%,32.77741935,149%,11415037.59,4577340.26,12,0.259145094
BIO.B,Bio-Rad Laboratories Inc Cl B,12.309845,2.038763,25.751745,268000000,5224%,252,11.8,13.375,4%,5%,15%,87.45864206,-3%,4673.706349,4835.714286,21,0.12211895
KWR,奎克化学,70.833011,5.609265,2.503635,19370000,57%,252,11.79666667,6.74,7%,4%,32%,45.21797619,226%,1334051.929,409463.4921,21,0.255756198
PH,汉尼汾,21.506657,3.891989,7.97567,353000000,20%,252,11.31666667,3.188333333,7%,2%,25%,64.39981349,-13%,28194325.67,32486417.86,21,0.176351
ADBE,Adobe,59.409276,14.709145,4.401838,663000000,77%,252,11.05333333,10.28666667,4%,4%,17%,47.90292778,-41%,90884477.25,153472419.8,21,0.144143269
JKHY,杰克亨利,32.641894,10.014732,4.854804,85280000,32%,252,10.90666667,6.998333333,8%,5%,12%,37.40128968,-16%,8545410.762,10162103.97,21,0.103277516
BA,波音,21.730004,-139.293348,16.07823,2196000000,26%,252,10.83666667,6.708333333,3%,2%,15%,88.95888889,15%,96561183.87,83875406.35,21,0.120725541
USPH,US Physical Therapy Inc,68.642784,7.106937,1.727057,13236000,107%,74,10.63333333,7.725,10%,8%,16%,52.07716216,86%,1460226.27,785554.0541,6,0.124647241
IDXX,IDEXX实验室,70.910999,-525.310514,3.518495,109000000,27%,252,10.59333333,9.433333333,5%,5%,17%,41.63025794,-36%,13548880.02,21071066.67,21,0.145721964
JBT,约翰宾技术,45.156624,8.736464,2.513474,33600000,88%,123,10.46666667,1.183333333,11%,2%,22%,39.47837398,-2%,3112646.371,3186991.803,10,0.171058746
HUBB,Hubbell Incorporated,26.359218,4.059947,4.738001,102000000,27%,34,10.21333333,2.25,9%,2%,7%,114.6832353,54%,7942034.941,5171240.471,2,0.044163791
AAPL,苹果,19.40896,9.082616,11.137124,11519000000,32%,252,10.13333333,7.559766667,5%,4%,24%,44.88673135,-33%,1910539612,2847619467,21,0.200106298
LII,雷诺士,28.269949,-49.204411,7.791312,138000000,19%,231,10.05333333,4.196666667,5%,2%,19%,57.47874459,31%,8578892.552,6527926.957,19,0.162099224
NSC,诺福克南方,8.734842,2.957063,20.018679,710000000,43%,252,9.676666667,7.213333333,6%,5%,16%,57.43349206,41%,50080231.64,35446802.38,21,0.134681069
BRK.B,伯克希尔B,12.903661,1.432873,16.117907,12077000000,177%,252,9.62,2.516666667,5%,1%,13%,84.31230159,258%,125315549.1,34977698.41,21,0.095972194
TDG,TransDigm,25.904242,-8.902196,13.702775,217000000,29%,151,9.556666667,10.81333333,3%,3%,17%,136.9330464,42%,9747535.553,6878845.333,12,0.145386609
ROKU,Roku Inc,23.72167,31.688542,2.66676,526000,103%,13,9.423333333,6.731666667,19%,15%,34%,41.82615385,-9%,136212665.6,150245847.8,1,0.116512954
IT,加特纳,157.391743,14.327937,0.923619,46270000,150%,252,9.403333333,7.206666667,7%,6%,20%,39.65154762,12%,10072670.46,8953685.714,21,0.171391596
CACI,CACI国际,15.82376,2.27031,12.234766,51831000,17%,252,9.316666667,7.466666667,5%,5%,21%,56.07736111,-24%,5091999.881,6659795.238,21,0.169658725
TYL,泰勒科技,51.85831,6.983146,4.669454,39161000,23%,252,9.26,6.36,4%,3%,20%,46.95948413,50%,4063801,2705920.635,21,0.175718424
TSQ,Townsquare Media,0,0.489908,-2.099586,1634000,-71%,50,0.84,0.183333333,13%,0.034094552,0.182025358,10.2332,0.411826883,1359986.52,963281.36,4,0.120857652
APPF,"AppFolio, Inc.",152.553145,27.417531,0.530307,7474000,167%,40,9.183333333,7.658333333,13%,13%,18%,31.607,106%,2498279.6,1211028.05,3,0.144859573
SPSC,SPS Commerce,1287.587796,5.764279,0.07549,5416000,175%,102,9.106666667,6.256666667,11%,8%,19%,48.81259804,93%,2469136.51,1279125.49,8,0.155105994
IQV,IQVIA,21.187027,3.45036,5.91966,68000000,3%,65,9.033333333,4.721666667,9%,5%,11%,72.69938462,127%,27748407.61,12239910.94,5,0.086725969
INT,全球燃料服务,0,1.080157,-2.507314,29200000,-3%,252,2.56,0.581666667,13%,0.033571424,0.367734599,21.88205357,0.88184274,11699165.4,6216866.667,21,0.27087284
SNA,施耐宝,16.510713,3.210869,10.665196,183000000,17%,252,9.006666667,6.715,5%,4%,15%,67.54579365,50%,8862816.397,5906912.698,21,0.121678792
HCA,HCA控股,16.110504,-7.590015,8.153687,966000000,22%,90,8.976666667,5.11,9%,5%,15%,62.406,-11%,56648496.2,63755580,7,0.127780282
TCMD,Tactile Systems Technology Inc,187.457049,15.045571,0.344879,2572000,-32%,27,5.916666667,6.251666667,12%,0.15564591,0.323008365,30.32675926,1.457988696,5202124.714,2116415.231,2,0.204309828
FLS,福斯,0,4.170893,-0.229109,14787000,-65%,252,5.44,2.301666667,12%,0.052088892,0.20247737,27.62613095,0.872773373,37047506.07,19782161.9,21,0.168732747
FTNT,飞塔信息,152.145721,17.42748,0.528375,49300000,114%,107,8.84,5.968333333,13%,9%,95%,22.07345794,-82%,36718899.81,201703509.4,8,0.551813942
TREX,Trex Co Inc,40.190946,15.933904,2.011896,42820000,49%,233,8.84,5.713333333,13%,9%,34%,13.30313305,17%,13519442.65,11602086.21,19,0.291092974
OLED,Universal Display Corporation,91.735602,8.82997,1.329909,10814000,-77%,64,11.16666667,3.175,12%,0.038929761,0.316826753,66.1675,0.663442862,19055840.38,11455662.72,5,0.252576551
ATNI,大西洋电讯,58.036335,1.721858,1.268688,10780000,-1%,252,6.85,2.323333333,12%,0.041187364,0.381017926,31.43375,1.611111822,1124315.738,430588.8889,21,0.263869441
VRSN,威瑞信,33.133777,-13.779293,4.710601,128000000,4%,249,8.763333333,7.486666667,6%,6%,23%,48.37608434,-54%,41425658.03,89839237.1,20,0.178084515
RCL,皇家加勒比邮轮,14.804242,2.321933,8.086196,466000000,26%,252,8.75,1.956666667,8%,2%,38%,44.7172619,121%,52726480.56,23822360.32,21,0.278208674
AINC,Ashford Inc,0,4.812275,-3.003723,8932000,224%,47,8.728333333,-1.134166667,13%,0%,31%,71.78028936,-43%,72758.20833,128433.913,3,0.208364755
CLW,克利尔沃特纸业,5.182144,0.801358,5.547897,6961000,-13%,118,2.816666667,-1.275,12%,-0.01222226,0.469037224,42.85974576,-0.360719434,2407231.559,3765532.203,9,0.307766285
CHTR,Charter Communications,7.648283,1.861884,39.312092,339000000,74%,97,8.723333333,1.753333333,3%,1%,14%,171.7074742,165%,34515035.59,13041637.5,8,0.124066555
ANDV,Andeavor,10.556909,2.329758,14.706956,582000000,569%,252,8.716666667,9.478333333,6%,9%,37%,35.50434524,105%,79568219.15,38805184.13,21,0.297430516
CATM,Cardtronics,0,4.409765,-3.476785,3772000,-75%,130,2.513333333,1.505,11%,0.07111636,0.468888019,25.55053846,0.776365848,8408241.908,4733395.385,10,0.342204496
ARNC,美国铝业Arconic,0,2.085081,-0.871634,120000000,-43%,23,2.026666667,-0.015,11%,0.010358999,0.145148595,23.56652174,-0.176266164,78111157.42,94825724,1,0.076735263
CHKP,Check Point软件科技,22.615362,4.98507,5.11776,198000000,5%,252,8.64,4.145,8%,4%,19%,44.29331468,-63%,34228090.03,93701868.25,21,0.143840046
LLL,L-3通信,18.606932,3.040775,11.358132,379000000,83%,245,8.523333333,1.455,4%,1%,12%,81.97518367,-22%,14700919.23,18858204.1,20,0.107087172
CSGP,科斯塔,86.967401,5.546458,4.99578,43835000,98%,243,8.28,12.19833333,2%,3%,16%,90.6073251,70%,3399537.721,1995253.719,20,0.141257866
URI,联合租赁,8.50555,4.084324,18.360952,270000000,91%,250,8.123333333,-0.148333333,5%,0%,36%,42.67592,166%,35787740.76,13459216.8,20,0.301327734
AMED,阿米斯医疗,58.978084,9.715001,2.110784,33541000,641%,252,8.083333333,8.106666667,9%,10%,32%,25.16805556,122%,9771581.008,4411343.651,21,0.297279299
FOXF,Fox Factory Holding Corp.,41.670985,8.986151,1.553839,18813000,37%,62,7.933333333,5.708333333,15%,12%,19%,25.03048387,140%,5682126.258,2370551.484,5,0.139129419
POOL,Pool Corporation,29.126759,20.709789,5.52619,117000000,24%,252,7.923333333,4.75,5%,3%,25%,39.06963611,-25%,5891523.103,7856651.103,21,0.174460921
TREE,LendingTree,39.080918,8.876131,6.146222,42547000,481%,122,7.783333333,-15.35,4%,-4%,46%,65.93893443,555%,5287425.23,806695.082,10,0.369967446
BDX,碧迪医疗,109.552419,3.199988,2.331304,594000000,550%,252,7.743333333,7.695,3%,3%,11%,83.13587302,15%,24249192.76,21086194.44,21,0.091705765
LAWS,劳森产品,10.961037,2.937676,2.928555,3194000,-56%,252,2.833333333,1.15,11%,0.044528259,0.25859767,25.28710317,0.499784268,396764.3571,264547.619,21,0.232978203
ROLL,RBC轴承,38.644554,4.124774,3.860311,27467000,26%,158,7.743333333,4.591666667,6%,4%,19%,53.56515823,-33%,1697248.025,2525596.203,13,0.156930821
SAVE,Spirit Airlines,11.360031,1.797359,4.018475,11254000,-85%,89,4.246666667,1.876666667,11%,0.04766901,0.196205754,41.33005618,1.128147334,27546642.36,12943954.55,7,0.161424055
FFIV,F5网络,25.496304,9.014357,7.359498,123000000,26%,232,7.726666667,8.771666667,4%,6%,29%,63.34771552,-29%,28928985.16,40856942.24,19,0.249327895
NUVA,纽瓦索器材,83.033256,4.605331,0.842554,11531000,-2%,173,6.063333333,3.035,11%,0.053564158,0.286318601,35.11803468,0.264674375,12427587.45,9826709.302,14,0.243428516
BR,布罗德里奇,36.666851,14.27941,3.663527,207000000,11%,139,7.7,4.708333333,7%,4%,20%,40.58913669,-32%,12827966.24,18935775.36,11,0.153635491
DNB,邓白氏,22.261662,-6.840622,6.408776,94700000,103%,252,7.613333333,4.656666667,6%,4%,12%,126.2852377,18%,7422614.802,6315040.865,21,0.106036214
ROG,罗杰斯,32.540891,3.088521,4.154465,17329000,-17%,252,12.46333333,5.036666667,10%,0.043103755,0.230662963,46.90027778,0.422118385,2133157.262,1499985.714,21,0.200654356
CSPI,CSP Inc,0,2.657267,-0.104695,3000,-100%,252,1.033333333,0.422533333,10%,0.044075204,0.354630142,6.465565476,-0.493808279,220150.1111,434914.4841,21,0.273579825
NGVT,Ingevity Corporation When Issued,27.653482,12.492083,3.631369,52200000,46%,29,7.556666667,4.926666667,9%,6%,16%,63.94586207,-49%,4656493,9115936.071,2,0.11546336
COHR,Coherent,18.222327,3.619777,10.064576,66970000,10%,176,7.513333333,-1.573333333,5%,-1%,20%,66.16980114,28%,4181960.852,3271475,14,0.178573846
ODP,欧迪办公,18.78864,0.85894,0.177767,16000000,-33%,48,0.25,0.19,10%,0.079595026,0.307830782,5.151666667,-0.341027511,125920943.7,191086799.4,4,0.198204159
ARA,"American Renal Associates Holdings, Inc.",0,-9.895506,-0.292049,2277000,-86%,30,1.49,0.288333333,10%,0.028709191,0.211154953,19.11866667,0.253475882,3650637.867,2912411.733,2,0.12848262
WST,West Pharmaceutical Services Inc,57.388742,6.701569,2.035591,56100000,45%,252,7.51,5.568333333,7%,6%,15%,28.31181548,54%,6510247.802,4224880.952,21,0.126049026
MIDD,The Middleby Corporation,22.278643,4.426988,5.353109,83988000,8%,252,7.506666667,0.645,7%,1%,27%,36.66394841,29%,8451241.96,6564426.19,21,0.224161358
NSP,Insperity,44.010355,41.030986,2.620974,24560000,75%,91,7.333333333,7.716666667,8%,9%,24%,29.55637363,97%,7264802,3682195.556,7,0.187355296
HRS,哈里斯公司,26.962507,5.833871,6.053962,217000000,66%,252,7.32,0.66,5%,1%,17%,47.53738095,2%,18747902.48,18305029.37,21,0.138259019
AIN,奥尔巴尼国际股份有限公司,40.151256,4.209941,1.916503,30306000,2358%,252,7.266666667,3.225,11%,5%,24%,29.80043532,2%,2925492.31,2872224.048,21,0.184141965
WINA,威玛克工贸有限公司,21.425809,-28.224969,7.068578,7143000,29%,252,7.266666667,6.383333333,5%,4%,22%,42.42777778,53%,142562.4206,92965.87302,21,0.183361932
MANH,曼哈顿联合软件,35.824263,28.844753,1.582447,27668000,-11%,246,4.653333333,3.173333333,9%,0.066523269,0.186799738,17.32504065,-0.601567087,11539692.62,28962699.19,20,0.162492501
FN,Fabrinet,21.172222,2.353233,2.259092,22768000,-17%,100,3.583333333,2.716666667,9%,0.079543105,0.24905647,23.587,1.350716338,8582300.8,3650930,8,0.224276166
LANC,兰卡斯特食品,31.120354,6.476558,4.937926,32387000,14%,252,7.26,6.128333333,5%,4%,15%,60.14202381,-15%,2132650.5,2508548.016,21,0.121974734
MTCH,"Match Group, Inc.",26.680115,24.781824,1.889797,131000000,155%,35,7.053333333,2.523333333,17%,6%,22%,24.391,62%,40336461.44,24969139.71,2,0.151802488
MA,万事达,46.633888,41.364266,4.490297,1569000000,33%,149,6.943333333,6.8,3%,4%,28%,60.98124161,-81%,91604494.52,483508905.4,12,0.21373695
CSL,卡莱尔伙伴,12.686458,2.799994,10.052451,114000000,11%,252,6.836666667,4.096666667,6%,4%,17%,47.71172619,52%,7810099.183,5137161.905,21,0.140635668
NVEE,NV5 Holdings Inc.,30.334731,5.505444,2.851517,7620000,76%,61,6.783333333,5.6,9%,8%,29%,30.65967213,153%,1410959.71,556751.4333,5,0.226335733
BIO,Bio Rad实验室,9.220118,2.050082,34.572227,268000000,5224%,252,6.74,9.681666667,2%,4%,15%,88.17761905,43%,2049662.468,1434724.603,21,0.123795868
QCOM,高通,0,4.276574,-2.845634,1219000000,41%,252,6.733333333,3.541666667,11%,6%,18%,43.10145873,-49%,270246431.9,530359744.4,21,0.145832326
IEX,IDEX Corp,30.170491,5.840213,5.021463,107000000,28%,252,6.533333333,2.073333333,5%,2%,12%,42.50113611,51%,7789908.008,5143901.897,21,0.101197879
ZBH,Zimmer Biomet Holdings Inc,15.013224,2.118816,8.352636,185000000,0%,207,6.51,3.556666667,6%,3%,14%,75.6368599,-17%,28377699.27,34272016.5,17,0.114898243
CW,寇蒂斯莱特,23.450174,3.707222,5.665203,74788000,48%,252,6.496666667,0.506666667,5%,1%,15%,40.12476667,100%,4953703.437,2475698.413,21,0.120939693
EPAY,Bottomline Technologies,230.689874,8.362776,0.277212,12752000,325%,236,6.473333333,5.036666667,12%,10%,24%,20.05228814,41%,4288792.822,3040141.525,19,0.199387862
PEN,Penumbra Inc,153.448063,10.438347,0.841327,13381000,959%,37,6.3,6.55,5%,6%,20%,84.3372973,10%,5153660.105,4702844.833,3,0.149839356
CEO,中海油,14.306265,1.320075,12.0255,12739000000,57%,212,6.296666667,6.823333333,4%,4%,25%,119.5884434,-39%,3286289.623,5390704.717,17,0.20432591
ANIK,阿尼卡医疗,32.872416,2.449494,1.260023,10092000,-11%,252,2.963333333,-1.49,9%,-0.022202704,0.386050028,16.68880952,0.675260497,2408819.841,1437877.778,21,0.318131602
MEDP,Medpace Holdings Inc.,38.648613,3.622743,1.431358,16568000,73%,26,6.28,3.89,15%,9%,19%,36.50461538,45%,6670818.846,4602473.769,2,0.119710439
PRAH,PRA Health Sciences,59.25989,7.15853,1.778606,42282000,43%,47,6.276666667,5.02,6%,5%,17%,59.01106383,72%,11280970.5,6561811.652,3,0.13839268
PCRX,Pacira Pharmaceuticals,0,6.513895,-0.255555,2564000,113%,92,6.25,3.291666667,17%,9%,39%,43.16929348,180%,16616133.04,5933630.435,7,0.320612559
GPN,环汇有限公司,34.609695,5.044518,3.529358,118000000,63%,213,6.183333333,3.046666667,5%,3%,17%,32.17030516,21%,28010515.33,23184562.26,17,0.140838896
STAA,STAAR Surgical Company,536.167384,38.540239,0.083556,1830000,288%,252,6.15,5.766666667,19%,26%,76%,8.563531746,23%,3228483.643,2626153.968,21,0.548896897
UAL,联合大陆航空,12.064577,2.686596,7.057023,684000000,-17%,96,6.713333333,3.381666667,9%,0.045342537,0.196903445,45.8621875,-0.043004414,101050433.9,105591327.1,8,0.164872725
CSTE,CaesarStone Sdot-Yam Ltd,51.451252,1.377988,0.367338,11041000,-26%,79,1.383333333,-0.075,9%,0.002393429,0.228974103,35.25322785,0.826160927,6650096.125,3641571.795,6,0.188546822
ITGR,Integer Holdings Corporation,25.269232,2.698798,3.047184,20022000,570%,27,6.133333333,4.441666667,9%,7%,15%,45.87962963,-16%,3965925.286,4709614.923,2,0.111423132
OMCL,Omnicell,66.912733,4.54983,1.019238,6588000,250%,206,6.1,4.541666667,11%,9%,22%,20.36157767,-35%,3994043,6139633.981,17,0.182667502
GDOT,Green Dot,35.073266,5.136065,2.442316,29827000,55%,99,6.053333333,4.513333333,8%,6%,20%,31.50858586,-2%,8225880.66,8360904.082,8,0.170004403
RMR,The RMR Group Inc,15.669694,6.390642,5.746762,19449000,10%,34,6,4.358333333,7%,5%,22%,50.63367647,-38%,844040.1765,1363404.412,2,0.148510833
EPAM,Epam Systems,59.592416,6.814556,2.366073,50255000,35%,80,5.98,4.575,5%,4%,26%,60.50175,30%,8019606.8,6173307.5,6,0.185702391
AZPN,艾斯本,54.393203,-28.089826,2.061103,38020000,-30%,154,8.586666667,6.508333333,9%,0.071301148,0.239101393,29.46853896,0.022417583,11117679.83,10873912.99,12,0.198423159
UNP,联合太平洋,10.487775,5.576388,14.314762,1509000000,29%,252,5.96,3.635,4%,3%,13%,45.57390873,12%,116181666.3,103928758.7,21,0.10856835
ODFL,Old Dominion Freight Line,21.06959,4.84502,6.960743,163000000,66%,252,5.946666667,3.096666667,4%,2%,23%,29.27444881,95%,14853862.75,7619181.825,21,0.19629895
SWK,美国史丹利公司,21.078962,2.900959,6.687711,293000000,6%,252,5.903333333,-0.44,5%,0%,16%,63.16198413,158%,25172395.94,9739471.429,21,0.119755091
CLX,高乐氏,22.884705,25.7001,6.365387,217000000,8%,252,5.85,3.411666667,4%,3%,10%,70.29670635,4%,22639679.79,21753545.24,21,0.09156853
ASR,Grupo Aeroportuario del Sureste,18.547924,39.57022,9.96284,1098000000,-5%,217,14.85333333,5.225,9%,0.031166184,0.211106799,73.41184332,-0.376657782,1342548.697,2153790.741,18,0.173940066
CR,Crane Co,28.604703,3.741044,3.167661,80700000,16%,252,5.833333333,0.818333333,7%,1%,17%,41.49354484,31%,6540185.048,5010454.762,21,0.130260057
AMD,AMD,73.160387,26.595495,0.327773,116000000,376%,252,5.82,3.71,30%,22%,40%,11.34389048,165%,636853661.8,240254577,21,0.355741665
BCPC,拜切,34.87657,5.145814,3.037856,19679000,19%,252,5.79,5.495,6%,6%,17%,27.19916786,128%,2222424.746,975345.9524,21,0.149671505
CARG,Cargurus Inc.,134.605902,34.955096,0.371009,31265000,619%,12,5.786666667,1.985,15%,5%,12%,36.7075,118%,17273519.83,7908588.167,1,0.041328257
MASI,麦斯莫医疗,49.084015,7.415926,2.38978,43853000,-3%,134,8.773333333,5.973333333,9%,0.060956032,0.198666442,40.08869403,-0.110847525,8501381.896,9561219.403,11,0.171348504
SUMR,Summer Infant,0,3.025363,-0.288671,298000,-45%,41,0.086666667,0.065033333,8%,0.082475822,0.261337774,1.817802439,0.796011921,1188063.143,661500.7,3,0.178317257
TTWO,Take-Two Interactive Software,81.814133,8.235654,1.637981,71693000,19%,252,5.766666667,6.535,5%,6%,31%,23.24076032,22%,37280203.3,30534210.32,21,0.248433519
CRY,CryoLife Inc,0,4.612305,-0.151234,226000,-93%,252,2.45,2.491666667,8%,0.10055827,0.365146276,11.16154683,-0.228790354,2863507.841,3713008.333,21,0.284536122
ESL,埃斯特林科技,54.446553,1.453073,1.599734,27981000,-10%,252,6.483333333,3.291666667,8%,0.042661489,0.21999769,49.25678571,0.86033318,4475582.183,2405796.032,21,0.182336931
ETSY,"Etsy, Inc.",67.319085,15.868282,0.728471,3379000,-71%,42,3.646666667,4.126666667,8%,0.115126067,0.331409259,17.90761905,0.550725188,46573741.33,30033523.48,3,0.224295804
AMGN,安进,52.641807,8.537097,3.735434,2296000000,7%,252,5.756666667,5.523333333,3%,3%,20%,81.4362004,-54%,95427652.48,208547148.4,21,0.151362018
JOUT,约翰逊户外,22.355208,3.639811,4.646792,23770000,44%,252,5.663333333,6.543333333,7%,9%,31%,20.24178571,21%,367101.3333,303730.9524,21,0.247257512
WWE,World Wrestling Entertainment In,123.087187,21.905859,0.668388,9945000,96%,228,5.64,8.968333333,7%,17%,34%,16.1375,203%,10082345.24,3331183.333,19,0.251703832
BEAT,CardioNet,0,7.072856,-0.086508,10444000,505%,127,5.633333333,5.091666667,12%,12%,47%,14.40866142,36%,8467509.891,6218295.238,10,0.354494235
UHS,Universal Health Services Inc Cl,14.92579,2.248685,8.58246,231000000,21%,252,5.61,1.501666667,5%,1%,17%,48.02691468,-13%,19789462.78,22738311.11,21,0.145416799
MSFT,微软,50.369946,10.049019,2.152077,8873000000,10%,252,5.6,4.135033333,5%,4%,16%,36.34269881,-37%,876773925.4,1386121602,21,0.118202466
ANSS,安西斯,49.527102,5.987464,3.596011,92596000,33%,252,5.596666667,5.563333333,3%,3%,18%,44.47505952,12%,9834021.429,8770134.127,21,0.154242165
WING,Wingstop Inc.,65.906926,-13.726421,1.000957,6839000,39%,40,5.526666667,3.546666667,11%,7%,19%,33.9935,50%,11045544.55,7351721.35,3,0.139120341
GTLS,查特工业,49.570891,2.822158,1.499267,13100000,297%,147,5.523333333,3.125,9%,5%,41%,42.67534014,12%,7817426.514,6994919.178,12,0.321200844
