code,open,name,pe,pb,eps,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09,count,grow_3,grow_6,grow_radio_3,grow_radio_6,month_3_rs,month_6_rs,price,vol_radio,volume_3,volume_6,year
PNBK,25.5,爱国者国家合众银行,26.773115,1.456485,0.952448,1036000.0,0.2886,0.0,0.0,1065000.0,-0.3844,0.0,0.0,600000.0,-0.4258,0.0,0.0,1013000.0,0.2445,0.0,0.0,252,0.9750333333333335,0.09800000000000135,0.04846985464969855,0.00656684115592072,0.03042812830377282,-0.009029682120037602,22.46,0.16603159183729316,56815.666666666664,48725.666666666664,21
IRCP,25.8,IRSA Propiedades Comerciales SA,1.571868,0.224009,16.540825,3467000000.0,2.7551,0.0,0.0,606000000.0,0.6443,0.0,0.0,9648000000.0,6.3873,0.0,0.0,1935000000.0,1.4816,0.0,0.0,180,-3.834066666666667,-3.973333333333335,-0.12391564410838013,-0.0834036829491067,-0.1217110479959923,-0.10217955857796135,23.407,-0.2447831467886547,158047.0,209273.66666666666,15
FORD,1.56,福沃德工业,11.018492,1.396836,0.146118,235500.0,-0.5733,9539500.0,0.301,948500.0,4.993,9012400.0,0.9882,46700.0,-0.6921,6336500.0,-0.0387,113500.0,-0.1909,6307800.0,-0.0517,252,-0.06333333333333331,0.09886666666666666,-0.03687896630296136,0.06517401162971137,-0.05045041292038329,0.05390330075380223,1.53,-0.7815215507280433,1868444.6666666667,8552077.666666666,21
RCKY,27.25,Rocky Brands,16.777639999999998,1.441671,1.6897490000000002,2649200.0,0.8155,58205800.0,-0.0043,3251100.0,1.1733,61386700.0,-0.0267,4396800.0,7.9323,66994000.0,0.0007,2234800.0,4.0149,64675100.0,-0.1167,252,-0.4166666666666667,0.6333333333333329,-0.012587972614038129,0.03388357841906026,-0.0033779345268263503,0.018739857839745386,26.18,-0.6287510800743772,916028.0,2467422.6666666665,21
BREW,16.85,Craft Brew Alliance,23.920097,2.506707,0.735783,4452000.0,1.5824,61823000.0,0.021,161000.0,1.0901,47487000.0,0.0719,7835000.0,102.0921,45966000.0,0.0035,1751000.0,2.1721,56638000.0,0.026000000000000002,80,-0.8599999999999994,0.1999999999999993,-0.04210180538806979,0.010836923296066983,-0.05367060383592312,-0.007934581607886614,17.32,0.12100778979353037,1900727.0,1695552.0,6
DENN,14.02,Denny’s Corporation,21.629587,-7.813248,0.671765,11626000.0,0.3288,157000000.0,0.1796,9759000.0,0.1655,155000000.0,0.2139,13147000.0,0.1661,135000000.0,0.0455,9325000.0,-0.0412,132000000.0,0.0311,252,-0.293333333333333,-1.0233333333333334,-0.019558329363952392,-0.05914646118557424,-0.03368741777048876,-0.07425825293556913,13.64,-0.29844997903272963,4205275.333333333,5994263.0,21
GLG,0.66,中国商业信贷公司,4.208348,4.211181,0.168142,9503300.0,2.9322,0.0,0.0,-385900.0,0.6858,0.0,0.0,-2169500.0,-0.5789,0.0,0.0,-2515300.0,-3.028,0.0,0.0,57,0.02846666666666668,-0.202785,0.07036359618612667,-0.16931353200608265,0.06999713845084063,-0.17473043120148116,0.6826,-0.6840322938806587,1102267.6666666667,3488545.3333333335,4
PRCP,9.25,Perceptron,23.570603,1.9384810000000001,0.392438,772000.0,1.9579,23594000.0,0.0556,1020000.0,2.7057,21397000.0,0.3107,366000.0,-0.855,20433000.0,-0.0606,1558000.0,1.6616,19269000.0,0.0998,252,-0.20333333333333373,0.4250000000000007,-0.018257114932227897,0.046254953377378526,-0.03565246502496829,0.034156320405998634,9.43,-0.22821507380397912,273857.3333333333,354836.3333333333,21
AAL,42.04,美国航空,13.951761999999999,-22.940672,3.102834,566000000.0,-0.3449,10935000000.0,0.0343,186000000.0,-0.4529,9707000000.0,0.0565,258000000.0,-0.1073,9251000000.0,0.0831,624000000.0,-0.1533,9577000000.0,0.0275,59,-0.9533333333333355,-1.2033333333333331,-0.022345584978871163,-0.02489720794753514,-0.03791704831847673,-0.04133096485806024,36.44,-0.3267306740918458,93407409.33333333,138737063.66666666,4
DZSI,11.57,"DASAN Zhone Solutions, Inc.",27.326790000000003,2.6663349999999997,0.43620200000000003,1355000.0,2.5503,76257000.0,0.2722,141000.0,1.0403,59504000.0,0.1418,4158000.0,1.6658,68623000.0,0.1539,1387000.0,1.2896,66438000.0,1.1267,26,1.6733333333333331,-0.6064333333333339,0.16447002074143183,-0.057764788073489746,0.14324696653502839,-0.0734642806792579,14.07,-0.06564507311739788,455778.3333333333,487800.0,2
TCCO,4.85,Technical Communications Corpora,0.0,2.749332,-0.347624,243000.0,1.7055,1544100.0,0.4461,-313300.0,-3.4542,929600.0,-0.3288,-52000.0,0.9252,1116600.0,0.7678,-517600.0,0.3984,1124600.0,1.7788,100,0.22666666666666702,-0.1499999999999999,0.06516232907985492,-0.033677313813795025,0.043130166706708016,-0.061562841304784344,4.48,0.20826909261715304,583062.3333333334,482560.0,8
IPGP,167.51,IPG光电,22.658955,4.144369,7.390014,122000000.0,0.1682,414000000.0,0.1198,106000000.0,0.4191,360000000.0,0.2589,52956000.0,-0.2951,361000000.0,0.2889,116000000.0,0.6698,393000000.0,0.4759,143,-10.370000000000013,-16.20333333333333,-0.06255397424991237,-0.06965274184546609,-0.07681147848574736,-0.08704780387329591,132.76,0.42072734575156023,12564745.0,8843882.0,11
SGC,19.44,Superior Uniform Group,21.995952,2.0570619999999997,0.8892,3817000.0,-0.1207,82392000.0,0.2559,2450000.0,-0.3611,73087000.0,0.1984,1884000.0,-0.5758,72449000.0,0.12,4962000.0,0.1158,67773000.0,0.0382,128,-0.7799999999999999,-1.5633333333333337,-0.037743790576551535,-0.06018033194352216,-0.04851788117626607,-0.09403454247254206,18.77,-0.37382325245729847,253358.0,404611.0,10
GOGL,9.42,Golden Ocean Group,22.032317000000003,0.9021459999999999,0.426646,8980000.0,1.7507,141000000.0,0.4101,16683000.0,1.9332,149000000.0,0.8335,27124000.0,3.1877,151000000.0,0.7243,368000.0,1.0138,127000000.0,0.8024,43,0.0033333333333332624,0.5599999999999999,0.001548833785770148,0.06765693441006296,-0.015945378413461896,0.03317631035043147,9.24,-0.37798215171544974,2060581.3333333333,3312736.6666666665,3
VRNA,12.11,Verona Pharma plc,0.0,1.6384290000000001,-3.343136,611000.0,1.1909,0.0,0.0,-15223000.0,-6.9535,0.0,0.0,-6268900.0,-7.0139,0.0,0.0,-9114200.0,-2.7029,0.0,0.0,19,-0.019599999999999323,-1.314266666666666,-0.0012173484860289324,-0.08126356444792596,-0.00725800990222714,-0.10640193372937533,13.47,-0.47299336624013577,55875.0,106023.33333333333,1
DLHC,6.1,DLH Holdings Corp,64.46759399999999,1.960216,0.095707,1614000.0,0.7079,36131000.0,0.235,1316000.0,0.3442,34401000.0,0.1503,-2851000.0,-9.7994,30215000.0,0.1572,1040000.0,-0.5643,30390000.0,0.1206,77,-0.00916666666666662,-0.09153333333333318,-0.0014676753545571394,-0.015545813770852708,0.0009644028868696329,-0.039127135754801694,5.68,0.2270824688846269,213910.33333333334,174324.33333333334,6
MHLD,2.7,Maiden Holdings,0.0,0.36657399999999996,-2.208473,2680000.0,1.1641,0.0,0.0,22343000.0,-0.1569,0.0,0.0,-125000000.0,-0.7998,0.0,0.0,-55054000.0,-2.3495,0.0,0.0,126,-1.7933333333333337,0.34999999999999937,-0.22145072606795432,0.0514475992417168,-0.2330129984564209,0.033472987686795734,3.29,1.659702301258364,20773283.0,7810379.0,10
CPSS,3.92,Consumer Portfolio Services,55.419993999999996,0.48651400000000006,0.072537,3165000.0,-0.3077,0.0,0.0,3145000.0,-0.298,0.0,0.0,-9951000.0,-2.333,0.0,0.0,4663000.0,-0.3654,0.0,0.0,252,0.03690000000000001,-0.039399999999999956,0.014393108299399021,-0.0017740928559737228,0.011815441385331915,-0.014702285953587477,3.57,-0.22103596108630713,453335.0,581971.6666666666,21
AIRT,33.6,Air T,16.594141,2.45434,2.024811,3282100.0,1.6686,60692100.0,0.2734,1462700.0,3.8742,53324500.0,0.2206,-714400.0,-1.429,44453300.0,0.2428,478500.0,-0.5569,48861500.0,0.2684,252,0.2511666666666675,2.0348333333333337,0.0072833344885622235,0.07529861776862644,0.007806415334150811,0.048624497826719425,34.8435,0.9789381536913759,100974.0,51024.333333333336,21
AXTI,7.35,AXT Inc,20.040702,1.557649,0.370496,4551000.0,1.5311,27120000.0,0.1513,3190000.0,6.5059,24419000.0,0.1845,3273000.0,0.6171,26332000.0,0.2991,4565000.0,1.0647,28168000.0,0.2879,246,-0.3399999999999996,0.5833333333333334,-0.04576818615576594,0.09810828440965429,-0.059898251117585455,0.07699506691563306,6.5,-0.5115732468184588,5203971.333333333,10654558.333333334,20
CVLY,30.13,Codorus Valley Bancorp,18.357879999999998,1.6261940000000001,1.687014,6054000.0,0.6429,0.0,0.0,4083000.0,0.1942,0.0,0.0,1490000.0,-0.6122,0.0,0.0,3410000.0,0.0021,0.0,0.0,252,0.040000000000000334,0.814999999999999,0.0013047676379131245,0.027283284411674897,-0.017562463939746174,0.0053241232653936515,30.84,-0.45004985747548887,140454.33333333334,255394.66666666666,21
NSIT,54.52,Insight Enterprises,16.408827,2.1733700000000002,3.3853120000000003,51479000.0,0.2788,1837000000.0,0.0908,32745000.0,1.3646,1763000000.0,0.1931,14168000.0,-0.3285,1784000000.0,0.2157,22412000.0,0.0359,1758000000.0,0.2623,252,-0.22333333333333152,4.956666666666666,-0.0024969399779923435,0.13148867379268075,-0.011429772352709483,0.11399765108711259,50.2,-0.36142140437301945,3671691.3333333335,5749787.666666667,21
OIIM,2.17,凹凸科技,10.796688,0.676454,0.20552600000000001,1461000.0,2.0188,15205000.0,0.0476,7168000.0,5.9197,14108000.0,-0.0566,-1879000.0,-157.5833,15217000.0,-0.0435,-1375000.0,-2.0323,15520000.0,0.0744,157,0.10666666666666676,0.15883333333333338,0.06515898471529265,0.10871724997312719,0.05685870026282772,0.0962272689944935,2.22,-0.14736187737415554,789569.3333333334,926031.0,13
FNJN,4.56,"Finjan Holdings, Inc.",2.921643,1.9505849999999998,1.584725,7039000.0,3.4873,17300000.0,6.4924,29218000.0,0.8318,65000000.0,1.6266,13928000.0,2.5567,23428000.0,1.7894,-4237000.0,-0.2832,0.0,0.0,54,0.2100000000000001,0.32,0.05119659600685422,0.10055516459457346,0.0362252547814614,0.09342280376932605,4.61,-0.43471219458739535,5186002.333333333,9174092.0,4
AMD,31.18,AMD,97.201415,35.334965999999994,0.327773,116000000.0,3.7619,1756000000.0,0.5256,81000000.0,3.4545,1647000000.0,0.3981,61000000.0,2.1961,1480000000.0,0.3382,71000000.0,1.1749,1643000000.0,0.2571,252,2.9200000000000004,2.479999999999999,0.156426155921556,0.19284475974315826,0.14853555355959228,0.17495558970457384,27.35,0.4294322185488575,1959263255.6666667,1370658384.6666667,21
CART,8.2713,加州信托银行,41.940896,1.254674,0.20147400000000001,510000.0,1.6019999999999999,0.0,0.0,581000.0,1.7536,0.0,0.0,-354000.0,-1.9267,0.0,0.0,351000.0,3.1294,0.0,0.0,167,-0.006666666666667116,0.09966666666666708,-0.0006412742596414329,0.012339349509487235,-0.0144519426581933,-0.008827882749200421,8.27,-0.32157902254776377,96573.0,142349.66666666666,13
VCTR,8.82,Victory Capital Holdings Inc.,11.282252,1.4429299999999998,0.792395,18675000.0,6.9333,104000000.0,0.0343,10524000.0,1.3848,105000000.0,0.0427,11209000.0,5.17,106000000.0,0.0772,7850000.0,3.0972,102000000.0,0.1882,9,-0.47333333333333333,-0.24333333333333407,-0.046788127372149435,-0.02180650490719313,-0.05468510339818697,-0.03870162097740519,9.12,-0.07881221921565626,1751314.0,1901147.6666666667,0
GOV,11.5,GOV基金,50.481027000000005,0.911968,0.233355,29695000.0,1.5430000000000001,0.0,0.0,6565000.0,-0.1146,0.0,0.0,-17991000.0,-2.4912,0.0,0.0,10989000.0,-0.0509,0.0,0.0,113,-1.6400000000000006,0.8533333333333335,-0.10390265019083862,0.06780378296617419,-0.11891538753461249,0.05109967166952209,10.09,0.6016004397265892,29885992.333333332,18660080.0,9
MYFW,17.75,First Western Financial Inc,99.973866,1.365043,0.179847,1048000.0,1.5941,0.0,0.0,1186000.0,1.2548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,-0.18003333333333416,0.8533333333333335,-0.010276170855468095,0.06780378296617419,-0.03560009901084248,0.05109967166952209,16.56,-0.984961604308949,280617.6666666667,18660080.0,0
LGIH,49.45,LGI Homes Inc,7.623188000000001,1.983584,6.537947,47608000.0,0.4786,420000000.0,0.2951,27302000.0,1.3177,279000000.0,0.7127,35640000.0,0.5359,405000000.0,0.71,33687000.0,0.7305,366000000.0,0.6916,60,-3.5233333333333334,-5.94,-0.06523617219167774,-0.09394097870195522,-0.07786125812144766,-0.10943255323150529,41.21,-0.3757962750499974,5646106.0,9045293.666666666,5
CASS,66.42,卡斯信息系统,29.858283,3.6791629999999995,2.271229,7509000.0,0.1529,25695000.0,0.0796,8092000.0,0.28300000000000003,25361000.0,0.1137,5331000.0,-0.1701,24734000.0,0.1229,6863000.0,0.10300000000000001,24207000.0,0.09300000000000001,252,-0.6116666666666646,2.4333333333333322,-0.007107976311952295,0.03978969994922269,-0.0207424060870208,0.020627002821439835,65.48,-0.6090816725453534,358976.0,918289.0,21
DMLP,18.9,多尔切斯特,13.130367999999999,6.936914,1.462259,16364000.0,0.9368,21062000.0,0.6817,10963000.0,0.2864,15847000.0,0.287,14229000.0,1.0709,17247000.0,0.845,7224000.0,0.0868,12279000.0,0.1517,189,0.375,0.15000000000000094,0.02162826911970959,0.013878184173026184,0.007735352585538272,-0.00728950981434671,19.5,-0.33554259189562163,1059278.0,1594200.0,15
EMCF,36.39,恩克莱尔金融,16.387619,1.403309,2.243157,1413000.0,0.3573,0.0,0.0,1362000.0,0.4247,0.0,0.0,573000.0,-0.5209,0.0,0.0,1707000.0,0.6134,0.0,0.0,108,-0.40699999999999886,2.4442666666666653,-0.0109386104968095,0.07523566678477854,-0.03282021477175134,0.05015183937687732,35.55,-0.15785505956794704,45428.666666666664,53944.0,9
CWCO,14.4,Consolidated Water Co Ltd,152.411969,1.4566940000000002,0.09579299999999999,2396900.0,2.9124,0.0,0.0,2058000.0,-0.2021,0.0,0.0,1123700.0,-0.1541,0.0,0.0,1416700.0,1.4761,0.0,0.0,252,-0.19000000000000009,-0.033333333333333215,-0.01339373484712035,-0.00017849937142460268,-0.031767935780673,-0.017400771867555034,13.27,-0.4909150517266502,512431.3333333333,1006573.3333333334,21
SBBX,26.55,苏塞克斯银行,28.841155,1.421017,0.932695,2992000.0,1.485,0.0,0.0,1308000.0,-0.3496,0.0,0.0,513000.0,-0.6632,0.0,0.0,1963000.0,0.4905,0.0,0.0,252,-1.1749999999999996,-0.4666666666666674,-0.04191758306265408,-0.015661013944874527,-0.05314396907739052,-0.033961807146112834,25.3,-0.4387072833264712,529401.0,943181.6666666666,21
IRMD,31.5,iRadimed Corporation,133.192996,9.510148,0.241792,1355000.0,2.7947,7376800.0,0.3353,841200.0,4.605,7108200.0,0.3769,183600.0,-0.8390000000000001,6704900.0,0.1193,192400.0,-0.8767,5689700.0,-0.2585,52,2.1966666666666654,1.883333333333334,0.10354155349721049,0.09847902827249917,0.11485937130617996,0.07946751649478719,31.14,2.130959699550825,2381807.6666666665,760727.6666666666,4
EA,114.12,电子艺界,51.244901,6.710638,2.259737,293000000.0,-0.545,1137000000.0,-0.2153,607000000.0,0.0724,1582000000.0,0.036000000000000004,-186000000.0,-185.0,1160000000.0,0.0096,-22000000.0,0.4211,959000000.0,0.0679,252,-5.830000000000003,3.3499999999999943,-0.04366801057239303,0.030988181812991778,-0.05100936142434723,0.01604924151655282,113.73,0.04162338694394642,72258873.66666667,69371401.0,21
NHLD,3.48,National Holdings Corporation,0.0,0.913394,-0.471217,812000.0,34.8333,0.0,0.0,-2252000.0,-1.5813,0.0,0.0,-8040000.0,-2.5892,0.0,0.0,3619000.0,1.6809,0.0,0.0,44,-0.07459999999999993,-0.03366666666666681,-0.022570239154559565,-0.00923121993041767,-0.03404141319093579,-0.03427250088161339,3.09,-0.4282639417650039,128651.66666666667,225019.33333333334,3
ATRI,641.6,Atrion公司公司,35.800101,6.1273029999999995,18.296038,8797000.0,-0.1226,38847000.0,0.0742,8487000.0,-0.147,39401000.0,0.0233,8646000.0,0.552,34024000.0,0.0219,7971000.0,0.0469,37903000.0,0.0018,252,-3.213333333333329,21.399999999999977,-0.0034044626896974606,0.03627891029919816,-0.017405041282195947,0.02016014857811751,677.57,-0.34295243853646545,122071.33333333333,185787.66666666666,21
MFNC,16.4,Mackinac Financial Corporation,26.737689000000003,1.200338,0.623846,396000.0,-0.7643,0.0,0.0,1537000.0,-0.1095,0.0,0.0,-20000.0,-1.0118,0.0,0.0,2093000.0,0.1772,0.0,0.0,224,-0.11999999999999922,0.21999999999999886,-0.007351290684623971,0.014679827040000539,-0.023811584485807762,0.0037512554621141336,15.99,-0.7883575321326866,139299.33333333334,658182.3333333334,18
UONE,2.3,第一电台,0.984167,2.731594,2.4335299999999997,23896000.0,22.6594,115000000.0,-0.0207,-22522000.0,-8.5554,99621000.0,-0.0165,122000000.0,35.8801,109000000.0,-0.0398,-7818000.0,-389.9,112000000.0,0.011000000000000001,234,0.08000000000000007,0.23023333333333343,0.03393719806763288,0.1509965629536092,0.01567925274355525,0.10981809581939073,2.54,-0.7738939724028749,242892.66666666666,1074242.3333333333,19
DAIO,5.29,Data I/O Corporation,11.339503,1.990904,0.47180200000000005,486000.0,-0.597,7204000.0,-0.2114,130000.0,-0.8672,7629000.0,0.0561,1536000.0,1.0344,8096000.0,0.2628,1728000.0,1.7648,9596000.0,0.4566,252,-0.22000000000000006,-0.40666666666666657,-0.04140916252539276,-0.061239105760907374,-0.05393978105514675,-0.07722418214578146,4.42,-0.347984000572254,917582.3333333334,1407300.3333333333,21
IMOS,14.85,南茂科技,63.032582,0.035,0.2394,124000000.0,-0.6139,4492000000.0,-0.0109,22763000.0,-0.9904,4011000000.0,-0.1205,-66609000.0,-1.0691,4408000000.0,-0.0555,162000000.0,0.1609,4431000000.0,-0.0709,209,0.03103333333333384,0.28666666666666646,0.005597336513007217,0.021308602334010673,-0.009911662899679324,0.0019264495533774008,14.56,-0.675141022562783,392820.6666666667,1209203.6666666667,17
SIMO,55.5,慧荣科技,24.224646,3.5881,2.2580310000000003,30728000.0,0.2786,138000000.0,0.0401,23061000.0,-0.0191,130000000.0,0.024,9817000.0,-0.6247,136000000.0,-0.0557,17594000.0,-0.4623,127000000.0,-0.1978,161,0.39000000000000057,2.8766666666666674,0.013067510668363777,0.06076548236445353,-0.0230652776039804,0.04021861654031405,51.32,-0.18054350075403688,5415863.666666667,6609092.333333333,13
FNLC,28.82,第一万通金控,14.9443,1.7516630000000002,1.97935,5734000.0,0.1743,0.0,0.0,5506000.0,0.1874,0.0,0.0,5086000.0,0.1773,0.0,0.0,4982000.0,0.0921,0.0,0.0,232,-0.6629666666666658,0.8866666666666667,-0.02106024738734763,0.03208897774195474,-0.026467635645172946,0.016118836169293414,29.3,-0.42612601520062554,119627.66666666667,208456.33333333334,19
NTES,219.01,网易,26.454144,4.161053,8.206653999999999,2263000000.0,-0.2442,16284000000.0,0.2174,805000000.0,-0.7994,14173000000.0,0.039,1302000000.0,-0.6492,14608000000.0,0.2073,2542000000.0,-0.0908,12478000000.0,0.3546,217,-14.01000000000001,0.8833333333333163,-0.04421938636190905,0.007526072733038393,-0.058412021676315075,-0.011920262776630284,215.51,-0.18960103839718515,18165348.0,22415315.0,18
KE,19.35,"Kimball Electronics, Inc.",31.548362,1.465517,0.626023,5784000.0,-0.2884,277000000.0,0.1471,10835000.0,0.3349,284000000.0,0.21899999999999997,-8347000.0,-2.0685,258000000.0,0.1211,8480000.0,-0.1622,253000000.0,0.1181,48,-0.16000000000000014,1.5166666666666668,-0.007811757304143098,0.09153759898271778,-0.02035629868815438,0.0729251305518686,19.92,-0.28106498598245583,607081.6666666666,844418.0,4
ALSK,1.7,阿拉斯加通信系统,31.470270000000003,0.5522279999999999,0.054337,3402000.0,2.2021,59578000.0,0.0178,2069000.0,3.9223,55972000.0,-0.0134,-2976000.0,-2.8635,54935000.0,-0.0495,284000.0,-0.1125,56703000.0,0.0039,228,0.03333333333333329,0.09000000000000008,0.03234051361518928,0.059429263763661665,0.023587091140087262,0.01781815440228535,1.73,-0.14250426471867245,1669529.3333333333,1946982.6666666667,19
JOUT,94.7,约翰逊户外,20.749799,3.378423,4.646792,23770000.0,0.436,171000000.0,0.0999,21620000.0,0.5488,166000000.0,0.1066,235000.0,-0.9421,117000000.0,0.2438,589000.0,1.2769,91755000.0,0.2244,252,0.8366666666666683,5.606666666666665,0.022344151543935226,0.08412905915374931,0.01122447636651223,0.06436922819523816,84.29,-0.28363622133125965,567469.0,792152.0,21
GLNG,27.93,Golar海运,0.0,1.6688169999999998,-0.24576599999999998,53158000.0,1.8238,59374000.0,1.09,-8397000.0,0.8581,66190000.0,1.636,14915000.0,-0.0439,57587000.0,1.4969,-36474000.0,-1.0966,32432000.0,0.4565,191,0.5466666666666656,-1.923333333333332,0.021739048443786397,-0.055124234221538726,0.006925602394171393,-0.07557949233953838,27.54,-0.35163074953711765,19519985.333333332,30106278.666666668,15
NAII,10.0,Natural Alternatives Internation,13.344289000000002,1.1248479999999998,0.760625,2884000.0,0.8801,39213000.0,0.2184,2051000.0,1.7530000000000001,31815000.0,0.2658,-1318000.0,-1.5345,33335000.0,0.0908,1434000.0,-0.4241,28074000.0,-0.1759,252,-0.1633333333333328,0.06066666666666679,-0.015921538186843203,0.00791581547412378,-0.032543885138906575,-0.011724646471004935,9.56,0.06623671933194804,199441.0,187051.33333333334,21
IDSA,2.32,美国工业服务,54.578816,1.572848,0.043057,797000.0,3.1141,16600000.0,0.2242,36000.0,1.1328,14657000.0,0.1265,-306000.0,-0.275,13455000.0,0.2827,-177000.0,0.8113,14909000.0,0.5066,252,0.04923333333333346,-0.024266666666666808,0.024715363467076076,-0.010007263613133548,0.00828406155995485,-0.036728709092354705,2.2292,0.5756247071190649,414688.6666666667,263190.0,21
DRYS,5.25,DryShips Inc,0.025887999999999998,0.7364350000000001,204.731049,3576000.0,1.2286,43256000.0,1.6406,773000.0,1.0722,44055000.0,2.7309,1789000.0,1.0231,42593000.0,3.4138,-17982000.0,-2.4271,29934000.0,1.4767,165,0.12666666666666662,0.54,0.03702665093579486,0.1381184668989547,0.023463156332741365,0.13881606198720206,5.68,-0.5971580636943157,12365880.333333334,30696606.333333332,13
REGI,26.35,Renewable Energy Group,4.8040449999999995,1.292512,5.537000000000001,33850000.0,1.9724,577000000.0,0.1032,214000000.0,14.4717,322000000.0,-0.1973,-16983000.0,-1.8332,576000000.0,0.228,-11373000.0,-1.4839,624000000.0,0.1922,82,3.7399999999999998,1.3500000000000008,0.20918379596266545,0.11210909352932706,0.19932437359215904,0.09574539519109952,28.48,-0.2928207912718645,14068996.333333334,19894527.666666668,6
