code,name,pe,pb,eps,count,max,mean,min,volume_end,volume_start,year
AST,"Asterias Biotherapeutics, Inc.",0,3.06496,-0.423747,47,11.36,3.756914894,1.25,4097112.833,2963913.391,3
TISA,Top Image Systems,0,1.312445,-0.365862,252,11.38,2.805534921,0.48,1050735.016,569989.6825,21
FLMN,Falcon Minerals Corporation,0,0,0,12,11.39,9.887508333,9.58,5796420.833,912784.3333,1
EACQU,Easterly Acquisition Corp.,0,1.487237,-0.2525,38,11.4,10.26234474,9.91,3897.789474,214027.2632,3
MFCB,MFC Bancorp Ltd,0,0.384943,-3.042013,31,11.4,8.700464516,5.91,228637.4375,235711.4,2
NCA,纽文加州市政价值基金,28.310836,0.952333,0.342625,252,11.41,9.683562302,7.88,890753.254,521118.254,21
ITRM,Iterum Therapeutics Plc,0,1.200559,-91.300377,4,11.44,10.364975,9.2899,424277,1458328,0
ALIM,Alimera Sciences,0,-1.062916,-0.349548,101,11.44,4.043438614,0.784,5714313.176,2645240,8
DZSI,"DASAN Zhone Solutions, Inc.",22.948084,2.239095,0.436202,24,11.44,7.606416667,4.45,372426.9167,271368.0833,2
CLIR,ClearSign Combustion Corporation,0,5.639981,-0.56473,77,11.45,5.459211688,1.8,1950565.205,1278134.211,6
JMP,JMP Group,0,1.304572,-0.227498,136,11.45,6.723897059,3.67,916510.6912,1188886.765,11
AXSM,"Axsome Therapeutics, Inc.",0,5.37107,-1.071496,34,11.45,5.748676471,2.45,4844758.529,1062516.588,2
RGT,Royce Global Value Trust Inc.,0,0,-0.09,59,11.46,8.832986441,6.67,568301.1,847159.6207,4
DMF,Dreyfus Municipal Income Inc,33.271613,0.88726,0.241948,252,11.46,9.074186508,6.35,822010.9603,630652.381,21
GCV,GCV基金,8.655071,1.162556,0.748694,252,11.48,7.816836508,4.25,519167.7857,278650,21
KEF,KEF韩国股票基金,41.411764,0,0.17,252,11.48,6.105885714,1.455,615658.7619,1026684.921,21
LCAHU,"Landcadia Holdings, Inc.",725.806463,0.34748,0.0155,28,11.5,10.61088929,10.0001,119368.8571,512297.1429,2
NSAT,Norsat International Inc,20.535714,1.692124,0.56,43,11.5,8.151262791,4.2,172794.6818,132544.2857,3
IMRN,Immuron Ltd,0,2.024327,-1.46676,15,11.51,7.8728,5.03,230188.625,310162,1
FENG,凤凰新媒体,63.911498,0.85752,0.069784,88,11.51,6.005340909,2.63,5791530.409,7101313.636,7
MOBL,MobileIron,0,9.419183,-0.537038,51,11.59,5.354803922,2.75,11305356.46,7877344.2,4
MITK,Mitek Systems,80.066932,3.570125,0.111157,86,11.6,5.965465116,2.12,8104189.837,10165639.53,7
HMI,华米科技,16.096514,2.975965,0.674059,7,11.6,10.34571429,9.01,6356732,6489038,0
AGRX,"Agile Therapeutics, Inc.",0,0.366519,-0.750534,52,11.62,5.842211538,0.293,7184330.385,1464364.346,4
CXH,MFS市政基金,27.816914,0.886692,0.332172,252,11.63,9.842365476,6.16,450493.3889,264627.7778,21
MGTX,Meiragtx Holdings Plc,0,2.819356,-2.680589,3,11.64,10.77,9.21,1202060,3722911,0
GURE,海湾资源,0,0.157255,-0.663828,107,11.66,3.077859813,1.02,2894120.981,6642166.038,8
GECC,Great Elm Capital Corp,0,0.78366,-0.428697,22,11.67,10.31181818,9.22,338545.9091,576753.7273,1
LEAF,Leaf Group Ltd,0,3.518095,-1.087908,22,11.7,8.209090909,6.55,1159694.909,773883.9091,1
SFET,Safe-T Group Ltd.,0,8.288387,-5.40896,1,11.72,11.72,11.72,90070,,0
GMO,General Moly,0,0.478019,-0.07907,172,11.72,2.464870349,0,5013182.605,9470877.907,14
HL,赫克拉矿业,0,0.915096,-0.017044,176,11.73,5.268636364,1.52,130894731.6,95580752.27,14
PRTS,U.S. Auto Parts Network,0,1.262521,-0.08309,139,11.75,4.018431655,0.95,2149896.743,1750846.377,11
ICD,Independence Contract Drilling,0,0.716801,-0.504532,49,11.75,5.406326531,3.22,3875710.88,2297600.75,4
FUND,Fund基金,6.097198,0.820084,1.277636,252,11.78,7.207265476,3.89,896553.3333,590073.8095,21
LINK,"Interlink Electronics, Inc",31.74716,2.612727,0.112451,29,11.78,7.4286,3.25,160992.6667,36178.85714,2
ENIA,Enersis Américas S.A.,10.004432,1.343231,0.78965,29,11.78,9.522413793,7.42,19047362,17378775.57,2
AIRI,Air Industries Group,0,2.069404,-1.245082,63,11.8,6.08384127,1.32,1007022.656,160870.9677,5
IPIC,iPic Entertainment Inc.,0,-0.304052,-38.991913,7,11.83,8.984285714,6.53,250270.5,386404.6667,0
BBD,巴西布拉德斯科银行,10.406595,0.38067,0.664002,197,11.8407,6.613696447,0.5535,297231842.7,225185282.9,16
KMM,DWS多元市场基金,71.909805,0.991687,0.124531,252,11.85,9.061142857,5.1,1202588.103,796198.4127,21
HYB,新美国高收益基金,8.420076,0.836692,1.013055,176,11.85,9.507678409,3.9,1402209.102,1194007.955,14
MVF,BlackRock MuniVest Fund,23.846055,0.927393,0.366937,252,11.87,9.435107143,6.33,2203820.325,1635061.905,21
MNDO,思维终端科技,8.451911,2.404934,0.266212,217,11.88,2.609013825,0.61,1440121.394,1415141.667,18
EXK,Endeavour Silver,77.666668,2.068673,0.03,188,11.88,3.69768617,0.11,34439330,3540287.234,15
PBBI,"PB Bancorp, Inc.",30.262527,1.031145,0.39653,32,11.9,9.92668125,8.4,151287.125,319661.75,2
MITL,Mitel Networks Corporation,0,3.350247,-0.286568,101,11.91,7.034554455,2.12,15419624.92,2439134,8
MESO,Mesoblast limited,0,0.916292,-0.48494,34,11.9172,6.264038235,3.96,1033647.824,824143.6471,2
VRAY,ViewRay Incorporated,0,24.394878,-0.953585,30,11.92,6.232666667,2.68,17876685,5776891.6,2
DNP,DNP Select Income Fund Inc,0,1.225688,-0.124483,252,11.92,10.24574683,6.15,7153527.587,4480119.841,21
DNN,Denison Mines Corp,0,1.449666,-0.03,137,11.931,1.918156204,0.3821,13196347.71,25418432.35,11
PMM,普特南市收入信托管理,23.243468,0.943282,0.308904,252,11.94,7.865709921,5.05,2699862.603,1596640.476,21
PLYA,Playa Hotels & Resorts NV,161.80927,1.576557,0.064026,34,11.95,10.26309412,9.61,5891217.353,2268704.941,2
KTCC,Key Tronic Corporation,39.062499,0.678278,0.196096,252,11.95,5.200792063,0.3,740807.0397,718661.9048,21
SPIL,矽品,110.735828,0.079414,0.077572,214,11.98,5.692807944,1.6178,18868099.03,26756720.08,17
NBRV,Nabriva Therapeutics AG,0,2.430784,-0.219641,36,12,7.548936111,2.54,7655687.167,604016.0556,3
NXEOU,"Nexeo Solutions, Inc.",0,0.759462,-1.0454,27,12,9.478007407,7.25,22920.64286,85522.61538,2
DOTAU,"Draper Oakwood Technology Acquisition, Inc.",0,0,0,12,12,10.73454167,10.22,8260.666667,402924.8333,1
BLPH,"Bellerophon Therapeutics, Inc.",0,-6.205827,-0.819456,43,12,2.860904651,0.47,12026413.45,2612377.952,3
ESTR,"Estre Ambiental, Inc.",22.749554,-0.748319,0.289676,9,12,9.229444444,6.25,116963.4,113238,0
AAAU,Perth Mint Physical Gold ETF,0,0,0,1,12,12,12,2281510,,0
ACRX,AcelRx Pharmaceuticals,0,-3.589016,-0.898874,91,12.01,4.758571429,1.8,12409882.43,6501355.556,7
GAB,加贝利资产信托有限,5.414879,1.011646,1.20963,252,12.055,7.706865079,2.8,8092887.04,3766157.143,21
TSI,TCW Strategic Income Fund Inc,24.282665,0.961454,0.231029,252,12.06,6.035015873,2.68,2282343.746,1829926.19,21
NIM,纽文精选市政基金,26.185982,0.931709,0.367754,252,12.06,10.28269683,8.96,510462.9127,323488.8889,21
OPRA,Opera,0,0,0,2,12.09,11.945,11.8,9511714,9609491,0
JNP,Juniper Pharmaceuticals Inc,0,2.684454,-0.088016,41,12.1,7.36804878,4.3,1276069.762,805850.5,3
ALDX,Aldeyra Therapeutics Inc,0,4.310622,-1.574982,52,12.1,6.577980769,3.46,3482376.192,510300.5385,4
FRD,Friedman Industries Inc,12.86145,1.070333,0.855269,252,12.1,6.30239246,2.34,448879.5873,475341.3095,21
ECF,Ellsworth Fund Ltd,11.44661,0.964841,0.869253,252,12.13,8.158615476,4.58,607797.8968,371757.9365,21
FVE,Five Star Quality Care,0,0.424477,-0.735573,201,12.14,4.746691542,0.99,4366324.743,3376053,16
GRBK,Green Brick Partners,18.932542,1.155522,0.533473,47,12.15,9.303297872,5.88,1838218.125,3262280.217,3
EVOK,Evoke Pharma Inc.,0,8.007384,-0.610222,60,12.18,4.743423333,1.59,9199461.133,1323593.167,5
BSTI,百世物流,117.245467,5.130355,0.06738,12,12.22,10.31916667,7.44,29788822.83,27901771.17,1
SIC,"Select Interior Concepts, Inc.",0,0,0,1,12.25,12.25,12.25,309873,,0
GNMX,Aevi Genomic Medicine Inc,0,5.015494,-0.607112,89,12.25,5.141696629,0.961,4917078.711,967934.0909,7
FRBK,共和国第一万通金控,48.662713,1.947559,0.160287,252,12.2818,5.460104762,1.33,1431190.23,477117.6111,21
SOGO,搜狗,37.589707,3.454284,0.22852,10,12.3,9.82,8.23,69135878,49874400.2,0
HX,和信贷,5.706267,2.99329,1.455873,10,12.36,10.714,8.54,1455358.6,1640597,0
ADMA,ADMA Biologics Inc,0,6.071606,-1.592402,46,12.37,6.404021739,2.34,2315108.522,524581.913,3
RIC,Richmont Mines Inc,46.738071,3.550448,0.2054,252,12.37,3.953527778,0.91,4632990.786,616587.3016,21
JAX,J亚历山大,21.965082,1.587655,0.555427,36,12.4,10.46222222,9,819293.5556,1126384.556,3
DWAT,Arrow DWA Tactical ETF,0,0,0,47,12.42,10.72568936,9.5201,53730.33333,130284.0435,3
ATNM,"Actinium Pharmaceuticals, Inc.",0,4.019684,-0.248541,54,12.45,2.782318519,0.3579,16257802.41,8494236.704,4
ROSEU,Rosehill Resources Inc.,0,0,-0.7408,30,12.49,10.52380333,8.0099,3868.2,127005.2,2
FOMX,Foamix Pharmaceuticals,0,5.313547,-2.08998,48,12.49,7.153125,4.21,3136340.958,4387018.833,4
NSYS,Nortech Systems Incorporated,0,0.555972,-0.878575,252,12.5,5.265397619,2,185906.2143,107434.9206,21
FENC,Fennec Pharmaceuticals Inc.,0,7.456911,-0.521896,12,12.5,10.305425,8.85,2026925,561062,1
JSYNU,Jensyn Acquistion Corp.,0,0,-0.2434,30,12.5,10.55373667,9.02,8862.266667,127600.8,2
FMSA,FMSA Holdings,13.369936,3.895302,0.421094,46,12.52,5.971521739,1.98,85036283.91,23962143.57,3
GLDM,SPDR Gold MiniShares Trust,0,0,0,3,12.525,12.25833333,12,7232904,3500193,0
SLM,学贷美,14.404562,2.148202,0.797664,81,12.54,8.616358025,4.79,70064031.05,157332472.5,6
MSVB,"Mid-Southern Bancorp, Inc.",17.183255,1.824784,0.718141,2,12.55,12.325,12.1,156605,1252126,0
STNG,Scorpio Tankers,0,0.408065,-0.613521,102,12.56,7.35372549,1.92,58030944.86,8247682.353,8
EDUC,Educational Development Corporation,9.328699,2.487417,1.420348,252,12.575,3.479689286,1.125,376415.0873,276898.4127,21
TRVN,Trevena Inc,0,3.086861,-0.768333,56,12.59,5.269464286,1.44,15572108.57,7466859.071,4
GCAP,嘉盛集团,4.178652,0.906002,1.713471,93,12.59,7.111290323,4.09,7674419.447,3057443.478,7
NTGN,Neon Therapeutics Inc.,0,2.402459,-35.991058,3,12.6,11.82333333,11.05,1643823.5,3055310,0
IBN,印度工业信贷投资银行,25.584795,0.027392,0.36936,222,12.6,5.721193243,0.5182,201378566.4,128558625.2,18
MRT,Medequities Realty Trust Inc.,17.190569,0.947688,0.6108,24,12.62,11.18708333,9.67,3731461.5,3799634.083,2
SPCB,SuperCom Ltd.,0,0.928661,-0.287204,60,12.68,5.7455,1.78,2271084.567,3092161.4,5
HIO,Western Asset High Income Opport,26.043636,0.883301,0.185074,252,12.69,6.742638889,3.75,5782500.889,3327074.603,21
OPBK,OP Bancorp,15.048491,1.582438,0.810048,6,12.72,12.48333333,12.1,1467874,1045656,0
SKYS,天华阳光,0,0.408508,-0.634374,46,12.72,4.225915217,0.83,1459390.87,3721481.13,3
OVID,Ovid Therapeutics Inc.,0,2.660047,-0.36521,16,12.75,8.87875,6.48,1659147.25,1533666.5,1
OPRX,OptimizeRx Corporation,0,9.354196,-0.082285,3,12.76,11.18666667,10.4,714942.5,77975,0
LBC,Luther Burbank Corp,8.647919,1.105463,1.270826,9,12.8,12.015,10.88,1766797.6,4627236.5,0
AKTS,Akoustis Technologies Inc,0,10.21064,-0.806185,18,12.84,7.412777778,5.07,2501909.667,1549157.444,1
RCS,RCS全球政府基金,10.520249,1.261344,0.922982,252,12.88,10.49948373,7.5,2706508.119,1525752.381,21
FATE,Fate Therapeutics Inc,0,12.215225,-1.183321,59,12.89,5.324152542,1.53,7879776.633,1768668.31,4
OBLN,Obalon Therapeutics Inc,0,2.982031,-2.433571,23,12.93,7.340869565,1.66,2890650.5,1600041.909,1
CASM,CAS医疗,0,-4.581117,-0.113427,252,12.94,2.213720238,0.31,772204.0079,286424.6032,21
RJA,农业指数ETF-ELEMENTS,0,0,0,131,12.94,8.020243511,5.84,2105847.697,8504672.308,10
PSMC,PowerShares Conservative Multi-Asset Allocation Portfolio,0,0,0,19,12.94,12.71913158,12.53,11394.1,2713.333333,1
VCTR,Victory Capital Holdings Inc.,11.98897,1.533315,0.792395,7,12.95,11.18857143,9.88,2207563.75,4380428.667,0
FTRI,First Trust ISE Global Copper Index Fund,0,0,0,33,12.97,11.39761212,9.3,40778.82353,474194.875,2
MBIO,"Mustang Bio, Inc",0,3.35003,-1.310193,13,12.98,9.947692308,6.85,1880855.857,1491099,1
CATB,"Catabasis Pharmaceuticals, Inc.",0,1.104063,-1.015729,39,13,4.00074359,0.69,18861580.05,2273499.211,3
OSPRU,Osprey Energy Acquisition Corp,0,0,0,14,13,10.39714286,9.94,262224.4286,1005487.429,1
DAIO,Data I/O Corporation,11.742214,2.061609,0.471802,252,13.06,3.621896825,0.7,701636.119,554523.8095,21
VKTX,"Viking Therapeutics, Inc.",0,4.952433,-0.550036,41,13.07,3.798795122,1.04,23755552.14,3666600.05,3
BWB,Bridgewater Bancshares,16.343595,1.863148,0.780734,6,13.07,12.87833333,12.72,1586023.667,2607061,0
FLGT,Fulgent Genetics Inc.,0,1.491311,-0.318669,24,13.07,6.675304167,3.65,583214.8333,1072743.25,2
EGAS,Gas Natural,0,1.44271,-0.06,94,13.1,10.43154255,6.99,883830.0426,373663.8298,7
SPWH,"Sportsman's Warehouse Holdings, Inc.",15.840928,4.80318,0.386341,53,13.11,7.916698113,4.08,13302246.07,5848105.885,4
NMI,纽文市政收益基金,39.308546,0.979896,0.277039,252,13.14,11.09227302,9,323825.0873,183773.8095,21
NH,Nant Health LLC,0,1.735391,-1.005959,27,13.15,5.954074074,2.22,2846897.857,4426477.769,2
RJZ,Elements ETN-Rogers Metals,0,0,0,131,13.15,9.056364122,5.75,159621.5303,954761.5385,10
EPM,Evolution Petroleum,19.86123,4.289878,0.500976,146,13.16,6.604280822,1.2,1890622.699,1090543.836,12
ZNGA,Zynga,96.193753,2.333603,0.040959,81,13.17,3.659691358,2.11,239347300.2,433697357.5,6
ROAD,Construction Partners,10.723529,2.164541,1.116237,4,13.17,12.4275,12.15,1631565,5462480.5,0
MEN,黑石综合提升基金,31.443306,0.906269,0.330436,252,13.2,10.90098413,7.3,1384510.468,1120466.667,21
CO,中国脐带血库,19.650936,1.732411,0.335353,106,13.2,5.352830189,2.47,3840124.019,1933288.679,8
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares,0,0,0,51,13.22,11.14617647,9.68,477372.1923,578818.36,4
INS,Intelligent Systems Corp,45.90336,5.942648,0.315881,252,13.24,2.762486905,0.69,134671.3571,130142.0635,21
PFMT,Performant Financial Corporation,0,1.305028,-0.048846,73,13.25,5.424794521,1.62,1699424.081,5052108.333,6
INSE,Inspired Entertainment Inc,0,-30.57555,-0.455643,21,13.25,8.876190476,5,1061885.636,311154.6,1
BIF,BIF基金,7.453506,0.893855,1.497282,252,13.25,7.757545238,3.89,2070458.77,633395.2381,21
QHC,Quorum Health Corporation,0,-5.672693,-6.377797,28,13.25,6.24,3.41,6291056.429,9615188.5,2
MNOV,美第奇新星生物技术,0,5.839553,-0.341601,141,13.28,4.722560284,1.59,2323824.535,352300,11
PSMM,PowerShares Moderately Conservative Multi-Asset Allocation Portfolio,0,0,0,19,13.34,12.95238421,12.503,10362.4,2141.777778,1
FUSB,"First US Bancshares, Inc.",0,0.902021,-0.072666,23,13.35,11.62075217,9.9549,99451.25,148293.6364,1
CSQ,CSQ基金,9.154625,1.05763,1.460464,74,13.36,10.95702568,8.74,7210657.838,7372037.838,6
CIG,Companhia Energetica de Minas Ge,8.094782,0.150291,0.217424,204,13.375,5.29127451,0.69,85274814.84,49324074.51,17
ABCD,新生,14.611084,-100.156284,0.940382,105,13.38,3.799133333,0.91,1441881.038,664846.1538,8
ALRN,Aileron Therapeutics Inc,0.123918,0.96402,17.35018,15,13.38,8.668666667,2.92,1085338.5,1163238,1
GOAU,GO GOLD Kitco U.S. Global Precious Minerals Equity ETF GO GOLD Kitco U.S. G,0,0,0,15,13.3954,12.46065333,10.76,180806.625,345030.4286,1
HFFG,HF Foods Group Inc,0,5.487016,0,12,13.4,10.247075,9.8,276531.5,388793.1667,1
OUNZ,Merk黄金信托ETV,0,0,0,52,13.42,12.24301346,10.52,1484521.5,1014140,4
CAW,CCA Industries,0,2.68773,-0.35612,252,13.44,4.658839286,0.549,193499.5159,496288.6825,21
VCEL,Vericel Corporation,0,5.89506,-0.472008,46,13.45,4.465869565,2.02,17862780.09,5217551.174,3
ARDS,Aridis Pharmaceuticals Inc.,0,0,0,1,13.45,13.45,13.45,985650,,0
OSBCP,Old Second Bancorp,0,0.169044,0,183,13.45,9.051122951,2.24,172393.4783,90681.31868,15
SRCI,Synergy Resources Corp,10.430646,1.640324,0.929952,86,13.46,8.090465116,2.71,64097076.16,8675583.721,7
SLCT,Select Bancorp Inc.,39.376485,1.302819,0.331924,50,13.47,9.5298,6.74,352455.36,161390.92,4
AGRO,Adecoagro SA,0,1.921729,-0.197313,92,13.49,9.598369565,6.25,10335065.43,4542960.87,7
FUE,AB Svensk Exportkredit ELEMENTS,0,0,0,127,13.51,9.022550394,6,23037.8125,112677.7778,10
CFBI,"Community First Bancshares, Inc",0,1.145192,-0.013921,17,13.53,12.22657059,11.11,122033.7778,448382.875,1
AVAL,Grupo Aval Acciones Y Valores S.A.,11.536673,0.000176,0.68824,48,13.55,8.658541667,6.52,3662480.708,7210808.917,4
NGD,New Gold,52.000001,0.25649,0.02,195,13.57,5.573595385,0.9711,82804505.42,8464827.835,16
GLMD,Galmed Pharmaceuticals Ltd.,0,2.882932,-0.847989,54,13.58,7.243703704,3.4,3003794.852,1081211.407,4
MTSL,MER Telemanagement Solutions Ltd,0,2.860192,-0.590998,102,13.59,4.580696078,1.09,2448130.314,303789.8627,8
BHACU,Barington/Hilco Acquisition Corp.,0,0,-0.0604,42,13.6,10.53285476,9.95,4765.095238,85179.2381,3
CLPR,Clipper Realty Inc.,0,3.095608,-0.281643,19,13.6,10.51210526,8.19,1035682.9,1759471.333,1
ASG,Liberty All-Star Growth Fund Inc,5.203027,1.188958,1.280024,252,13.63,6.201249603,2.22,1553339.619,1091434.921,21
TSQ,Townsquare Media,0,0.489908,-2.099586,49,13.66,10.25836735,6.23,1378376.92,957346.5417,4
SRC,Spirit Realty Capital,46.612231,1.342141,0.178923,72,13.67,10.14868056,7.23,143199377.5,67908136.11,6
GFN,通用金融,0,3.268302,-0.082397,119,13.7,4.613721008,1,637721.2,218979.661,9
TCCO,Technical Communications Corpora,0,2.721838,-0.347624,98,13.72,5.883295918,2.35,952106.898,169218.3673,8
GNRT,Gener8 Maritime Inc,0,0.440797,-2.777131,39,13.72,6.701282051,4.06,8951192.4,7598862.421,3
BRG,Bluerock Residential Growth REIT Inc,0,1.913029,-3.087756,53,13.72,11.77584906,7.53,4578887.259,1890760.769,4
GZT,Gazit-Globe Ltd,16.944444,0.732124,0.54,81,13.76,10.98471111,7.78,139335.2683,445057.5,6
CIO,City Office REIT Inc,13.426584,1.711558,0.965994,53,13.77,12.46150943,10.04,4109855.815,1248079.308,4
RFIL,RF Industries,25.360685,4.254939,0.461344,252,13.785,3.041958333,0.845,766253.0794,805923.8095,21
MESA,"Mesa Air Group, Inc.",0,0,0,1,13.79,13.79,13.79,7219338,,0
PSMB,PowerShares Balanced Multi-Asset Allocation Portfolio,0,0,0,19,13.81,13.22865789,12.5,26497.7,5348.777778,1
JE,Just Energy Group Inc,1.60652,14.352304,1.886064,80,13.84,6.629,2.99,3872337.15,7844057.5,6
RJI,商品指数ETF-ELEMENTS,0,0,0,131,13.84,7.462633588,4.35,10955366.42,8384704.615,10
IOR,Income Opportunity Realty Investors,43.604394,0.571813,0.280935,252,13.84,5.375892857,1.32,51714.07937,43973.80952,21
MGY,Magnolia Oil & Gas Corp,0,226.362319,-0.03927,14,13.86,10.27696429,9.68,14247284.29,1032910.857,1
KFFB,肯塔基第一银行,43.777566,1.000683,0.182742,162,13.89,9.370708025,6.08,42110.97531,68779.01235,13
GLUU,Glu移动,0,6.591055,-0.458201,137,13.9,3.659635036,0.25,67436151.29,166945754.4,11
FPI,Farmland Partners Inc,0,0.72607,-0.053828,51,13.97,10.36137255,6.74,5650039.462,1348256.24,4
RAVE,RAVE Restaurant Group,0,7.286815,-0.211304,252,13.98,3.497697619,1.01,1059785.46,355280.1587,21
SNAK,Inventure Foods,0,8.542642,-1.53,252,13.98,4.252242063,0.59,1675508.802,894492.8571,21
SMMT,Summit Therapeutics PLC,0,1.162789,-2.3,42,13.98,10.1827119,2.3,1256028.095,734234.8571,3
OR,Osisko Gold Royalties Ltd,27.199999,0.587329,0.3,26,13.99,10.97423077,7.94,11695550.69,8747887.769,2
GDP,古德里奇,0,2.934308,-0.750981,17,13.99,11.63704118,8.6,950939.5556,573235.5,1
SBT,"Sterling Bancorp, Inc.",12.081356,2.091833,0.993266,10,14,13.009,12.25,1628479.6,3882689.4,0
PCYO,Pure Cycle Corporation,0,3.839784,-0.018656,252,14,4.526468254,0.7,678749.619,154292.8571,21
NEO,NeoGenomics,0,7.573129,-0.023209,69,14,6.527753623,2.16,8194751.629,5310748.088,5
PZE,巴西石油-阿根廷,191.349578,1.643603,0.059211,108,14,7.679722222,3.62,2371327.148,3301879.63,9
HNRG,Hallador能源,6.849115,0.732457,0.890626,100,14.02,8.426,4.27,2026846.58,471896,8
TCON,"TRACON Pharmaceuticals, Inc.",0,1.655223,-1.087903,44,14.04,6.080111364,2.1,2522408.909,1226115.045,3
SAND,Sandstorm Gold Ltd,0,0.867525,-0.02,73,14.04,5.175616438,2.28,30287077.65,15085830.56,6
CTT,CatchMark Timber Trust Inc. Class A,0,1.311265,-0.332217,57,14.05,11.89280702,10.07,3792768.103,2756151.464,4
HMTA,HomeTown Bankshares Corp.,21.956726,1.473536,0.597539,23,14.0628,11.02364783,9,63375.08333,34198.54545,1
REPH,Recro Pharma Inc,0,5.550539,-3.007688,54,14.1,7.797592593,2.75,3410082.333,1149936.815,4
NVAX,诺瓦瓦克斯医药,0,-5.80167,-0.566994,252,14.1,4.187053175,0.8161,75774717.98,14624176.98,21
JILL,J.Jill Inc.,4.393193,1.284595,1.354368,18,14.1,9.025,4.42,11694810.11,10120350.67,1
ACMR,Acm Research Inc.,25.050891,4.702123,0.538903,10,14.11,9.713,5.25,1548054,1289086,0
NERV,Minerva Neurosciences,0,3.538909,-0.907455,50,14.115,7.3356,4.38,4534370.96,4359927.6,4
IVTY,"Invuity, Inc.",0,40.776599,-1.940173,39,14.12,8.136666667,3.3,3125063.25,1593064.737,3
CHI,CHI基金,13.968439,1.137457,0.898454,74,14.12,11.85006622,8.76,5887462.649,3702032.432,6
ARTW,自流资源,0,0.778307,-0.500705,252,14.125,4.28013254,0.85,237259.4762,316377.7778,21
TRST,TrustCo Bank Corp NY,18.054633,1.927478,0.520642,252,14.13,8.916309524,4.46,5872393.159,3172472.595,21
RUN,Sunrun Inc.,11.418885,1.638617,1.240051,37,14.14,7.501621622,5.04,32961849.68,21671577.06,3
IDIV,U.S. Equity Cumulative Dividends Fund Series 2027 Shares,0,0,0,7,14.14,13.55721429,13.27,52145.5,20036,0
OHRP,Ohr Pharmaceutical Inc.,0,0.575065,-0.160039,63,14.15,4.137166667,0.183,11512832.97,9139516.774,5
CDOR,"Condor Hospitality Trust, Inc.",2.88997,1.249696,3.633256,38,14.1635,10.61323421,4.8958,373076.6316,54131.89474,3
VG,Vonage Holdings,0,6.566947,-0.057815,148,14.18,4.214662162,0.35,36539949.05,48240772.97,12
MYOS,MYOS Corporation,0,2.647696,-0.632107,50,14.19,3.297602,1.18,6590298.72,326112.8,4
SHSP,SharpSpring Inc,0,7.503032,-0.810009,34,14.19,5.279991176,3.16,894565.5294,358115.5882,2
CZWI,Citizens Community Bancorp,31.385138,1.120117,0.446071,174,14.21,8.081861494,3.21,137464.046,156209.1954,14
OSN,奥盛创新,3.06075,0.159982,0.810259,93,14.22,3.418233333,1.66,545709.8723,242921.413,7
AQB,"AquaBounty Technologies, Inc.",0,1.514089,-0.99793,20,14.22,6.06663,2.44,1829628.1,422849.3,1
XIN,鑫苑置业,9.296366,0.412043,0.463622,129,14.23,4.361085271,1.75,6082948.062,6200814.063,10
ATACU,Atlantic Acquisition Corp.,0,0,0,13,14.25,10.72536923,10.06,12399,260182.6667,1
BYFC,百老汇金融,0,0.893581,-0.007659,252,14.25,5.365816667,0.66,132666.7937,59529.39683,21
USA,Liberty All-Star Equity Fund,5.115693,0.95203,1.297967,252,14.25,7.64609127,2.61,10754266.65,4194572.222,21
WYY,WidePoint Corp,0,1.664494,-0.024245,252,14.25,1.353034921,0.07,4523341.643,1797219.841,21
EPRT,Essential Properties Realty Trust Inc.,0.36004,1.19604,40.412163,3,14.26,13.86666667,13.54,7450071,16272365,0
DSKE,Hennessy Capital Acquisition Corp II,7.318035,1.445415,1.21754,35,14.29,10.44648286,8.28,6210743.056,1796870.294,2
PAVM,PAVmed Inc.,0,6.137867,-0.846478,26,14.3,5.214538462,0.95,5277589.538,71648.92308,2
NIHD,国家信息基础设施控股,0,-7.870123,-2.254736,38,14.3,3.344834211,0.25,32334212.95,12055921.68,3
PSMG,PowerShares Growth Multi-Asset Allocation Portfolio,0,0,0,19,14.3144,13.51587368,12.55,23092,9139,1
ALNA,Allena Pharmaceuticals Inc.,5.121094,3.312139,2.099161,10,14.34,11.339,6.81,2577700.6,1990393.8,0
HTGM,"HTG Molecular Diagnostics, Inc.",0,3.540362,-0.823943,40,14.35,3.942365,1.66,25007395,1927193.3,3
RESN,Resonant Inc,0,3.871982,-1.28975,52,14.35,5.300323077,1.95,3249559.231,1526495.269,4
EOCA,Endesa Americas S.A. American Depositary Share,26.3,0,0.5,14,14.37,13.43571429,12.55,212221.8571,1464797.143,1
PLLL,Piedmont Lithium Limited,0,6.030537,-1.3069,4,14.38,13.3275,11.43,58234.5,115434,0
ATTO,Atento,0,1.581748,-0.278518,47,14.38,9.972978723,6.85,1849511.583,1562630.391,3
VEON,VimpelCom Ltd,0,1.350411,-0.253299,60,14.39,5.3025,2.38,76636700.3,46892503.27,5
BSBR,桑坦德巴西分行,10.316712,0.700301,0.801612,107,14.4,8.147009346,3.15,52762064.17,122482558.5,8
MDWD,MediWound Ltd.,0,168.878223,-0.871114,54,14.41,7.081466667,3.9,773135.0741,1094717.37,4
SECO,寺库,6.66174,3.729852,2.101553,12,14.43,10.32666667,7.24,4194408.667,9109927.167,1
OTTW,"Ottawa Bancorp, Inc.",54.833399,0.902909,0.254407,23,14.44,13.54652174,11.5195,84430.91667,187282,1
