code,name,pe,pb,eps,net2018-06,net_radio2018-06,count,grow_3,grow_6,month_six_rs,price,vol_radio,volume_end,volume_start,year,year_rs
CORE,科尔.马克控股,48.017295,2.979531,0.74015,11000000,0.5942,162,3.66,2.081666667,0.256487227,16.85214506,0.362922702,5396696.037,3959649.383,13,0.198438561
GATX,GATX Corporation,6.519974,1.778595,13.151893,38800000,-0.2734,27,3.653333333,2.77,0.098754668,62.67481481,-0.244544314,5780954.429,7652274.692,2,0.064637347
GPC,Genuine Parts Co,21.695861,4.142288,4.569074,227000000,0.1948,252,3.653333333,2.2,0.100414732,53.16039683,0.866272335,16847693.52,9027457.143,21,0.078976303
ETSY,"Etsy, Inc.",67.319085,15.868282,0.728471,3379000,-0.7104,42,3.646666667,4.126666667,0.331409259,17.90761905,0.550725188,46573741.33,30033523.48,3,0.224295804
ALLE,Allegion PLC,29.03157,16.385255,3.006038,114000000,0.0775,59,3.64,0.38,0.092954767,66.71237288,0.021264107,14515022,14212799.52,4,0.072086508
ROL,Rollins Inc,64.115685,18.364885,0.913505,65542000,0.2208,252,3.64,2.045,0.142758453,12.83034325,-0.018789949,7648713.754,7795184.881,21,0.129507946
FIX,Comfort Systems USA,26.743457,4.564138,2.123884,32547000,0.811,252,3.616666667,2.558333333,0.21962948,14.79349206,0.483465948,4071433.516,2744541.27,21,0.182414542
FMX,Fomento Economico Mexicano S.A.B,15.441835,20.574177,6.28617,10777000000,1.1174,245,3.61,1.308333333,0.138411295,48.10233673,-0.257734013,12885025.69,17359040.98,20,0.122038007
FTV,Fortive Corporation,24.04706,4.974145,3.332216,295000000,0.2287,27,3.583333333,1.653333333,0.063484466,66.55333333,-0.016531737,33858807.21,34427961.23,2,0.044756969
FN,Fabrinet,21.172222,2.353233,2.259092,22768000,-0.1691,100,3.583333333,2.716666667,0.24905647,23.587,1.350716338,8582300.8,3650930,8,0.224276166
PCAR,帕卡,11.503805,2.69234,5.861539,560000000,0.5003,252,3.58,1.085,0.297889567,32.21936944,-0.530645586,50311784.91,107193590.7,21,0.213122022
IBM,IBM,23.299585,7.19766,6.267923,2404000000,0.0313,252,3.573333333,-0.621666667,0.109315323,124.0774405,-0.349294715,100950347.7,155139892.1,21,0.094021748
MSA,Mine Safety Appliances Co,59.660881,6.123858,1.68318,33421000,1.6495,252,3.533333333,3.933333333,0.191241974,34.93490714,0.421017466,2897529.048,2039052.381,21,0.1552962
NKTR,内克塔治疗,12.160007,5.922891,5.254109,971000000,17.2259,252,3.53,-7.711666667,0.638501958,16.78125,0.382124281,25842524.33,18697684.92,21,0.454990998
FAST,美国快克公司,25.104356,7.665364,2.36931,211000000,0.4184,252,3.506666667,0.703333333,0.142640041,25.27538056,0.04569609,52114970.18,49837587.3,21,0.132744985
STE,思泰瑞医疗,32.240856,3.150517,3.565352,70278000,0.2072,252,3.505,3.499166667,0.160183254,36.86696429,0.000935003,9344625.921,9335896.825,21,0.132568255
ADS,联合数据,14.815943,6.142493,15.991557,218000000,0.5817,208,3.5,4.955,0.166440578,116.6239904,-0.314490055,13090172.94,19095525.96,17,0.154012904
LHCG,LHC Group,40.012278,2.466025,2.485987,20656000,0.4554,160,3.5,5.621666667,0.292330795,31.4975,-0.413059871,2361080.388,4022693.75,13,0.228118171
MORN,晨星信息,37.344204,6.722251,3.679018,41800000,-0.0933,161,3.49,7.25,0.22309897,63.96602484,-0.412983394,1432547.988,2440387.5,13,0.176179797
MYGN,万基遗传,25.757466,3.557438,1.887608,13100000,0.0315,252,3.476666667,2.913333333,0.477034368,16.94158254,-0.286857861,29957561.78,42007841.27,21,0.344003187
SEAS,SeaWorld Entertainment Inc.,0,9.001952,-0.057911,22697000,1.1291,66,3.47,2.91,0.204849014,21.09484848,0.616211982,40737235.39,25205378.91,5,0.151469894
PTSI,P.A.M. Transportation Services,8.929055,2.896058,6.943624,7289000,3.5301,252,3.446666667,3.481216667,0.324770292,18.5189881,-0.364703227,300680.9206,473292.0635,21,0.277093112
SHPG,Shire plc,10.927417,1.433963,15.936063,616000000,1.5614,247,3.413333333,5.745,0.199167466,83.73643725,0.307366384,16765844.01,12824135.77,20,0.154443617
APH,安诺电子,39.10923,7.474675,2.393297,288000000,0.1349,252,3.403333333,1.825,0.157926837,25.86107262,-0.010021275,36610074.82,36980668.25,21,0.130587849
ICFI,ICF国际,22.733217,2.407369,3.567467,13617000,0.1407,145,3.4,3.8,0.205245448,32.27868966,-0.263050617,1703089,2310998.611,12,0.177456353
DLB,杜比,79.459898,3.393778,0.898944,83288000,0.0932,164,3.383333333,1.428333333,0.246014968,40.51445122,-0.263003245,8843614.134,11999529.27,13,0.194619182
AIT,Applied Industrial Technologie,21.08273,3.660886,3.65465,40362000,-0.2379,252,3.383333333,1.175,0.211044629,27.99689048,0.381399286,4763638.127,3448415.079,21,0.176877239
IPAR,依特香水,42.863281,4.727176,1.545612,14259000,0.548,252,3.366666667,2.758333333,0.279956377,16.6742623,-0.007700469,1939735.444,1954788.23,21,0.234072592
BMI,Badger Meter,54.760619,5.52055,0.998893,6154000,-0.4202,252,3.35,1.258333333,0.265034682,17.01800675,2.003102453,3662931.73,1219715.873,21,0.219928371
FLR,福陆,32.102979,2.666043,1.797341,131000000,20.7774,216,3.313333333,0.223333333,0.19469701,45.70851852,-0.119089566,34740552.86,39437100,18,0.161273957
PPG,PPG工业,18.946112,5.481581,5.838665,375000000,-0.2515,252,3.3,0.368333333,0.276054341,50.46951389,0.474406502,42341781.26,28717847.62,21,0.179296192
ESE,ESCO科技,21.366402,2.440539,3.205968,19019000,0.5041,252,3.3,1.533333333,0.2357498,32.14335317,-0.179438783,2533557,3087590.476,21,0.184264152
CSX,CSX运输,10.882096,4.576359,6.859892,877000000,0.7196,252,3.293333333,2.951666667,0.157382848,18.23470238,0.281545171,200937339.4,156793021.4,21,0.125369095
AJG,亚瑟加拉格尔有限公司,23.723876,2.965041,3.04124,124000000,0.5798,252,3.283333333,0.978333333,0.109160465,32.50560516,0.936802053,15828364.13,8172422.222,21,0.084714158
MRK,默沙东,135.520024,5.644613,0.509445,1716000000,-0.1205,252,3.27,2.603333333,0.118935759,50.8093254,0.567287735,252542966.2,161133760.3,21,0.109807737
ULH,"Universal Logistics Holdings, Inc.",21.072564,5.376202,1.73211,17669000,5.4509,29,3.25,2.483333333,0.15854961,19.41827586,1.37406778,849624.9333,357877.2857,2,0.111726626
ERI,Eldorado Resorts Inc,19.814796,3.860199,2.51075,36796000,1.7966,49,3.25,2.591666667,0.220517805,18.49326531,3.836532949,15109401.48,3124015,4,0.178132156
ARII,美国轨道车,6.216961,1.325315,7.487581,9192000,-0.1566,153,3.243333333,1.865,0.410389483,32.73856209,0.235155892,3357083.831,2717943.421,12,0.33506624
HRC,希尔罗控股,27.967599,4.318581,3.508703,45200000,6.9298,252,3.24,1.64,0.171948988,47.86007937,1.76832928,9983663.167,3606385.714,21,0.140256086
THRM,Gentherm Inc,58.129396,3.036376,0.842947,16659000,0.9569,76,3.233333333,2.525,0.187253519,33.57881579,-0.134964404,5647874.316,6529065.789,6,0.152496372
RGNX,Regenxbio Inc,26.746574,7.293249,2.473214,10594000,1.732,37,3.233333333,8.525,0.423133144,26.6327027,1.352595207,8553455.474,3635753.167,3,0.31221304
MCS,马库斯,14.791559,2.359135,2.65016,18712000,0.8481,252,3.216666667,1.975,0.252526132,17.23575397,0.402819743,1561156.341,1112870.238,21,0.205870458
SKYW,西空航空,7.004256,1.791309,9.137301,75859000,0.5028,252,3.2,1.175,0.263366126,20.04107143,-0.311078946,7951718.714,11542278.57,21,0.213905186
AME,阿美特克,22.923706,4.07388,3.324506,194000000,0.2883,252,3.18,0.841666667,0.115576997,24.23357143,0.599421727,26132974.37,16339014.24,21,0.10754371
SAP,SAP SE,27.699626,4.950275,4.36468,720000000,0.0811,242,3.167,3.1385,0.120850382,56.5103719,-0.150618997,25848393.56,30432036.36,20,0.10861792
EMR,艾默生电气,22.967839,5.652679,3.294607,719000000,0.6918,252,3.123333333,1.62,0.120946111,43.72208333,0.440129951,81781273.28,56787426.19,21,0.094094783
CDW,CDW Corporation,21.30981,12.290134,4.072772,173000000,0.2278,64,3.11,3.206666667,0.118710283,46.360625,0.287405347,17732653.22,13773947.16,5,0.093112079
BLL,波尔,31.848935,3.633664,1.290153,120000000,0.2,252,3.11,0.87,0.137078242,15.9409631,-0.107842746,54449362.67,61031126.98,21,0.111515282
BOOT,Boot Barn Holdings Inc.,20.594317,3.294623,1.295503,6761000,7.7014,48,3.09,2.053333333,0.40616529,15.915,0.294928495,9900312.25,7645450.917,4,0.287974397
AAXN,"Axon Enterprise, Inc.",179.899058,8.517153,0.364371,8485000,2.728,208,3.083333333,5.47,0.424623857,12.74823269,-0.75095005,21539215.18,86485523.08,17,0.373269892
CELG,新基公司,23.944707,18.441235,3.755736,1045000000,-0.0509,252,3.05,-0.07,0.220177194,38.63150794,-0.244435305,126272534.7,167123392.1,21,0.18780385
AXE,艾利斯特国际,23.213091,1.602841,3.110314,34800000,-0.1322,252,3.05,-0.75,0.183420948,49.34222222,0.033611437,5625173.484,5442251.587,21,0.165937874
AAN,Aarons Inc,12.118413,2.001754,4.166387,38501000,0.0596,252,3.05,1.018333333,0.230594061,17.86391389,113.627217,9880187.437,86194.07937,21,0.196152146
TMUS,T-Mobile US Inc,11.711265,2.369278,5.585221,782000000,0.346,138,3.046666667,1.321666667,0.263337659,35.36905797,0.599478915,85248144.01,53297447.83,11,0.214933433
VRS,Verso Paper Corp,25.739627,1.344817,1.134049,1000000,1.0204,27,3.043333333,2.321666667,0.429346599,12.00259259,0.817979518,8157706.357,4487237.769,2,0.268078312
RL,拉夫劳伦,52.690794,3.241884,2.594381,109000000,0.8319,252,3.04,3.973333333,0.190645597,76.36563492,1.258871291,23489084.67,10398593.65,21,0.160777189
LECO,林肯电气控股,23.329841,6.39324,3.964022,68859000,0.1227,252,3.033333333,1.03,0.17708103,35.13399802,0.796355548,8454687.103,4706577.778,21,0.147525433
BAH,博思艾伦咨询公司,21.648818,11.81261,2.325762,104000000,0.4757,95,3.023333333,2.358333333,0.165391783,25.87389474,1.546932219,19837881.65,7788931.915,7,0.136457069
REGI,Renewable Energy Group,4.767925,1.282793,5.537,33850000,1.9724,81,3.016666667,2.35,0.333969763,10.65345679,0.44029478,10087086.49,7003487.5,6,0.251510571
AWI,阿姆斯特朗,23.240794,8.879087,2.98828,47300000,0.1453,144,3.016666667,2.475,0.323447186,44.72909722,0.877677054,11543937.67,6147988.889,12,0.236265896
KAI,凯登纸业,29.475493,3.245317,3.372293,12491000,0.5237,252,2.983333333,1.483333333,0.241239834,32.6572619,0.377531828,1120099.992,813120.9524,21,0.204682636
CME,芝加哥商品交易所,13.005214,2.493862,13.019394,566000000,0.3615,123,2.976666667,1.64,0.222511714,82.42211382,-0.579181478,30047531.76,71402588.52,10,0.15614563
RP,RealPage,1099.963878,5.298691,0.05532,8479000,0.3647,98,2.966666667,2.041666667,0.234635748,27.0975,0.253702677,8346760.959,6657687.755,8,0.18084557
HSKA,赫斯卡医疗,118.180358,6.883764,0.853949,1897000,-0.3957,101,2.966666667,5.603333333,0.295433184,33.43495644,2.516631551,1410443.549,401078,8,0.243758736
EXLS,伊克赛尔服务控股,43.08774,3.625064,1.434979,14462000,-0.2903,144,2.963333333,1.271666667,0.194283235,30.31753472,0.349939487,3152609.306,2335370.833,12,0.16569303
ANIK,阿尼卡医疗,32.872416,2.449494,1.260023,10092000,-0.1123,252,2.963333333,-1.49,0.386050028,16.68880952,0.675260497,2408819.841,1437877.778,21,0.318131602
ALK,阿拉斯加航空集团有限公司,9.441978,2.221956,6.866146,193000000,-0.3413,252,2.943333333,1.205,0.237238905,23.42553571,0.152572214,37293991.35,32357184.13,21,0.201403752
QLYS,科力斯,114.626058,9.614877,0.785598,10293000,0.4292,73,2.933333333,3.358333333,0.25629734,36.73589041,0.450090678,7037910.378,4853427.778,6,0.211105758
UEIC,Universal Electronics Inc,82.843377,2.13081,0.516034,22659000,3.8375,252,2.933333333,-1.683333333,0.286656479,26.50712302,-0.113218717,1604416.778,1809258.73,21,0.219321687
FWRD,福沃运输,20.009745,3.460925,3.193444,24298000,0.2355,252,2.926666667,2.506666667,0.193209137,30.43245952,-0.315194607,3219172.865,4700857.937,21,0.152357408
SYNT,Syntel,18.999027,52.030438,2.139057,41148000,0.1227,252,2.92,2.525,0.222691955,19.34624365,0.692110994,6537038.397,3863244.444,21,0.19426376
TCP,TC PipeLines LP,9.058071,2.347808,3.714919,75000000,0.3636,82,2.92,0.075,0.13397977,50.69207317,0.769556335,4620915.829,2611341.463,6,0.102625465
NCLH,挪威邮轮,14.507658,2.066775,3.658068,227000000,0.1421,69,2.92,0.505,0.116800461,45.0884058,1.187794379,40683725,18595771.79,5,0.097170602
NPO,EnPro Industries Inc,2.933075,1.826353,25.686356,9900000,0.1,197,2.916666667,0.261666667,0.212956849,39.95147208,-0.214806144,3039044.747,3870438.776,16,0.186489453
SWP,"Stanley Black & Decker, Inc.",16.224311,0,6.687711,293000000,0.0569,17,2.91,0.043333333,0.025353187,112.4985471,-0.376100681,830941.5556,1331852,1,0.008365651
MUSA,Murphy USA Inc.,10.529713,4.031921,8.167364,51800000,-0.0667,62,2.906666667,1.735,0.139748001,62.70854839,0.110480933,8493780.968,7648740.935,5,0.10950135
SNE,索尼,11.608901,2.378909,4.698119,2.36864E+11,1.5092,252,2.886666667,1.845,0.200328167,39.64059524,1.263721645,30745314.02,13581755.56,21,0.178098694
ITW,伊利诺伊机械,24.440967,12.009801,5.546016,666000000,0.1346,252,2.883333333,-1.483333333,0.108826021,59.14980159,0.215922191,48534088.16,39915455.56,21,0.091122683
CA,联合电脑,39.647628,2.33742,1.108263,166000000,-0.0674,126,2.873333333,1.751666667,0.162892182,27.22702381,-0.37010951,54980274.35,87285449.21,10,0.11798571
EYE,National Vision Holdings Inc.,42.662141,4.40057,0.997137,13077000,9.7413,12,2.873333333,2.166666667,0.093865066,36.98583333,0.157219532,10098884.17,8726852.5,1,0.03459079
AKAM,阿克迈,67.84612,3.611215,1.08186,43061000,-0.2412,228,2.866666667,1.391666667,0.317457135,40.99991228,-0.026614879,60213849.47,61860252.63,19,0.275549416
LXFT,Luxoft Holding Inc. Class A Ord,27.176379,3.179571,1.641131,4698000,-0.2563,64,2.866666667,0.608333333,0.199676665,48.19875,0.844713551,5719464.094,3100461.906,5,0.155232938
GWR,杰纳西及怀俄明,9.091331,1.487827,9.69055,48611000,0.01,252,2.86,3.401666667,0.209115676,38.54645317,0.963877261,7868826.159,4006781.032,21,0.185130184
AMP,阿莫斯莱斯金融,12.147742,3.557931,11.627675,462000000,0.1756,157,2.853333333,-0.221666667,0.206778994,77.70229299,-0.524853022,22177956.68,46675992.31,13,0.154379853
DHR,丹纳赫,26.185512,2.575322,3.824634,674000000,0.209,252,2.85,1.46,0.202529596,35.88389444,-0.277304337,84606173.94,117070266.7,21,0.135592038
LAWS,劳森产品,10.961037,2.937676,2.928555,3194000,-0.5608,252,2.833333333,1.15,0.25859767,25.28710317,0.499784268,396764.3571,264547.619,21,0.232978203
PLUS,正羽科技,24.496158,3.682389,4.161877,15273000,0.1378,250,2.833333333,4.075,0.262573551,19.19396,-0.104779518,1293413.12,1444798.4,20,0.203502894
ROCK,Gibraltar Industries,18.852,2.5864,2.424146,22837000,0.7885,252,2.833333333,2.008333333,0.39640209,18.10205675,1.228586648,3697405.659,1659080.952,21,0.313149139
VLO,瓦莱罗能源,11.669395,2.366798,10.330441,875000000,0.5297,252,2.83,4.476666667,0.262886871,33.30250437,0.204985019,173433253.8,143929800.8,21,0.222921878
CLW,克利尔沃特纸业,5.182144,0.801358,5.547897,6961000,-0.1339,118,2.816666667,-1.275,0.469037224,42.85974576,-0.360719434,2407231.559,3765532.203,9,0.307766285
AVY,艾利,34.499886,9.049765,3.066387,95600000,-0.2093,252,2.8,0.623333333,0.132888212,55.31511905,0.805208301,18161874.06,10060819.05,21,0.109094648
PYPL,PayPal,52.912974,7.100932,1.702796,526000000,0.2798,39,2.773333333,2.723383333,0.097976923,53.96692308,-0.12469282,165572009.1,189158746.7,3,0.081242403
TSM,台积电,17.772721,0.143539,2.32041,72293000000,0.0909,252,2.77,0.225,0.118403886,14.54154484,0.56784,235866126.5,150440176.6,21,0.105583461
DAL,达美航空,11.862729,3.063286,4.820139,1025000000,-0.1358,138,2.763333333,0.47,0.351886178,26.17688406,-0.115233814,206747301.2,233674505.8,11,0.264975209
SNBR,Sleep Number Corporation,19.544799,-53.72341,1.666428,3744000,5.8123,238,2.76,0.351666667,0.82404278,15.1387605,0.40402696,16482717.9,11739602.13,19,0.553066188
GLW,康宁,0,2.308931,-1.039962,738000000,0.6811,252,2.746666667,1.331666667,0.189238046,20.44219524,0.222834389,243273497.6,198942309.5,21,0.162063407
KAR,KAR车行,20.463975,5.621931,3.094218,93200000,0.6294,106,2.736666667,1.473333333,0.13856708,30.38311321,1.326165594,20613303.25,8861494.34,8,0.115318771
HSC,哈斯科材料,58.200554,9.91912,0.471645,42711000,1.1647,252,2.733333333,1.625,0.313390286,24.00664683,0.961604061,12374327.74,6308269.841,21,0.236354176
KMT,肯纳金属,16.224892,2.722895,2.45487,70153000,1.7391,252,2.713333333,0.641666667,0.169811101,27.99107143,0.885460982,17566413.5,9316773.81,21,0.154365451
CNXN,"PC Connection, Inc.",16.107692,1.997733,2.367192,18226000,0.3416,25,2.71,2.695,0.114041678,28.4336,0.045500665,997463.3077,954053.25,2,0.071184062
ANGI,安吉斯里斯特,0,10.001093,-0.275176,23023000,921.92,83,2.706666667,1.64,0.506148506,11.86596386,-0.242969176,14109889.48,18638460.98,6,0.376652584
CRS,卡朋特科技,14.74621,1.85618,3.957627,42800000,0.6784,252,2.696666667,2.835,0.272855591,33.99609127,0.116430667,9432467.524,8448771.429,21,0.223019822
ABT,雅培,127.727987,3.792409,0.517506,733000000,1.5901,252,2.693333333,1.541666667,0.100911273,28.93791667,0.240145578,216012534.1,174183207.1,21,0.09051729
FNKO,Funko Inc.,0.534925,4.081068,43.482761,871000,1.1919,11,2.69,2.066666667,0.230757594,12.15727273,-0.008359765,11045723.5,11138841.6,0,0.102833438
UFS,Domtar Corp,0,1.310346,-3.49648,43000000,0.1316,139,2.68,2.053333333,0.430109906,38.35841727,-0.40052027,12621202.97,21053594.2,11,0.298096113
TPB,Turning Point Brands Inc.,27.791123,9.990255,1.211538,9319000,0.3539,29,2.63,3.365,0.194471601,18.64448276,0.23817919,1321817.133,1067549.143,2,0.140265378
FISV,费哲金融服务,22.915316,11.370637,3.492424,251000000,0.1357,252,2.626666667,1.755,0.099342969,20.21199683,-0.456178832,67058750.77,123310298.8,21,0.087763603
CTXS,思杰系统,144.05745,24.089772,0.784201,107000000,-0.0183,252,2.596666667,3.038333333,0.226063111,45.81748333,-0.404722778,46989726.4,78937551.59,21,0.181158454
PLNT,Planet Fitness Inc,78.315801,-55.924711,0.647762,30418000,0.6895,38,2.593333333,2.351666667,0.129109346,25.86421053,1.086067244,24089963.05,11548028.05,3,0.095194045
CF,CF实业,19.814854,3.27946,2.520836,174000000,6.25,158,2.58,2.416666667,0.309066734,106.0945886,0.244441653,50793461.29,40816265.82,13,0.260244859
USM,U.S. Cellular Corp,55.124444,0.944738,0.793296,52000000,3.3333,252,2.576666667,0.74,0.160925089,45.95662698,-0.183952824,2005669.738,2457786.508,21,0.135887932
ITRI,伊管,0,3.863183,-2.966561,3773000,-0.7486,252,2.566666667,-0.558333333,0.250867976,40.81777778,0.384542263,7786978.857,5624226.19,21,0.217151651
NXST,Nexstar Broadcasting Group,6.700952,2.293887,12.274376,86606000,0.7873,179,2.566666667,2.35,0.803719324,24.49494413,5.007586041,8683992.622,1445504.494,14,0.553382898
VVI,Viad Corp,34.254094,2.97836,1.808543,23380000,-0.1612,252,2.566666667,1.633333333,0.24948626,52.13035714,-0.022583959,1863491.778,1906549.206,21,0.205280291
TRTN,Triton International Limited,6.741428,1.432014,5.786608,107000000,1.2234,27,2.566666667,1.298333333,0.282959444,29.17555556,0.439907484,10410158.29,7229741.077,2,0.173784051
AVNS,Halyard Health Inc,32.353784,2.656632,2.23436,35300000,1.0643,48,2.563333333,3.065,0.155505169,41.07895833,-0.31478294,7328625.375,10695334.08,4,0.115289449
INT,全球燃料服务,0,1.080157,-2.507314,29200000,-0.0331,252,2.56,0.581666667,0.367734599,21.88205357,0.88184274,11699165.4,6216866.667,21,0.27087284
ATRO,Astronics,70.19411,3.598982,0.640937,14025000,0.825,252,2.56,1.036666667,0.393858056,16.64007937,1.972281278,2073909.262,697750,21,0.314779592
COL,罗柯,22.134635,3.294818,6.15009,275000000,0.5363,208,2.556666667,1.213333333,0.137630369,61.76509615,0.230930173,21281285.45,17288783.65,17,0.112384517
ATTU,Attunity Ltd,0,7.159367,-0.091913,257000,1.0805,75,2.54,1.983333333,0.306850338,8.9462,0.355481881,1728635.053,1275291.892,6,0.242080514
ITT,ITT Inc.,27.715433,3.13844,2.172075,69900000,0.4593,252,2.526666667,1.816666667,0.130306725,29.54888889,-0.102651294,26030899.12,29008677.38,21,0.111178706
CATM,Cardtronics,0,4.409765,-3.476785,3772000,-0.7511,130,2.513333333,1.505,0.468888019,25.55053846,0.776365848,8408241.908,4733395.385,10,0.342204496
WWD,Woodward,28.951576,3.334513,2.736984,49117000,-0.0841,252,2.503333333,2.096666667,0.301197317,28.10583333,0.69818364,7220256.333,4251752.381,21,0.221975656
TPX,Tempur-Pedic International Inc,22.431062,19.822294,2.564747,21200000,-0.023,178,2.496666667,1.676666667,0.342956587,37.55679775,0.005747506,26977767.66,26823598.88,14,0.273115489
R,瑞德系统,5.288073,1.455273,14.727481,42258000,-0.1693,252,2.496666667,1.031666667,0.190377622,47.51936508,0.39196761,14609510.94,10495582.54,21,0.160280748
AAON,艾伦建材,46.737581,9.063812,0.884727,11691000,-0.1525,252,2.483333333,0.283333333,0.20461667,10.21865873,-0.066724747,3628281.833,3887686.746,21,0.173762252
YELP,Yelp Inc.,24.058138,3.530789,1.926583,10704000,0.3548,79,2.46,0.835,0.295763109,40.54670886,-0.063376918,49379225.2,52720487.18,6,0.252256562
CBPX,Continental Building Products Inc.,20.038035,4.211661,1.881422,21895000,0.766,56,2.45,1.725,0.153247898,22.30428571,0.069210367,6443051.286,6025990.286,4,0.116043497
CRY,CryoLife Inc,0,4.612305,-0.151234,226000,-0.9285,252,2.45,2.491666667,0.365146276,11.16154683,-0.228790354,2863507.841,3713008.333,21,0.284536122
BMS,碧美斯,41.651224,3.912895,1.206207,46700000,0.6679,252,2.416666667,0.823333333,0.137348498,30.63039683,0.809436923,16222074.48,8965261.111,21,0.106028808
DCO,杜科蒙,24.150754,1.782279,1.618169,1591000,-0.5838,252,2.39,1.655,0.314793551,20.38276468,0.992557711,1340225.944,672615.873,21,0.256740515
CHD,丘奇＆德怀特,17.076843,6.223867,3.298619,122000000,0.6694,252,2.38,1.638333333,0.138043516,18.95654683,0.834283913,34162419.85,18624390.48,21,0.114442561
NATI,美国国家仪器,92.609245,5.140074,0.489368,31054000,0.2345,252,2.37,-0.055,0.190523123,22.38952302,-0.084883065,8407449.365,9187295.135,21,0.144263612
BRKR,布鲁克,59.906504,7.092739,0.58825,31500000,0.3125,218,2.363333333,1.065,0.367950699,14.71827982,1.399639436,14789999.34,6163425.688,18,0.291677652
KORS,迈克高仕,17.312056,5.475883,4.321266,186000000,0.4837,81,2.363333333,2.075,0.266895441,57.76592593,-0.064915535,61975937.27,66278437.5,6,0.197973335
CNMD,CONMED Corporation,29.701689,3.374893,2.620053,8719000,0.4203,252,2.356666667,2.745,0.158322057,28.69918016,-0.162453745,3081673.675,3679407.143,21,0.137585755
ANDX,Andeavor Logistics LP,23.045408,4.459848,2.190892,148000000,0.3455,90,2.353333333,0.823333333,0.148088793,48.32488889,1.316008006,9265025.333,4000428.889,7,0.11254764
PG,宝洁,22.229042,4.057234,3.750049,1890000000,-0.1417,252,2.346666667,0.995,0.08406923,60.79285714,0.328968968,196394936,147779926.2,21,0.07477535
WPZ,Williams Partners L.P. Units,67.375173,2.107394,0.703078,449000000,0.2902,44,2.346666667,2.19,0.148546275,38.33545455,-0.39113092,28852574.68,47387156.95,3,0.096000582
LYV,Live Nation Entertainment,0,8.894107,-0.550417,83356000,0.0348,154,2.31,2.615,0.377232293,19.53987013,0.110253712,23786316.31,21424216.88,12,0.278163662
WSO,Watsco Inc,27.49739,4.519218,6.363513,108000000,0.1917,252,2.293333333,0.533333333,0.178213067,61.42314802,0.700031402,5028402.127,2957828.968,21,0.155475141
CRVL,CorVel Corp,29.31121,6.244595,2.052116,11778000,0.3422,252,2.283333333,1.691666667,0.244140055,20.03730238,-0.455015544,980992.4365,1800037.46,21,0.213149868
TXRH,德州公路酒吧,30.070708,5.259611,2.222096,45963000,0.1732,168,2.27,2.478333333,0.19765967,24.14345238,-0.005836223,14358546.48,14442838.1,14,0.164163411
PAG,潘世奇汽车,6.721443,1.778379,7.78553,135000000,0.2647,252,2.256666667,1.595,0.446317506,20.07384921,-0.011427121,12525390.98,12670174.6,21,0.306788493
UHAL,Amerco,9.322067,2.026274,40.441673,128000000,0.013,252,2.256666667,2.901666667,0.267496882,119.2553571,-0.250920122,912151.5952,1217696.032,21,0.218921381
PINC,Premier Inc.,12.378434,-1.648099,3.566687,101000000,0.3625,61,2.243333333,1.95,0.098051348,33.55311475,1.098335187,11423446.71,5444052.4,5,0.074450434
CSII,Cardiovascular Systems,741.902369,9.477611,0.051651,3737000,3.8407,116,2.24,2.841666667,0.348304063,18.7487069,2.322177631,6083325.379,1831125.862,9,0.29836459
LCII,LCI Industries,16.135389,3.26696,5.726543,47224000,0.1766,252,2.233333333,-1.208333333,0.374484338,34.5531746,1.423707848,2866798.19,1182815.079,21,0.268243179
DKL,Delek Logistics Partners,13.348376,-6.568088,2.453482,25582000,0.3481,71,2.230733333,0.915366667,0.149335171,32.57873239,-0.115795314,1021035.083,1154749.686,5,0.117177468
PEP,百事可乐,34.627815,15.687486,3.238726,1830000000,-0.136,252,2.213333333,1.196666667,0.089363451,65.85829365,0.24148772,111224935,89590040.48,21,0.075072791
RHI,罗伯特哈夫,28.097469,8.412706,2.760391,109000000,0.3611,252,2.21,2.216666667,0.210343609,32.06251984,0.426889076,26437503.85,18528072.22,21,0.166128863
CWST,Casella Waste Systems,38.498824,-33.940489,0.715866,1704000,1.0317,252,2.196666667,1.446666667,0.316990865,11.26791667,0.312782085,3345444.897,2548362.698,21,0.241515123
SM,SM Energy,15.49982,1.245278,1.960668,17197000,1.1434,252,2.153333333,2.398333333,0.510250341,31.7096627,3.858864114,35299535.96,7264976.984,21,0.369640259
CXO,康休,18.282708,2.778602,7.547569,137000000,-0.0987,134,2.143333333,-0.696666667,0.235286874,89.88604478,0.728981061,29760682.63,17212844.78,11,0.202691994
GRMN,佳明,20.307263,3.251691,3.188022,190000000,0.0755,214,2.136666667,1.428333333,0.213449759,37.86317757,-0.332983531,25728033.94,38571812.15,17,0.185308166
SCI,Service Corp International,16.103477,5.171615,2.628625,103000000,0.5064,252,2.136666667,0.736666667,0.160675133,14.96821429,-0.016658905,22811762.9,23198219.84,21,0.126227441
RSG,共和废品处理,17.963655,3.038507,4.076008,236000000,0.1588,243,2.133333333,1.381666667,0.105027713,28.96440329,0.78698407,38474754.16,21530552.4,20,0.09058535
MPWR,Monolithic Power Systems,75.303832,10.756464,1.955279,24206000,0.6122,167,2.13,3.543333333,0.325886346,37.76407186,-0.203287718,5915869.94,7425353.012,13,0.260345943
HNI,HNI Corp,20.917001,3.676096,2.108811,18596000,0.3421,252,2.13,1.223333333,0.259924706,33.76829365,0.427815517,4280408.476,2997872.222,21,0.208936412
