code,name,category,pe
TI.N,意大利电信,电信,6.86999989
SAP.N,SAP,软件,35.74923615
BP.N,英国石油公司,,1047.75001960
NKE.N,耐克公司,,33.22916535
PTR.N,中国石油天然气股份有限公司,油气,122.18332441
IBM.N,IBM(国际商业机器有限公司),,11.79806108
PM.N,菲利普莫里斯国际公司,农业,18.98437560
E.N,埃尼石油公司,,-41.62068837
BHP.N,必和必拓,,51.52687936
MCD.N,麦当劳公司,零售,29.62316033
MDT.N,美敦力公司,,32.01413460
MMM.N,明尼苏达矿业制造公司,,25.09436374
CCV.N,Comcast Corporation 5.00% Notes Due 2061,,14.03352032
LLY.N,礼来公司,生物技术和制药,40.91085511
HON.N,霍尼韦尔国际公司,电子,25.02741983
MO.N,奥驰亚集团公司,农业,8.37912064
RY.N,加拿大皇家银行,银行,14.66294219
ABT.N,雅培公司,,68.85106530
SNP.N,中国石油化工股份有限公司,,16.57857106
TD.N,道明银行,银行,16.70360138
SNY.N,赛诺菲-安万特公司,制药,21.55897430
UTX.N,联合技术公司,航空航天\/国防,21.96732107
UPS.N,联合包裹服务公司,运输,31.47286994
GE.N,通用电气公司,多元化制造商,13.82022516
CRM.N,赛富时公司,软件,557.76926766
ACN.N,埃森哲公司,,27.48166656
VZA.N,"Verizon Communications, Inc.",,7.99688466
DCM.N,NTT道康姆公司,电信,16.62337728
GSK.N,葛兰素史克公司,生物技术和制药,89.67391142
ISF.N,ING Groep NV,,25.39705997
ISG.N,ING Groep NV,,22.06034559
BMY.N,百时美施贵宝公司,制药,22.97735743
AZN.N,阿斯利康公司,制药,27.62318773
NVO.N,诺和诺德公司,制药,21.97222093
RAI.N,雷诺兹烟草,农业,15.38823565
TMO.N,赛默飞世尔科技公司,,45.18663912
LMT.N,洛克希德马丁公司,,18.59519813
MTU.N,三菱日联金融集团,银行,13.83333336
STO.N,挪威石油公司,,-29.49999880
AXP.N,美国运通公司,多元化金融服务,18.23539771
GS.N,高盛集团,,14.32658022
USB.N,美国合众银行,银行,16.44753110
SLB.N,斯伦贝谢公司,,-50.66935593
RIO.N,力拓公司,采矿,18.92548989
LFC.N,中国人寿保险股份有限公司,保险,24.72916698
MS.N,摩根士丹利,,16.56506769
EQNR.N,Equinor ASA,,
CAT.N,卡特彼勒公司,,-1161.16666210
NEE.N,新纪元能源公司,电力,28.02719971
COP.N,康菲石油公司,油气,-23.97594316
SAN.N,桑坦德银行,银行,11.36363643
LOW.N,劳氏公司,零售,28.23631197
MUFG.N,"Mitsubishi UFJ Financial Group, Inc.",,
TWX.N,时代华纳公司,媒体内容,19.91330562
ABEV.N,安贝夫集团,,19.63999939
BLK.N,贝莱德集团,,24.90283462
CVS.N,CVS健保公司,,15.00611051
WBK.N,澳洲西太平洋银行,银行,13.23952166
DVMT.N,"Dell Technologies, Inc.",,-39.09876524
BNS.N,加拿大丰业银行,银行,13.38374790
DHR.N,丹纳赫公司,,27.59177985
SNE.N,索尼,计算机硬件,-176.99999519
CEO.N,中国海洋石油总公司,油气,1545.79999528
ANTM.N,"Anthem, Inc.",,28.65906744
SCHW.N,嘉信理财公司,多元化金融服务,38.85496469
VALE.N,淡水河谷公司,钢铁,15.66265092
BDX.N,碧迪公司,医疗保健产品,42.11647013
PBR.N,巴西石油公司,油气,-14.67123255
PNC.N,PNC金融服务集团,银行,19.80136976
AMT.N,美国电塔,,76.34848319
EOG.N,依欧格资源公司,,-57.96464421
BSBR.N,桑坦德巴西分行,银行,14.22580585
FDX.N,联邦快递集团,,35.12659958
SU.N,森科能源公司,油气,201.65000615
CNI.N,加拿大国家铁路公司,运输,25.44000026
AET.N,安泰保险,健康护理服务,31.02340177
SYK.N,史赛克公司,医疗保健产品,39.07586194
CSX.N,CSX运输,,40.71270982
AGN.N,艾尔建制药公司,生物技术和制药,4.86118399
TJX.N,TJX公司,零售,29.00288941
EPD.N,Enterprise Products Partners LP,,23.99166648
CB.N,丘博保险公司,保险,15.11161161
VMW.N,威睿公司,软件,54.27338361
ENB.N,安桥公司,,24.84827420
PBR.A.N,巴西石油公司,,
OXY.N,西方石油公司,,-104.73333740
DUK.N,杜克能源公司,电力,26.37179545
CL.N,高露洁棕榄有限公司,,24.81617621
UBS.N,瑞士银行,,18.41666756
GD.N,通用动力,航空航天\/国防,20.32318973
AMX.N,美洲移动公司,,118.71429120
RTN.N,雷神公司,航空航天\/国防,26.75940790
PUK.N,英国保诚集团,保险,23.40641730
MON.N,孟山都公司,化学制品,35.05479277
TMUS.N,"T-Mobile US, Inc.",,38.99408242
SPG.N,西蒙地产集团,,30.40545131
SMFG.N,三井住友金融集团,银行,10.55405384
PSX.N,菲利普66公司,,39.53424638
AED.N,AEGON NV,,-84.38709563
AEH.N,AEGON NV,,104.04000092
AEK.N,AEGON NV,,159.68749880
HMC.N,本田汽车公司,汽车制造,14.08450629
BMO.N,蒙特利尔银行,银行,14.29629567
LVS.N,金沙集团,住宿,31.36190648
ING.N,荷兰国际集团,保险,10.34883781
BK.N,纽约梅隆银行公司,,16.40952288
NOC.N,诺斯洛普&#8226;格鲁门公司,航空航天\/国防,24.15012508
AEB.N,AEGON NV,,-80.83870733
SPGI.N,标普全球,,25.58060443
GM.N,通用汽车公司,汽车制造,6.06333351
BTI.N,英美烟草公司,农业,17.31935493
EL.N,雅诗兰黛公司,化妆品\/护理,47.03806142
NSC.N,诺福克南方公司,运输,30.97331154
ABB.N,阿西布朗勃法瑞公司,,25.61363754
SO.N,美国南方公司,电力,18.41960867
VLO.N,瓦莱罗能源,油气,22.51521377
BSX.N,波士顿科学,,137.63999939
COF.N,第一资本金融公司,,14.39332367
CCI.N,冠城国际,电信,119.85263373
EMR.N,美国艾默生电气公司,电力组件与设备,30.30769220
D.N,道明尼资源公司,,20.85755779
AIG.N,美国国际集团,保险,-67.41026123
ITW.N,伊利诺工具集团,,24.46140304
MET.N,大都会人寿公司,保险,72.92063329
INFY.N,印孚瑟斯技术公司,,22.66666641
CI.N,信诺,健康护理服务,26.19471416
HCA.N,HCA控股,健康护理服务,18.02328820
DE.N,迪尔股份有限公司,机械-多元,30.43073589
WPZ.N,Williams Partners LP,,-278.64704961
PX.N,普莱克斯公司,化学制品,29.95009446
HUM.N,休曼纳公司,卫生保健设施,79.75920920
MFG.N,瑞穗金融集团,银行,7.44680853
BBDO.N,布拉德斯科银行,银行,6.42223330
TGT.N,塔吉特公司,零售,17.66808602
LYB.N,利安德巴塞尔公司,化学制品,12.38773243
ZTS.N,"Zoetis, Inc.",,55.43636518
RELX.N,RELX Plc,,31.71014382
RENX.N,RELX NV,,31.63768116
BX.N,黑石集团,,23.20512955
MAR.N,万豪国际,住宿,46.91287635
TEF.N,西班牙电信公司,,18.71111178
CCL.N,嘉年华公司,休闲,14.92118293
ORAN.N,法国电信公司,,14.45535756
EXC.N,艾斯能公司,电力,36.49999814
SYT.N,先正达公司,化学制品,36.28906391
ECL.N,艺康集团,化学制品,35.58212616
ICE.N,洲际交易所,多元化金融服务,31.24472853
MMC.N,威达信集团,保险,24.85207016
ENBA.N,Enbridge Inc.,,
EC.N,哥伦比亚国家石油,,78.80769432
BAM.N,布鲁克菲尔德资产管理,,28.37419413
CNQ.N,加拿大自然资源公司,,-243.92858129
KMB.N,金伯利克拉克公司,家庭产品\/用品\r,19.95993358
CM.N,加拿大帝国商业银行,银行,10.54813139
SHW.N,宣伟公司,化学制品,36.97998525
BBVA.N,Banco Bilbao Vizcaya Argentaria SA,银行,11.51851767
PRU.N,保德信金融集团,保险,10.17507751
BBT.N,BB&T银行,银行,18.92779807
BCS.N,巴克莱银行,银行,18.70588263
TRP.N,TransCanada Corp.,管道,369.74999936
STZ.N,星座品牌酒业,饮料,31.56811013
PHG.N,飞利浦电子公司,电子,25.51190592
KMI.N,金德尔摩根公司,,71.80000305
HPQ.N,惠普,计算机,16.69387785
WM.N,美国废物管理公司,,34.46792191
SYY.N,西思科公司,食品,40.89071042
PSA.N,公共存储公司,,32.82966361
F.N,福特汽车公司,汽车制造,8.30434816
DYNC.N,Vistra Energy Corp.,,
AEP.N,美国电力公司,电力,58.46774149
PGR.N,美国前进保险公司,保险,37.65909042
BAX.N,百特国际有限公司,,7.99556039
DAL.N,达美航空,,9.61139929
STZ.B.N,（STZ.B）,,23.08808129
CS.N,瑞士信贷集团,,-11.13533830
BCE.N,加拿大贝尔,,16.61600037
CHA.N,中国电信集团公司,,14.40312483
MFC.N,Manulife Financial Corp.,保险,17.71698274
RBS.N,苏格兰皇家银行,银行,-4.21621601
APD.N,空气化工产品有限公司,化学制品,64.08077182
VFC.N,威富集团,,35.93333293
AFL.N,美国家庭人寿保险公司,保险,7.28348875
PLD.N,普洛斯公司,房地产信托投资基金,29.70484620
FIS.N,繁德信息技术,,62.26743994
JCI.N,江森自控公司,汽车部件与设备,-28.54477541
MPC.N,马拉松石油公司,,34.89140239
HAL.N,哈里伯顿公司,油气服务,-5.97458907
ETN.N,伊顿公司,,19.23990481
TRV.N,旅行者财产险集团,保险,12.68677058
ITUB.N,艾涛巴西联合银行,银行,9.73451332
AON.N,怡安保险,保险,27.80038783
ALL.N,美国好事达保险公司,保险,21.41755782
NTR.N,Nutrien Ltd.,,
CAJ.N,佳能公司,,25.66935458
STI.N,太阳信托银行,银行,20.47777866
LUV.N,西南航空,航空公司,16.81126792
SPOT.N,Spotify Technology SA,,
AMTD.N,亚美利交易控股公司,,37.13124935
SCCO.N,美国南方铜业公司,,43.63000107
MCO.N,穆迪公司,商业服务,126.10293985
TEL.N,泰科电子有限公司,,16.25000006
NOW.N,现在服务公司,软件,-65.75636430
SRE.N,桑普拉能源公司,,21.40109847
IBN.N,印度工业信贷投资银行,银行,18.05555484
SNN.N,Smith & Nephew Plc,医疗保健产品,20.31818097
APC.N,阿纳达科石油股份有限公司,油气,-10.51694885
STT.N,道富集团,,17.09456794
ROP.N,儒博实业,机械-多元,46.32659609
WDAY.N,工作日公司,软件,-69.24757178
DCUD.N,"Dominion Energy, Inc.",,
WPXP.N,"WPX Energy, Inc.",,-37.19512282
TRI.N,汤姆逊-路透,,10.37198068
FMS.N,Fresenius Medical Care AG & Co. KGaA,健康护理服务,23.89162595
MT.N,安赛乐米塔尔,,46.93548413
MPLX.N,MPLX LP,,
PXD.N,先锋自然资源,油气,-51.70149310
CNC.N,Centene Corp.,卫生保健设施,41.89796033
EW.N,爱德华兹生命科学公司,,53.55172793
NOK.N,诺基亚公司,计算机硬件,-37.35714283
LUX.N,陆逊梯卡,,32.05263278
BT.N,英国电信公司,电信,9.81081099
CP.N,加拿大太平洋铁路,,25.31995086
WP.N,"Worldpay, Inc.",,
DG.N,美国达乐公司,,24.01354433
ADM.N,阿彻丹尼尔斯米德兰公司,农业,23.40277649
APH.N,安费诺集团,电子,36.03448538
FTV.N,Fortive Corp.,,31.97211168
GIS.N,通用磨坊有限公司,食品,17.48518454
CHU.N,中国联通(香港)有限公司,,290.00001602
OKE.N,万欧克,管道,40.67469759
RCI.N,罗杰斯通信,,43.61475233
CRH.N,CRH水泥,建筑材料,20.31874865
PEG.N,美国公共服务企业集团,,30.74857221
WY.N,惠好公司,,25.46428724
CHT.N,中华电信,,20.32941200
DFS.N,发现金融服务,多元化金融服务,13.50433248
ETP.N,Energy Transfer Partners LP,管道,-11.13106842
YUM.N,百胜餐饮集团,,20.74504910
GLW.N,康宁公司,计算机硬件,10.22291030
PPG.N,PPG工业,化学制品,33.05487778
BF.A.N,Brown-Forman Corp.,饮料,18.20202049
SOJA.N,The Southern Co.,,10.18431365
MCK.N,麦克森公司,制药,15.34756823
BF.B.N,布朗霍文集团,饮料,18.03703676
SQ.N,"Square, Inc.",,-145.80000305
DLR.N,数字房地产信托公司,房地产信托投资基金,56.37727095
K.N,家乐氏,,37.56632440
MTB.N,美国制商银行,银行,22.68637471
HPE.N,Hewlett-Packard Enterprise Co.,,9.05978249
CTL.N,世纪电信公司,电信,20.24137950
AVB.N,阿瓦隆湾社区物产公司,房地产信托投资基金,24.36170178
ED.N,爱迪生联合电气公司,电力,19.70145641
WMB.N,威廉姆斯公司,管道,-53.45613982
ZBH.N,"Zimmer Biomet Holdings, Inc.",,82.02649099
EQR.N,资产住宅公司,房地产信托投资基金,5.80907506
KR.N,克罗格公司,食品,15.29268347
CBS.N,哥伦比亚广播公司,媒体内容,18.93950260
RHT.N,红帽公司,软件,100.82733478
IMO.N,帝国石油公司,,16.20942389
WELL.N,"Welltower, Inc.",,
IR.N,英格索兰,,17.66548600
TEVA.N,梯瓦制药公司,生物技术和制药,345.99998872
SLF.N,永明金融,保险,13.44702015
DXC.N,DXC Technology Co.,,
S.N,斯普林特奈科斯特公司,,-16.56756766
XEL.N,卓越能源,电力,21.85067877
APTV.N,Aptiv Plc,,
BHI.N,贝克休斯公司,油气服务,-9.14104609
FCAU.N,菲亚特-克莱斯勒汽车公司,,12.41732338
RCL.N,皇家加勒比邮轮,休闲,19.51433467
IQV.N,"IQVIA Holdings, Inc.",,
BBD.N,巴西布拉德斯科银行,银行,7.07767006
SOJC.N,Southern Company (The) Series 2017B 5.25% Junior Subordinated No,,
SOJB.N,The Southern Co.,,
RSG.N,共和服务公司,,41.84831408
BCR.N,巴德集团,,47.11806264
CLR.N,大陆能源,,-58.33333102
CMI.N,康明斯,,17.41798470
PCG.N,太平洋瓦斯与电力公司,,16.27697858
TLK.N,印尼电信,电信,15.43999990
SSL.N,南非萨索尔,化学制品,19.75409873
FDC.N,First Data Corp.,,54.04347861
DB.N,德意志银行,银行,-8.61538478
HLT.N,希尔顿酒店,住宿,73.52380996
CNCO.N,桑科萨,,12.98387118
PZE.N,巴西石油-阿根廷,油气,-226.59999510
KEY.N,KeyCorp,银行,26.98749979
TWTR.N,推特公司,,-50.35384730
RACE.N,法拉利汽车公司,,53.21586082
EIX.N,爱迪生国际公司,电力,17.55778817
SYF.N,Synchrony Financial,,11.20664222
COL.N,罗克韦尔柯林斯,航空航天\/国防,24.55535658
WIT.N,Wipro Ltd.,计算机,9.45283113
PH.N,派克汉尼汾,,26.16821093
PKX.N,浦项钢铁,钢铁,18.76738028
UAL.N,联合大陆航空,,11.97226325
TSN.N,泰森食品,食品,12.58064537
TU.N,泰勒斯,,24.16129156
DPS.N,澎泉思蓝宝,饮料,27.23788650
BBY.N,百思买,,20.59842639
ANDV.N,Andeavor,,
Q.N,昆泰医药,,136.15790086
SWK.N,美国史丹利公司,,21.71889315
RF.N,地区金融公司,银行,22.40229846
WEC.N,威斯康辛能源,,23.06081124
ROK.N,罗克韦尔公司,机械-多元,29.88468272
VTR.N,芬塔公司,房地产信托投资基金,32.08064393
IP.N,国际纸业公司,,23.83944937
WCN.N,"Waste Connections, Inc.",环境控制,50.05000040
PPL.N,PPL宾州电力公司,电力,10.70967726
DVN.N,德文能源,油气,-6.22699365
CCE.N,可口可乐企业,饮料,27.94771184
ETE.N,能源转换,管道,19.47826060
HSY.N,好时食品集团,,30.38323532
A.N,安捷伦科技公司,电子,41.44872182
DTE.N,DTE能源公司,,23.52381046
GGP.N,通用增长物业公司,,15.98507429
HRL.N,荷美尔食品,,23.41818179
KKR.N,KKR & Co. LP,,43.05084872
AZO.N,汽车地带,零售,17.94887518
BXP.N,波士顿物产公司,房地产信托投资基金,40.53680806
KYO.N,日本京瓷,计算机硬件,18.69491547
CBS.A.N,哥伦比亚广播,媒体内容,17.55228761
FCX.N,弗里波特-麦克莫兰铜金公司,采矿,-4.43492059
IX.N,欧力士,,8.76084584
CXO.N,康休,,-12.44700445
GWW.N,美国固安捷,销售\/批发\r,36.24417580
ANET.N,"Arista Networks, Inc.",计算机硬件,107.61600342
MSI.N,摩托罗拉系统公司,计算机硬件,37.95987577
AMP.N,美价金融,保险,17.85787481
PANW.N,"Palo Alto Networks, Inc.",电信,-77.20652068
NUE.N,纽柯钢铁,钢铁,25.15322604
CFG.N,"Citizens Financial Group, Inc. (Rhode Island)",,20.65482134
PAA.N,Plains All American Pipeline LP,管道,62.97674296
TS.N,泰纳瑞斯钢铁,金属构造\/部件,367.88888105
HRS.N,哈里斯公司,电信,31.18560551
LVLT.N,第三级通讯,,28.67914488
HCN.N,健保物产投资信托公司,房地产信托投资基金,18.58363071
AMD.N,美国超微公司,半导体,-32.94999945
ABC.N,美源伯根集团,制药,14.64440811
FLT.N,FleetCor科技,,45.09263209
MGA.N,曼格纳国际,汽车制造,10.58333376
CLX.N,高乐氏公司,,29.56513137
GPN.N,环汇有限公司,商业服务,85.37410028
HES.N,赫斯公司,,-3.13001999
HIG.N,美国哈特福德金融服务公司,保险,22.88986763
LH.N,实验美控,卫生保健设施,25.95299187
TDG.N,"TransDigm Group, Inc.",,41.30724054
GIB.N,"CGI Group, Inc.",计算机,24.45318316
CQP.N,Cheniere Energy Partners LP,管道,-75.48000336
SEP.N,Spectra Energy Partners LP,,13.23943648
AEUA.N,Anadarko Petroleum Corp.,,-5.57457608
KB.N,韩国国民银行,多元化金融服务,9.09199982
PBA.N,Pembina Pipeline Corp.,管道,46.53947286
FE.N,第一能源公司,,-2.57241374
AME.N,阿美特克公司,,34.84474683
DUKH.N,Duke Energy Corp.,,8.08333341
BAP.N,Credicorp Ltd.,银行,19.26672373
STM.N,意法半导体,半导体,102.47368188
KEP.N,韩国电力,,2.75101214
POT.N,加拿大钾肥,化学制品,54.34210494
BEN.N,富兰克林资源有限公司,,11.01683532
TSS.N,完全系统,,54.84971003
ATUS.N,"Altice USA, Inc.",,
NEM.N,纽曼矿业,,-27.16949390
O.N,Realty Income Corp.,房地产信托投资基金,52.07964489
FRC.N,第一共和银行,银行,26.59033034
CMA.N,联信银行,银行,37.02611973
MRO.N,马拉松油料公司,,-7.59770143
VGK.N,欧洲ETF-Vanguard MSCI,资产配置,7.07544765
NOV.N,美国国民油井华高公司,油气服务,-6.82866038
DHI.N,霍顿房屋公司,房屋建筑商,17.82329353
SWP.N,"Stanley Black & Decker, Inc.",,
MKL.N,Markel Corp.,保险,38.48353013
LEN.N,莱纳建筑公司,,13.10103655
MKC.N,味好美公司,,34.16216213
TXT.N,德事隆,,18.88102042
MJN.N,美赞臣,制药,30.81506884
MKC.V.N,味好美,,42.51689083
LLL.N,L-3通信公司,航空航天\/国防,23.34961149
CAH.N,卡地纳健康,卫生保健设施,12.50602418
SKM.N,韩国SK电信,,11.02136832
MMP.N,麦哲伦油气,,20.18466007
CBRE.N,"CBRE Group, Inc.",,
AWK.N,美国水务工程公司,水业\r,34.15648923
ESS.N,埃塞克斯信托,,38.81020687
APA.N,阿帕契公司,油气,-11.32075460
EFX.N,艾可菲公司,,32.94306871
TIF.N,蒂芙尼,,36.21408431
TSO.N,特索罗公司,,16.26307200
L.N,洛斯公司,保险,25.98963793
AGU.N,"Agrium, Inc.",化学制品,26.80652704
PFG.N,信安金融集团,保险,12.38222249
AEE.N,阿美能公司,电力,24.16417930
CNHI.N,CNH Industrial NV,,-61.05263435
EVRG.N,"Evergy, Inc.",,
CBG.N,世邦魏理仕,,27.99408271
CE.N,塞拉尼斯,化学制品,18.72006564
AGR.N,"Avangrid, Inc.",,24.71568584
NMR.N,野村控股,,11.74358998
TAP.A.N,Molson Coors Brewing Co.,,19.16223490
BR.N,布罗德里奇,软件,54.60245598
HST.N,美国豪斯特酒店,房地产信托投资基金,20.51960853
DRUA.N,"Dominion Energy, Inc.",,
ETR.N,安特吉公司,电力,-26.17177912
MSCI.N,"MSCI, Inc.",软件,64.17777619
OMC.N,宏盟集团,媒体内容,14.34937099
QSR.N,"Restaurant Brands International, Inc.",,42.44827394
MGM.N,美高梅,住宿,14.86979160
LNG.N,"Cheniere Energy, Inc.",,-23.04494270
RMD.N,瑞思迈公司,,46.23376870
DGX.N,奎斯特诊断,健康护理服务,24.70953366
TPR.N,"Tapestry, Inc.",,
TAP.N,莫尔森库尔斯酒业,饮料,7.40388724
XL.N,XL Group Ltd.,保险,36.50000046
CAG.N,康尼格拉,食品,27.55882290
ANTX.N,"Anthem, Inc.",,6.06183368
VNO.N,沃那多房产信托,,17.71658910
VMC.N,火神材料公司,采矿,35.70873767
SHOP.N,"Shopify, Inc.",,-326.64287315
BCH.N,智利银行,银行,16.59814735
BDXA.N,"Becton, Dickinson & Co.",,
GPC.N,纯正部件公司,销售\/批发\r,21.54466146
BSAC.N,桑坦德银行智利,银行,19.17499991
WAT.N,沃特世,电子,29.25897153
MTD.N,梅特勒-托利多,,39.71448521
CMG.N,墨式烧烤公司,,662.90911050
MHK.N,莫霍克工业公司,纺织品\r,3.80881747
LNC.N,林肯国民金融,保险,12.97017796
FTS.N,"Fortis, Inc.",,23.48591513
HNP.N,华能国际电力股份有限公司,,7.77381002
ZTO.N,中通快递,,46.02381078
CMS.N,CMS能源,电力,25.19696915
WRK.N,WestRock Co.,,102.44443981
BLL.N,波尔公司,包装容器,24.94478526
DRI.N,达登饭店,零售,29.04336639
NBL.N,诺贝尔能源,,-12.40086262
CHD.N,丘奇＆德怀特,,32.65714373
TRU.N,TransUnion,,115.46154739
EMN.N,伊士曼化工公司,化学制品,16.98956564
SNAP.N,Snap,,-19.17741976
MBLY.N,以色列御眼公司,,136.23912398
LEN.B.N,莲娜,,18.52017887
XYL.N,赛莱默公司,机械-多元,52.02068815
ARE.N,亚历山大房地产股票有限公司,,-65.20602708
YUMC.N,百胜中国控股有限公司,,25.63235312
RJF.N,瑞杰金融,,23.20558350
EQT.N,EQT能源 公平能源,,-18.27675206
WCG.N,"WellCare Health Plans, Inc.",卫生保健设施,54.27992625
AJG.N,亚瑟加拉格尔有限公司,保险,31.12500050
CEA.N,中国东方航空集团公司,,12.56888919
ADS.N,联合数据系统公司,媒体内容,32.42915447
TECK.N,Teck Resources Ltd.,,17.00000009
EDU.N,新东方教育科技集团,,54.49019889
SJM.N,斯马克公司,食品,19.96341479
KMX.N,车美仕,零售,23.30063141
IT.N,加特纳,,61.95670938
KSS.N,柯尔百货,,24.57877975
FTI.N,FMC能源设备公司,油气服务,11.12301623
MLM.N,马丁-玛丽埃塔材料,,30.61840068
HCP.N,健保不动产投资,,20.31343182
BHGE.N,"Baker Hughes, a GE Co.",,
CPB.N,康宝浓汤公司,,26.11180158
COO.N,库珀医疗,,42.44316270
VNTV.N,"Vantiv, Inc.",商业服务,58.78787530
AEG.N,荷兰全球保险,保险,37.56250227
ROL.N,"Rollins, Inc.",,74.27272733
URI.N,联合租赁,,23.33488356
EQH.N,"AXA Equitable Holdings, Inc.",,
NLY.N,"Annaly Capital Management, Inc.",房地产信托投资基金,7.68345354
FNV.N,Franco-Nevada Corp.,,96.78260726
DOV.N,美国都福集团,多元化制造商,25.83076829
WLK.N,Westlake Chemical Corp.,化学制品,31.23856148
DVA.N,达维塔保健,卫生保健设施,16.89743555
CNA.N,CAN金融,保险,14.37854913
XPO.N,"XPO Logistics, Inc.",运输,191.90566901
CNP.N,中点能源,,28.29000092
TRGP.N,Targa Resources Corp.,,-29.95555533
VEEV.N,"Veeva Systems, Inc.",软件,180.25532220
IHG.N,洲际酒店,住宿,31.58762731
GPS.N,蓋璞,,18.50887552
HFC.N,HollyFrontier Corp.,,-46.06711339
INVH.N,"Invitation Homes, Inc.",,-92.80000305
ECA.N,加拿大能源,油气,-11.74766269
EXR.N,"Extra Space Storage, Inc.",,32.70790292
UHS.N,"Universal Health Services, Inc.",健康护理服务,17.89916043
DPZ.N,达美乐比萨,零售,66.28837114
MTN.N,"Vail Resorts, Inc.",娱乐,63.40429689
AAP.N,"Advance Auto Parts, Inc.",,25.76129131
MAS.N,马斯科,,26.36054370
KSU.N,堪萨斯南方铁路,运输,26.04063320
MAA.N,MAA房产信托,,38.32341790
ABX.N,巴里克黄金,,17.89285788
IEX.N,IDEX Corp.,,43.09348339
VST.N,Vistra Energy Corp.,,
GDDY.N,"GoDaddy, Inc.",,-351.19048716
PVH.N,PVH Corp.,零售,21.97201816
GRUB.N,"GrubHub, Inc.",媒体内容,219.65518137
ALLY.N,"Ally Financial, Inc.",,12.53488352
VIV.N,Telefonica Brasil SA,,13.29870133
MOS.N,美国美盛公司,化学制品,34.85882156
VEDL.N,Vedanta Ltd.,,-7.48170766
LEA.N,李尔,汽车部件与设备,13.00150027
FMC.N,FMC公司,化学制品,54.12820868
COH.N,蔻驰公司,服饰,21.92307713
CVE.N,Cenovus能源,,-18.67346825
KEYS.N,"Keysight Technologies, Inc.",,27.06787270
TAL.N,好未来教育集团,,29.08411151
BURL.N,"Burlington Stores, Inc.",,54.81395549
RL.N,拉夫劳伦,服饰,77.37714495
CF.N,CF实业,化学制品,-39.93277157
BIP.N,布鲁克菲尔德公共建设,电力,35.46017687
M.N,梅西百货,零售,18.10552694
REG.N,Regency Centers Corp.,,45.92253595
FNF.N,富达国民金融,,17.06837611
KORS.N,迈克高仕,,16.66210079
TFX.N,泰利福,,47.82128373
PJH.N,"Prudential Financial, Inc.",,2.62306892
OKS.N,欧尼克（万欧卡）合,管道,22.69777764
PRH.N,"Prudential Financial, Inc.",,2.61174053
WYN.N,温德姆酒店集团,住宿,19.60940295
CUK.N,嘉年华存托凭证,休闲,14.79803022
LDOS.N,"Leidos Holdings, Inc.",,30.51915069
HII.N,"Huntington Ingalls Industries, Inc.",造船\r,20.36820406
FBR.N,Fibria Celulose纸业,,20.31578893
UDR.N,UDR不动产信托,,36.87962986
ANDX.N,Andeavor Logistics LP,,
