code,open,name,pe,pb,eps,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09,count,grow_radio_3,grow_radio_6,grow_self_3,grow_self_6,max_price,max_price_radio,price,price_week_3,vol_radio,volume_3,volume_6,week_3_rs,week_6_rs,year
ESXB,8.95,Community Bankers Trust Corporat,24.527541,1.555526,0.368973,3782000,0.289,0,0,2594000,0.0405,0,0,-640000,-1.2348,0,0,2416000,-0.0171,0,0,289,0.009920395,-0.007386945,0.086666667,-0.066666667,9.9,8%,9.08,8.976666667,0.673543733,124650,74482.66667,0.001314384,-0.01018165,5
GWRS,10.08,"Global Water Resources, Inc. ",30.875131,14.106901,0.33195,2256000,431%,0,0%,320000,69%,0,0%,2734000,55.9583,0,0,1203000,-0.0638,0,0,128,1%,2%,0.137,0.156666667,10.745,0%,10.745,10.45833333,130%,166971.3333,72705,2%,0%,2
OPBK,11.82,OP Bancorp,14.684315,1.544142,0.810048,3791400,0.5393,0,0,3215900,0.4988,0,0,1899500,-0.157,0,0,2728000,0.3294,0,0,28,-0.014009547,-0.006548153,-0.167233333,-0.08,13.55,16%,11.43,11.58333333,0.848273109,234625.3333,126943,-0.021234626,-0.008537757,0
IEP,68.09,伊坎企业,8.667541,2.203394,7.876513,588000000,-0.6591,2919000000,0.2517,423000000,3.6438,2437000000,0.0274,197000000,1.3493,4410000000,0.1122,829000000,2.4832,4292000000,0.0994,356,-0.003163408,-0.032518065,-0.246666667,-2.88,144.39,53%,68.1,69.2,-0.578465053,391957.6667,929834.3333,-0.005441504,-0.036852394,6
MDCA,4.75,MDC Partners Inc,1.433232,-0.828126,3.226972,5951000,-0.5581,380000000,-0.0276,-28519000,-1.9453,327000000,-0.0514,231000000,19.7695,403000000,0.0315,21984000,1.7073,376000000,0.076,754,-0.03265517,-0.030208333,-0.146666667,-0.141666667,28.4,0.865140845,3.83,4.21,1.396424499,2246805.333,937565.6667,-0.042364567,-0.036309906,14
ASV,5.65,"ASV Holdings, Inc.",0,0.832837,-0.038033,319000,-0.8179,31860000,-0.0695,-307000,-2.3233,29870000,0.0664,-796000,0.6249,30455000,0.2157,522000,0.1918,30635000,0.3313,74,-0.056260978,0.018507672,-0.31,0.086666667,10.15,52%,4.87,5.023333333,0.098326551,72152,65692.66667,-0.060371307,-0.000636551,1
GATX,85.97,GATX Corporation,6.484998,1.769054,13.151893,38800000,-27%,327000000,-1%,76300000,33%,287000000,-1%,342000000,10.0712,333000000,-0.018,49000000,-0.488,340000000,-0.0128,119,2%,-1%,1.61,-1.223333333,88.74,0%,88.74,87.00666667,18%,1058008.333,894872,2%,-1%,2
ECOL,75.15,US Ecology,26.693206,4.860836,2.826562,13220000,1.6183,137000000,0.0861,9243000,0.7826,120000000,0.0891,30766000,3.0044,134000000,0.141,8365000,-0.1729,134000000,0.0739,754,-0.029583666,0.011723384,-2.216666667,0.85,76.55,0.093011104,69.43,73.24333333,0.370010275,361340.6667,263750.3333,-0.031113769,0.008908256,14
GMLP,13.29,Golar LNG Partners LP,10.182337,1.595222,1.312076,29145000,-0.4942,84201000,-0.3807,14902000,-0.4572,74214000,-0.268,29735000,-0.6042,90113000,-0.216,30034000,-0.4955,106000000,-0.0721,392,0.038709775,-0.037770152,0.516666667,-0.536666667,38.72,62%,14.61,14.18666667,-0.265694306,1537057,2093211.333,0.038413624,-0.042097265,7
CG,23.75,凯雷,12.472533,3.697696,1.918215,241000000,0.0464,734000000,-0.0621,118000000,-0.6344,579000000,-0.3761,288000000,18.7123,862000000,0.96,167000000,4.2978,548000000,0.1667,336,-0.021947703,-0.007401639,-0.516666667,-0.2,37,41%,22.01,22.83666667,-0.021565878,2305635,2356454,-0.024167947,-0.012220156,6
ATIS,0.279,Attis Industries Inc.,0,0.6911,-2.719374,12592000,2.6717,281800,-0.9802,-3327500,-0.1008,788200,0,0,0,0,0,-6610500,-0.7694,14840900,0.769,89,0.069643937,-0.140970055,0.019133333,-0.048633333,3.89,92%,0.3201,0.290266667,0.103593897,1621721.667,1469491.333,0.082856368,-0.107747901,1
MLCO,22.18,新濠博亚娱乐,26.505927,3.669151,0.838869,53139000,0.8673,1229000000,-0.0536,163000000,0.5882,1313000000,0.0281,71392000,3.3239,1333000000,0.1171,113000000,1.5758,1377000000,0.1946,616,-0.004727913,-0.043657065,-0.11,-1.03,44.97,0.55926173,19.82,21.01333333,0.065212102,22100154.67,20747187,-0.018990833,-0.042429109,11
LECO,97.3,林肯电气控股,24.596231,6.740278,3.964022,68859000,0.1227,790000000,0.2603,60820000,0.089,758000000,0.3044,24185000,-0.5471,747000000,0.3252,106000000,0.7674,669000000,0.1794,754,-0.013037141,0.009208135,-1.253333333,0.826666667,100.01,0.083891611,91.62,94.23,-0.101937415,2469367.667,2749661,-0.016528207,0.005869888,14
NKTR,58.98,内克塔治疗,11.179822,5.445463,5.254109,971000000,17.2259,1088000000,30.4469,-95792000,-0.4999,38018000,0.5374,-33826000,0.1984,95466000,1.549,60871000,2.4083,153000000,3.2087,754,-0.028183354,-0.031077767,-1.696666667,-2.066666667,108.34,0.516245154,52.41,57.45666667,0.42748357,12119634.33,8490209.333,-0.04089296,-0.028089938,14
HRZN,11.22,Horizon Technology Finance Corpo,12.110365,0.972814,0.931962,2930000,2.9973,440000,-0.0435,2603000,-0.2874,422000,-0.3821,2496000,5.2449,342000,0.71,2709000,1.4801,529000,-0.3295,415,0.002121722,0.020628568,0.023333333,0.23,17,32%,11.55,11.41333333,0.067812237,318496,298269.6667,-0.006739731,0.017226466,7
CCR,17.85,CNX Coal Resources LP,9.168513,2.319329,1.963241,19376000,69%,97035000,21%,21957000,56%,92224000,12%,11310000,-0.0356,77524000,-0.0707,3614000,-0.4354,75262000,0.0856,171,2%,-1%,0.4,-0.133333333,19.45,2%,19.15,18.35,-17%,160655,192941.6667,2%,0%,3
HSII,34.95,海德思哲服务,0,2.803558,-0.512036,11463000,1.6282,183000000,0.2026,10168000,14.6431,160000000,0.1433,-39208000,-80.5294,169000000,0.0598,8171000,0.1774,160000000,0.1134,754,-0.05784135,-0.0561641,-2.036666667,-2.383333333,51.82,0.397915863,31.2,33.5,0.426109421,812214,569531.3333,-0.060201628,-0.058941545,14
STRL,14.05,Sterling Construction Company In,17.772042,2.492856,0.793381,9142000,1.0035,269000000,0.0906,3680000,2.9512,222000000,0.4503,4314000,1.7471,254000000,0.5083,8826000,1.7975,304000000,0.4795,754,-0.019470537,-0.020623431,-0.28,-0.303333333,32.05,0.585959438,13.27,13.92333333,0.226129622,571679.6667,466247.3333,-0.022113338,-0.022842753,14
APY,45.57,Apergy Corporation,24.442089,3.610669,1.78299,22104000,16%,306000000,19%,24685000,82%,284000000,23%,0,0,0,0,0,0,0,0,22,2%,-1%,0.743333333,-0.456666667,45.22,0%,45.17,44.40333333,37%,3444618.667,2505676.667,2%,-2%,0
WLDN,30.26,Willdan Group,22.673393,3.39854,1.344748,3315000,0.0009,59833000,-0.1671,2203000,-0.1658,54595000,-0.2013,3290000,1.0969,64161000,0.1173,2886000,0.1722,69007000,0.1764,620,0.006482318,-0.005684746,0.08,-0.2,34.71,0.088159032,31.65,31.85,3.853968273,534862,110190.6667,0.002270238,-0.010388118,11
PVBC,26.95,"Provident Bancorp, Inc.",28.243336,2.194714,0.96837,2390000,49%,0,0%,2022000,12%,0,0%,1741000,0.0075,0,0,2771000,0.5735,0,0,169,6%,-3%,1.376666667,-0.8,29.25,4%,28.03,28.74333333,163%,149867.6667,57079,2%,-3%,3
MYL,39.2,迈兰制药,44.993906,1.643572,0.865006,37500000,-0.8737,2755000000,-0.0584,87100000,0.3117,2650000000,-0.0138,244000000,-0.4149,3190000000,-0.0099,88300000,1.7371,2956000000,-0.0242,510,-0.020162112,-0.011897009,-0.766666667,-0.46,76.06,54%,35.29,36.96,0.828156035,21958873.67,12011487.67,-0.022741956,-0.015113521,9
ZBRA,175.3,Zebra Technologies Corporation,55.014983,8.788439,3.192403,70000000,3.1176,1012000000,0.1295,109000000,12.625,977000000,0.1295,4000000,-0.7647,1026000000,0.0892,-12000000,0.8554,935000000,0.0343,754,-0.029416487,0.019170022,-5.246666667,3.203333333,178.7,0.092165641,162.23,171.42,0.335024085,1740199,1303496.333,-0.034757108,0.014887199,14
AGNC,18.81,美国资本代理公司,5.314923,1.053039,3.548499,293000000,11.2083,0,0,424000000,4.5789,0,0,385000000,-0.6222,0,0,286000000,-0.4403,0,0,543,-0.013366807,-0.008284643,-0.25,-0.16,36.49,0.503699644,18.11,18.54666667,0.416873091,27213954.67,19207051.67,-0.017697403,-0.011794014,10
NTWK,5.95,奈特阳科技,0,1.101251,-0.004909,809900,1.2811,16621200,0.1477,4859300,1.2726,17043800,-0.0504,1662000,2.2072,14446400,-0.0891,-181300,-1.4731,12818800,-0.2493,754,0.064603395,0.006748132,0.406666667,0.035,414,0.98147343,7.67,6.856666667,3.418437102,415599.6667,94060.33333,0.094841084,0.004472815,14
FMAO,41.55,"Farmers & Merchants Bancorp, Inc.",26.471729,2.797839,1.569599,4114000,28%,0,0%,3767000,33%,0,0%,3436000,0.0758,0,0,3222000,0.0687,0,0,74,2%,-1%,0.84,-0.282633333,48.4,5%,46.17,43.90333333,76%,56243.33333,31941.66667,1%,-1%,1
CDEV,20.55,"Centennial Resource Development, Inc.",30.507867,1.796901,0.673269,67482000,191%,218000000,139%,70772000,561%,216000000,253%,33390000,1.1739,166000000,4.0275,16260000,4.1671,112000000,3.0852,104,1%,4%,0.113333333,0.696666667,22.2,0%,22.2,21.62666667,1%,12139079.67,11962804,1%,4%,2
CME,174.71,芝加哥商品交易所,13.456848,2.580691,13.019394,566000000,0.3615,1046000000,0.1458,599000000,0.4977,1095000000,0.1987,2939000000,6.8715,886000000,-0.0067,309000000,-0.3473,879000000,0.0599,534,0.015793684,0.004696408,2.68,0.776666667,181.69,0,181.69,175.6733333,0.092671025,6906319,6320584,0.013120564,0.002931755,10
FISI,32.35,Financial Institutions,12.96479,1.402381,2.510646,12170000,0.9484,0,0,9288000,0.1693,0,0,11058000,0.2721,0,0,8279000,-0.0224,0,0,754,-0.020984147,-0.00503241,-0.67,-0.166666667,35.3,0.134844193,30.54,31.41333333,0.286046278,333324.3333,259185.3333,-0.024785569,-0.006698118,14
NFLX,367.96,"Netflix, Inc.",161.001811,35.545674,2.279788,384000000,4.859,3907000000,0.4027,290000000,0.6279,3701000000,0.4036,186000000,1.7794,3286000000,0.3262,130000000,1.5155,2985000000,0.3033,754,-0.010453293,-0.004066612,-4.133333333,-1.6551,411.09,0.145320976,351.35,362.2233333,0.041306712,45900904,44080100,-0.015243277,0.001488678,14
MSEX,47.53,米德尔赛克斯水务公司,30.053751,3.318368,1.590151,8675000,0.6122,0,0,4494000,0.0119,0,0,5346000,0.6602,0,0,7642000,-0.1329,0,0,754,-0.013012836,0.014509371,-0.633333333,0.673333333,49,0.058163265,46.15,47.85666667,0.603687735,210651.3333,131354.3333,-0.017214273,0.009320122,14
ATRO,43.35,Astronics,67.806979,3.476589,0.640937,14025000,0.825,209000000,0.3805,3294000,-0.7157,179000000,0.175,-5653000,-1.5719,171000000,0.112,6060000,-0.4981,150000000,-0.0352,754,-0.024959887,-0.014977922,-1.09,-0.676666667,76.6,0.471801567,40.46,42.47,0.483315939,699276.6667,471428,-0.026489096,-0.016303358,14
OTEL,16.55,Otelco Inc.,3.979161,9.004716,4.127754,2908000,89%,16890000,-3%,1996000,24%,16726000,-4%,7382000,6.7951,16794000,-0.0023,1589000,0.4124,16946000,-0.0255,280,1%,-1%,0.178333333,-0.216666667,17.55,3%,17.085,17.17833333,-4%,23236.66667,24163.33333,1%,-3%,5
SORL,4.35,瑞立集团,3.184356,0.454757,1.372334,7492700,0.1382,129000000,0.4009,9192800,0.195,108000000,0.4412,3212000,-0.6522,123000000,0.4324,9539000,1.6508,101000000,0.5906,740,-0.028728927,-0.035396151,-0.123333333,-0.16,13.4993,0.699984444,4.05,4.2,0.204656848,460269.6667,382075.3333,-0.011753824,-0.041481119,14
NATH,87.1,Nathan’s Famous,81.376503,-4.418993,1.075249,4795000,0.641,30168000,-0.0206,367000,-0.4966,19594000,0.0373,-3779000,-6.4063,22083000,0.1076,3120000,0.2445,31606000,0.1283,754,-0.011138291,-0.020054609,-0.973333333,-1.816666667,100.15,0.15996006,84.13,84.39333333,1.178096047,80399.33333,36912.66667,-0.011224274,-0.023624572,14
CHRW,96.83,罗宾逊物流,23.621825,8.833796,4.097905,159000000,0.433,4276000000,0.1526,142000000,0.1656,3925000000,0.1494,153000000,0.2474,3960000000,0.1595,119000000,-0.0763,3784000000,0.1277,754,-0.011216559,0.010253698,-1.123333333,0.993333333,100.09,0.028074733,97.28,97.59,0.012509462,4303903.333,4250729,-0.013183341,0.007716026,14
CCNE,29.53,CNB金融,17.3468,1.820051,1.715302,8441000,0.2631,0,0,7097000,0.0952,0,0,3451000,-0.3153,0,0,7246000,0.1294,0,0,754,-0.022187605,-0.012853278,-0.666666667,-0.416666667,32.14,0.105476042,28.75,29.13333333,-0.007605018,77425.33333,78018.66667,-0.023670632,-0.016936882,14
FLOW,53.515,弗洛国际,27.412822,2.417454,1.954195,23400000,1.2941,531000000,0.0667,15300000,3.0959,490000000,0.1318,30900000,3.0658,529000000,0.0682,13000000,4.0952,491000000,0.0521,159,0.003801335,-0.0024936,0.106666667,-0.136666667,53.82,6%,50.37,52.06333333,1.172417349,1249820.667,575313.3333,0.005697888,-0.003058779,3
CVCO,246.6,卡寇工业,32.22609,4.721929,7.686319,19691000,0.6754,233000000,0.2068,22140000,1.0334,194000000,0.2733,21427000,0.7444,207000000,0.0988,6182000,-0.3382,187000000,0.0678,754,-0.027741142,0.016099976,-7.16,3.95,256.95,0.082973341,235.63,245.4933333,0.50851776,338472.6667,224374.3333,-0.031572261,0.014626179,14
ORBK,61.29,奥宝科技,18.616416,3.033623,3.29333,35725000,0.4526,268000000,0.2699,29899000,1.0229,251000000,0.3352,55362000,1.1727,257000000,0.1946,36151000,0.4687,246000000,0.1986,754,-0.009349093,-0.017355273,-0.566666667,-1.106666667,65,0.09,59.15,59.88,-0.358420476,1091593.667,1701416,-0.014769974,-0.021179155,14
LANC,153.51,兰卡斯特食品,31.300494,6.500767,4.928037,32387000,0.1369,308000000,0.0631,27621000,0.9087,296000000,0.008,45920000,0.1788,320000000,-0.0218,29386000,-0.1202,299000000,0.0259,754,-0.027132018,0.012763683,-4.25,1.993333333,160.07,0.082214031,146.91,149.32,0.202395535,399839,332535.3333,-0.031858097,0.009006795,14
PKBK,23,帕克合众银行,13.069474,1.686014,1.771303,6127000,0.664,0,0,5760000,0.6657,0,0,539000,-0.8395,0,0,4158000,0.0728,0,0,754,-0.016454931,-0.009291802,-0.376666667,-0.216666667,24.3,0.095884774,21.97,22.47333333,-0.307831687,59975,86648,-0.020348933,-0.003231297,14
TLF,7.45,Tandy Leather Factory,14.177383,1.135082,0.532362,1440100,0.4012,19177800,-0.0053,1273600,0.0344,20288900,0.0069,1671300,-0.1887,24502300,0.0167,521400,-0.4788,18388400,-0.0129,436,-0.020363859,-0.002105112,-0.154166667,-0.016766667,9.89,26%,7.3,7.383333333,0.674718839,33554.66667,20036,-0.012742208,-0.011277082,8
ATAX,5.8,America First Tax Exempt Investo,14.10746,1.22386,0.41113,3338100,-0.1877,0,0,6004300,-0.1843,0,0,15647500,1.7826,0,0,3545500,-0.2331,0,0,754,-0.021297237,0.000599749,-0.123333333,0.003333333,8.29,0.33172497,5.54,5.663333333,0.542145408,577096,374216.3333,-0.023155443,-0.003219349,14
CYBR,72.37,Cyber-Ark Software,129.28108,6.479749,0.561103,8377000,1.5807,77713000,0.352,6421000,-0.148,71783000,0.2159,3552000,-0.6531,80368000,0.2488,1681000,-0.7636,64818000,0.1793,211,-0.006296747,-0.003579933,-0.716666667,-0.283333333,79.84,7%,74.22,75.52666667,0.561755278,3186935,2040611,-0.005675999,6.99E-06,4
CRTO,24.61,Criteo SA,15.2234,1.747846,1.62086,14707000,0.9596,537000000,-0.0089,21090000,0.4527,564000000,0.0919,52368000,0.2854,674000000,0.1891,22269000,0.5124,564000000,0.3305,258,0.005722436,-0.047387491,0.116666667,-1.19,54.9,58%,23.1,23.29,-0.343179895,2927987.333,4457822.333,0.002045363,-0.051669364,4
BSRR,30.44,塞拉银行,18.659372,1.791772,1.637247,7992000,0.5363,0,0,6710000,0.4744,0,0,4043000,-0.2672,0,0,5742000,0.4614,0,0,754,-0.031950628,0.006828031,-0.946666667,0.203333333,33.88,0.181523022,27.73,28.84666667,0.10836637,213229,192381.3333,-0.036181549,0.002792821,14
REGI,26.35,Renewable Energy Group,4.804045,1.292512,5.537,33850000,197%,577000000,10%,214000000,1447%,322000000,-20%,-16983000,-1.8332,576000000,0.228,-11373000,-1.4839,624000000,0.1922,351,1%,0%,0.29,0.066666667,28.8,1%,28.48,28.19333333,-28%,3592081.667,4977407,1%,1%,6
PLXS,61.33,普雷克萨斯,0,2.239419,-0.89497,26501000,0.036,726000000,0.1738,12290000,-0.5805,699000000,0.156,-98493000,-4.4953,677000000,0.0666,29009000,0.5194,670000000,0.0257,754,-0.037821732,0.005840175,-2.273333333,0.336666667,65.87,0.158342189,55.44,58.43,0.331716744,810875.6667,608895,-0.040437633,0.001715825,14
OTTR,47.25,奥特泰尔,23.194609,2.63663,2.047894,18696000,0.1143,0,0,26215000,0.3385,0,0,18342000,0.0475,0,0,17734000,0.2133,0,0,754,-0.006356748,-0.002537406,-0.306666667,-0.133333333,49.6,0.042137097,47.51,47.85333333,0.408101629,343612,244025,-0.011339078,-0.005931534,14
ENTG,29.6,英特格,33.814874,3.998455,0.879051,54349000,0.359,383000000,0.1643,57562000,0.7704,367000000,0.157,-28341000,-2.0859,351000000,0.1363,40902000,0.8637,346000000,0.1648,754,-0.037413958,-0.027858215,-1.123333333,-0.916666667,38.275,0.267668191,28.03,28.97666667,0.005078054,5585731,5557509.667,-0.032611215,-0.033792519,14
BHBK,25.25,Blue Hills Bancorp Inc.,33.791379,1.70719,0.751671,6457000,67%,0,0%,6583000,-12%,0,0%,1293000,-0.6766,0,0,3841000,1.3564,0,0,220,2%,-1%,0.48,-0.15,25.25,4%,24.29,24.54666667,579%,1687383.333,248613.6667,1%,-1%,4
ARGO,61.1,阿尔戈国际控股集团有限公司,58.285063,1.14322,1.037144,41800000,-0.0913,0,0,24800000,-0.3243,0,0,28900000,-0.1216,0,0,-61300000,-2.1105,0,0,754,0.005971268,-0.012614948,0.36,-0.8,173.4545,0.638637222,62.68,62.41,0.131046612,391856,346454.3333,0.001287469,-0.016279943,14
NVEC,106.11,NVE Corporation,35.413945,6.03567,3.00729,3945000,0.1963,7107900,-0.0657,3882400,0.2824,7899200,0.1526,3571600,0.0252,7360800,-0.0137,3161000,-0.0436,6996200,-0.0419,754,-0.038981804,-0.020942389,-4.24,-2.48,131.35,0.249562238,98.57,103.0766667,0.427633235,81301.33333,56948.33333,-0.042848851,-0.021339419,14
CTSH,77.71,高知特,31.208467,4.222607,2.48298,456000000,-0.0298,4006000000,0.0916,520000000,-0.0664,3912000000,0.1032,-18000000,-1.0433,3828000000,0.1057,495000000,0.1149,3766000000,0.0906,754,-0.002880209,0.014311475,-0.23,1.086666667,84.71,0.112147326,75.21,76.65666667,-0.074098598,13746476.33,14846587.67,-0.008353677,-0.002459532,14
EFSC,54.35,Enterprise Financial Services Co,18.867787,2.200813,2.892496,22251000,0.8612,0,0,20921000,0.6884,0,0,7529000,-0.4475,0,0,16315000,0.3789,0,0,754,-0.011369355,-0.020676695,-0.613333333,-1.166666667,57.2,0.092832168,51.89,53.21333333,1.406011727,588296.3333,244511,-0.015890005,-0.024516518,14
DORM,80.62,Dorman Products,23.572072,3.95564,3.423543,34339000,0.2075,238000000,0.0388,30647000,0.05,227000000,0.0254,21967000,-0.2346,228000000,-0.006,27008000,0.0117,225000000,0.0556,646,-0.048492952,0.005977856,-3.84,0.486666667,85.13,0.162222483,71.32,75.91333333,1.091341637,781358,373615.6667,-0.052139582,0.003331153,12
MLVF,24.3,Malvern Bancorp,23.853522,1.465106,1.027102,2243000,0.3048,0,0,2018000,0.7248,0,0,403000,-0.5858,0,0,1955000,-0.7541,0,0,524,-0.032900339,-0.001352265,-0.78,-0.033333333,27.8,0.244604317,21,23.53333333,4.126941661,148197.6667,28905.66667,-0.052022489,-0.005375452,10
IDXX,243.5,IDEXX实验室,69.06646,-511.646124,3.518495,109000000,0.2725,581000000,0.1411,89476000,0.2957,538000000,0.1637,38290000,-0.2689,506000000,0.1425,70514000,0.2491,492000000,0.0974,754,-0.022638946,-0.005063615,-5.783333333,-1.336666667,254.04,0.097622422,229.24,240.01,0.097904046,2293339.667,2088834.333,-0.028435451,-0.006301439,14
CHTR,331.38,Charter Communications,8.428422,2.0518,39.312092,339000000,0.7385,10854000000,0.048,223000000,0.0569,10657000000,0.0485,9617000000,15.9016,10602000000,0.0318,92000000,-0.632,10458000000,0.0419,421,-0.002607055,0.015190356,-0.993333333,4.616666667,394.49,20%,316.04,324.8366667,0.243521264,8153291,6556615.667,-0.005446981,0.014627416,8
MGLN,73.3,麦哲伦健康服务,15.572605,1.371135,4.735881,13551000,1.7504,1811000000,0.2761,11452000,-0.3444,1805000000,0.3825,54509000,0.5236,1694000000,0.3412,33236000,0.3132,1419000000,0.0985,754,-0.027075143,-0.000776909,-1.993333333,-0.083333333,110.2,0.367150635,69.74,71.76333333,0.122532834,1044161.333,930183.3333,-0.028822893,-0.003688331,14
DNKN,74.32,唐恩都乐,18.02641,-7.624683,4.128942,60498000,0.1841,338000000,0.0496,50152000,0.1323,290000000,0.0173,195000000,2.4835,216000000,0.06,52246000,-0.0088,207000000,0.0691,376,-0.012199186,0.011178176,-0.903333333,0.773333333,76.52,7%,71.33,72.78333333,0.087972183,3712531,3412340,-0.01705815,0.00891425,7
NTRI,37.2,NutriSystem Inc,20.313491,8.353626,1.841141,26136000,0.0696,191000000,-0.0184,2803000,-0.6255,211000000,-0.0082,10926000,0.2346,131000000,0.2046,15027000,0.8904,158000000,0.2695,754,0.018660873,-0.032924198,0.65,-1.233333333,73.59,0.493409431,37.28,37.27666667,0.022778425,2917245.333,2852275,0.01705333,-0.03416921,14
GILD,74.95,吉利德科学,44.178939,4.494005,1.700584,1819000000,-0.4073,5648000000,-0.2091,1539000000,-0.4298,5088000000,-0.2178,-3836000000,-2.2378,5949000000,-0.1873,2712000000,-0.1844,6512000000,-0.1317,754,0.012960136,-0.002421989,0.95,-0.203333333,119.8,0.36360601,76.24,76.32,0.304555714,33061663.33,25343236,0.009184504,-0.005100212,14
AUBN,40.06,Auburn National Bancorporation,17.448155,1.713376,2.310846,2264000,0.1348,0,0,2195000,0.1614,0,0,1825000,-0.1213,0,0,2136000,0.0948,0,0,754,-0.053731529,-0.004092857,-2.266666667,-0.233333333,51.32,0.22817615,39.61,39.31,4.075642429,52539.66667,10351.33333,-0.040429142,-0.025028508,14
EQBK,40.61,"Equity Bancshares, Inc.",23.068272,1.487363,1.76953,6867000,0.0807,0,0,8711000,0.7909,0,0,4274000,9.2494,0,0,5157000,0.9307,0,0,152,-0.015569715,-0.011092123,-0.623333333,-0.466666667,42.96,10%,38.52,39.52333333,0.312916354,211406.6667,161020.6667,-0.018708351,-0.017976059,2
EXLS,66.3,伊克赛尔服务控股,46.24458,3.890656,1.434979,14462000,-0.2903,210000000,0.1114,23158000,0.3794,207000000,0.1308,-9355000,-1.604,198000000,0.1162,21077000,0.3132,192000000,0.1235,623,-0.008578091,0.014863471,-0.58,0.93,66.2,0.041993958,63.42,65.26666667,0.284742394,666237,518576.3333,-0.012591175,0.013155004,11
RADA,3.07,Rada Electronics Industries Limited,53.781265,3.425138,0.057494,11000,-0.978,6576000,0.2368,204000,-0.4769,6020000,0.2877,657000,2.3519,9119000,1.1192,794000,1.7956,7071000,1.0134,754,-0.016563804,0.030185817,-0.05,0.083333333,13.26,0.784313725,2.86,2.96,0.090187176,780876,716277,-0.019031542,0.037232643,14
MAMS,7.72,MAM Software Group Inc.,28.496759,7.191868,0.270908,958000,-0.6069,9530000,0.1511,1217000,0.795,9109000,0.157,-79000,-1.316,8500000,0.1514,1114000,-0.0816,8638000,0.0714,282,-0.005833542,0.000848731,-0.058933333,0.006666667,8.79,10%,7.9232,7.711066667,1.936651508,116881.6667,39801,-0.013388458,-0.004919785,5
CDK,63,"CDK Global, Inc.",22.500797,-22.387821,2.804123,102000000,0.6683,569000000,0.0067,97800000,0.2411,577000000,0.0365,106000000,0.2703,562000000,0.0254,83100000,0.0492,566000000,0.0272,211,-0.01826356,0.005812967,-1.15,0.343333333,75.77,21%,59.7,61.81,-0.025455057,4314889.667,4427594.333,-0.020941067,0.004709534,4
WEYS,34.39,Weyco Group,20.038707,1.768151,1.726783,1523000,0.1688,60888000,0.0598,2816000,0.3314,69526000,0.0059,8361000,-0.0258,80270000,-0.0223,4920000,0.0466,76906000,-0.0274,754,-0.047153289,-0.017563434,-1.67,-0.713333333,39.34,0.205897306,31.24,33.91,0.113048977,68647.66667,61675.33333,-0.052703637,-0.0203856,14
KHC,57.93,卡夫亨氏,6.582133,1.072832,8.779829,755000000,-0.3491,6686000000,0.0013,993000000,0.1145,6304000000,-0.0094,7996000000,7.4703,6877000000,0.0029,943000000,0.1186,6314000000,0.0075,170,-0.013820427,-0.004546531,-0.796666667,-0.29,96.65,42%,55.89,56.04,0.040378366,29704914.67,28552030.33,-0.021277118,-0.004581016,3
MOFG,34.65,MidWestOne Financial Group,20.69549,1.228814,1.682009,8156000,0.1275,0,0,7793000,0.1609,0,0,-1590000,-1.4109,0,0,6342000,0.0193,0,0,551,-0.010495988,0.009186649,-0.363333333,0.31,37.98,0.107424961,33.9,33.75,0.88488691,158060.3333,83856.66667,-0.011298084,0.005073713,10
GBDC,18.78,Golub Capital BDC,12.693006,1.166303,1.484282,21720000,0.08,459000,-0.5364,23032000,0.1105,662000,2.7191,21315000,0.1228,534000,1.1024,22453000,0.3947,335000,-0.4544,443,0.002332076,-0.007979625,0.043333333,-0.153333333,20.44,8%,18.8,18.79,0.106276735,850590,768876.3333,-0.000940011,-0.009886019,8
AABA,69.11,Altaba,2.125473,0.663279,32.276112,967000000,0,0,0,967000000,8.6758,0,0,10324000000,61.9875,0,0,10324000000,62.2216,0,0,754,-0.010470878,0.000950938,-0.73,-0.06,81.46,0.207218267,64.58,66.87666667,0.245779882,43573798.67,34977125,-0.019312399,-0.009155467,14
SINA,72,新浪,31.93523,1.849212,2.218866,110000000,0.761,537000000,0.4971,77091000,0.2556,441000000,0.5851,119000000,1.478,504000000,0.6072,107000000,-0.3339,443000000,0.6122,754,0.001306184,-0.018864378,-0.016666667,-1.33,134.75,0.523191095,64.25,68.03,0.043332914,3400808.667,3259562.333,-0.011639225,-0.022057636,14
UTMD,95.15,犹他医疗产品,37.492472,4.276547,2.547178,4308000,0.1132,10965000,0.0126,4092000,0.1572,10887000,0.0612,-2522000,-1.9282,10201000,0.1524,3622000,0.2341,10125000,0.0487,754,-0.011517633,0.02413572,-1.093333333,2.166666667,114.7,0.192676548,92.6,94.11666667,0.337336127,78513.66667,58709,-0.010118522,0.018419948,14
INGN,254.37,Inogen Inc,167.358716,20.39248,1.523255,14610000,0.7522,97238000,0.5165,10758000,0.8136,79051000,0.5057,-606000,-1.1152,63787000,0.2544,7338000,0.3988,69030000,0.2684,243,-0.086447446,0.048406828,-22.59,12.39333333,282.92,24%,215.81,238.21,1.861992174,2877459.333,1005404.333,-0.089558679,0.043625189,4
