,2014-12-31,2015-12-31,2016-12-31,2017-12-31,code,name,category,pe
1362,0.0,0.0,0.0,0.0,SBRAP,"Sabra Health Care REIT, Inc.",,27.60869474
1363,0.0,0.0,0.0,0.0,ALR,阿勒尔公司,,-72.84286078
1364,0.0,0.0,0.0,115.3028,TFSL,TFS Financial Corp.,储蓄及贷款\r,54.86207002
1365,-1.7959,1.8818,1.3303,1.2794,AMCX,AMC网络公司,媒体内容,16.94652431
1366,0.2022,0.1886,0.1861,0.1836,AN,车之国公司,,11.7710837
1367,0.0,0.0599,0.0743,0.0955,NVT,nVent Electric Plc,,
1368,0.1092,0.0819,0.0878,0.1113,DTW,DTE Energy Company,,
1369,0.1346,0.0597,0.0989,0.0722,SEB,Seaboard Corp.,食品,14.20075766
1370,0.0,0.0,0.0,-963.8559,IDTI,集成设备技术,半导体,29.22222212
1371,932.1604,314.3041,910.4167,0.1578,OLED,Universal Display Corp.,,91.71569098
1372,0.0,0.0,0.0,0.0,SRCLP,"Stericycle, Inc.",,24.870193
1373,0.0712,0.0543,0.0,192.1976,HBHC,汉考克控股银行,银行,27.6203216
1374,0.0,0.0,0.0,0.072,CACI,CACI国际,,28.35453214
1375,0.0247,0.0387,0.0412,0.0353,GSH,广深铁路股份有限公司,运输,20.07692411
1376,0.1054,0.1251,0.1497,0.2143,PAC,太平洋航空,工程建设,29.94294335
1377,0.0924,0.0838,0.1109,0.1832,AL,航空租赁公司,多元化金融服务,12.2965112
1378,592.2969,-166.7317,0.0,0.0,GPT,Gramercy Property Trust,,143.94737224
1379,0.1378,1192.3971,0.1931,0.1309,EEFT,嘉银通,,26.37770788
1380,0.2117,0.2073,0.2588,0.2662,EQM,EQT Midstream Partners LP,,10.44337801
1381,-0.2867,-0.3232,-0.4469,-0.5425,CHH,精选国际酒店,住宿,31.31578849
1382,0.0,0.0,0.0,0.0,KDP,"Keurig Dr Pepper, Inc.",,
1383,0.0,0.0,0.0,0.0,LVNTA,Liberty Interactive Corp.,,9.47163111
1384,0.0,241.0296,292.0547,-220.6585,JBGS,JBG SMITH Properties,,
1385,0.1723,2110.8506,0.2154,0.3487,CABO,"Cable One, Inc.",,44.36114368
1386,0.1494,815.983,0.1903,0.2249,EVR,永核伙伴,,43.76543027
1387,0.0,0.0,0.1355,0.0,FLO,花苑食品,食品,26.47435946
1388,721.5795,0.123,0.1067,0.1508,CLGX,"CoreLogic, Inc.",商业服务,44.77310607
1389,0.3024,0.3152,0.2959,0.2188,BMA,Banco Macro SA,银行,9.0909088
1390,0.0336,114.2687,-113.86,0.0,CCJ,Cameco Corp.,采矿,-91.33333569
1391,1041.2661,0.1012,0.0923,-29.2785,SJIU,"South Jersey Industries, Inc.",,
1392,0.0539,0.0369,0.0441,0.0464,SNH,Senior Housing Properties Trust,房地产信托投资基金,30.36666432
1393,-342.0085,1071.4418,189.7336,-183.7748,MLNX,迈勒罗斯科技,半导体,224.05405529
1394,1217.4132,1243.949,1118.5386,0.1594,ASGN,盎塞,商业服务,45.59668585
1395,0.0,0.0,0.0,0.0,AWH,安奈特保险,保险,17.33802928
1396,0.0,0.0,0.0,515.4639,VVV,"Valvoline, Inc.",,16.07352969
1397,0.2006,0.161,0.2154,0.183,NUS,如新集团,,30.30588244
1398,-1210.9817,929.8031,0.4475,0.1717,BYD,博伊德赌场,住宿,10.51515068
1399,0.0713,0.0,0.0665,0.0451,FNB,F.N.B. Corp. (Pennsylvania),银行,16.94871891
1400,0.0,0.0,0.0,-0.1536,IMMU,"Immunomedics, Inc.",生物技术,-35.52777626
1401,0.0567,0.0572,0.0636,0.0384,IBKC,IBERIABANK Corp.,银行,17.49999922
1402,2453.6184,-35.3056,-3313.814,-4058.4672,PLNT,"Planet Fitness, Inc.",,97.41999817
1403,0.0,0.0,0.0,0.0,NAV,纳威司达,汽车制造,-27.80000095
1404,0.0679,0.0391,0.1911,0.1438,SBS,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,,5.40869558
1405,0.3017,0.2947,0.4321,0.4656,RHP,"Ryman Hospitality Properties, Inc.",,26.93569115
1406,0.1728,0.1971,0.2019,0.1892,CNK,喜满客影城,娱乐,16.5890415
1407,0.0,0.0,0.0,0.0,CAB,卡贝尔拉斯,,28.87323789
1408,0.0501,-0.0859,-0.0973,0.0,CPG,Crescent Point Energy Corp.,,-5.67647037
1409,1947.7435,1630.9013,0.1699,0.1031,ILG,"ILG, Inc.",,13.09615403
1410,0.0,0.0,0.0,0.0,NEOG,纽尔真检测,,75.93518415
1411,0.1068,0.1399,-0.7247,-1711.7582,MDGL,"Madrigal Pharmaceuticals, Inc.",,-58.53057001
1412,-0.2426,-851.9637,1261.9718,698.2249,BCO,布鲁克林公司,商业服务,120.36232368
1413,0.0,0.0,0.0,0.0355,IUSG,iShares Core S&P US Growth ETF,,
1414,-2508.3178,8805.2212,3380.241,905.2863,SOGO,搜狗公司,,
1415,0.0,0.0,0.0,76.2207,NYT,纽约时报,媒体,142.22221869
1416,0.0,0.0,0.0,0.3386,WEN,温迪,,35.83673291
1417,0.1524,0.1506,0.1661,0.1363,JCOM,J2全球通信,,28.10862624
1418,578.4746,864.5522,1127.4176,925.1982,INGN,"Inogen, Inc.",,204.63916922
1419,-2.0772,-0.9005,-1.2368,-3432.618,MULE,"MuleSoft, Inc.",,-16.3260071
1420,0.0,0.0,0.0,594.7619,MMS,马克西姆斯服务,,21.49666595
1421,0.101,-845.2068,0.1214,0.2435,MTZ,"MasTec, Inc.",工程建设,32.26708093
1422,-3232.5405,-0.275,-0.519,-0.7885,RARE,"Ultragenyx Pharmaceutical, Inc.",,-13.61674671
1423,0.0852,0.0893,0.0908,0.1041,TCF,TCF Financial Corp.,,
1424,0.189,0.1742,0.1355,0.1067,AGO,保证担保有限公司,保险,5.61128075
1425,0.1399,0.1378,0.1177,0.1044,MD,"MEDNAX, Inc.",卫生保健设施,12.70487107
1426,22.6558,0.0442,0.0412,0.051,APLE,"Apple Hospitality REIT, Inc.",,23.85526235
1427,1962.3502,1408.5847,414.669,0.0976,FCFS,第一富金融服务,,53.25581218
1428,0.0994,0.1123,0.0935,0.2029,BKU,"BankUnited, Inc.",银行,18.79904427
1429,0.1258,106.5227,0.1182,0.102,FVD,First Trust Value Line Dividend Index Fund,股权,
1430,289.4267,368.8697,367.2922,0.0,AQN,Algonquin Power & Utilities Corp.,,43.49999885
1431,0.1725,0.1798,0.1944,0.2525,PAG,潘世奇汽车,零售,12.2005013
1432,0.0623,0.0467,0.0707,0.064,VLY,硅谷国家银行,银行,19.76190461
1433,0.0,0.0,0.0,-139.624,VSAT,卫讯公司,电信,166.45239487
1434,-0.3382,-3241.3408,-3212.8139,-0.1914,TDOC,"Teladoc, Inc.",,-37.7714277
1435,0.0784,0.0715,0.0931,0.0916,ESGR,恩斯塔,保险,15.56534521
1436,-334.088,175.9264,520.2556,0.1253,COTV,"Cotiviti Holdings, Inc.",,80.49090818
1437,0.0,0.0,0.0,0.0,AVV.L,AVV.L,,0.601191
1438,0.0,0.0,-551.8825,-0.3595,VNE,"Veoneer, Inc.",,
1439,0.1745,-0.1418,0.1819,0.1753,CPA,科帕控股,,12.1421436
1440,662.8571,1056.7261,0.1577,0.2203,CHDN,"Churchill Downs, Inc.",娱乐,47.03416013
1441,0.1834,-0.2587,-0.0963,0.0577,RRC,山脉资源集团,,-5.96363622
1442,0.1087,0.1902,0.1184,0.1278,STAY,"Extended Stay America, Inc.",,61.25714543
1443,0.1363,-530.5361,-0.0938,-0.051,PDCE,"PDC Energy, Inc.",油气,-12.36127694
1444,0.0712,0.0543,0.0548,0.0749,HWC,Hancock Whitney Corp.,,
1445,1372.7451,2290.1163,1.0903,1.2726,NSP,"Insperity, Inc.",,31.3268627
1446,0.0,0.0,0.0,0.3451,VSM,"Versum Materials, Inc.",,20.4890109
1447,678.744,579.4118,608.1871,1122.7059,GDOT,Green Dot Corp.,,97.9499993
